"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"HSD17B2",-3.04319783552165,9.02287475885159,-7.25519310647822,9.25357718769941e-07,1.89147735624577e-05,5.81546215147886
"ZBTB7C",-1.08941372244475,6.49776738978982,-7.23343330962223,9.64186700608044e-07,1.95769423605822e-05,5.77422716366058
"CAPN5",-1.21247786504664,8.48401570480037,-7.2112715573326,1.00547434028305e-06,2.02799223235687e-05,5.73216213026818
"PCDH20",-1.78540798098821,6.71551901908681,-7.18557439237037,1.05565495157469e-06,2.10725349705618e-05,5.68330024033467
"PCSK5",-1.48721766836966,5.99011103742135,-7.18341795423203,1.05998249159221e-06,2.11039787963125e-05,5.67919566479985
"PARM1",-1.61276307281926,9.66974968484905,-7.16893803738556,1.08952167093116e-06,2.14867796936692e-05,5.65161761508249
"TTLL6",-1.48472650898099,6.6341103535153,-7.15772743171571,1.11297734422672e-06,2.18280888164685e-05,5.63024600165151
"EMP1",-1.51534146727695,7.48690651292882,-7.15719524327672,1.11410377066788e-06,2.18300793113662e-05,5.6292310128215
"SAPCD1-AS1",-1.10323446344146,6.96888227284794,-7.15578801422434,1.11708800463861e-06,2.18505731377726e-05,5.62654695670167
"LRMP",-1.47831454885843,6.13380609001857,-7.15573458528577,1.11720147176085e-06,2.18505731377726e-05,5.62644504438571
"OLFM1",-1.05446940447039,6.17941340731341,-7.1513847890862,1.1264793730616e-06,2.19916445158927e-05,5.61814674042725
"SERTAD1",-1.17977207486573,8.85264666851425,-7.14638912041967,1.1372335858896e-06,2.21382818361008e-05,5.60861300215649
"PC",-1.42467075341297,7.07844658184572,-7.13229443426151,1.16815330366874e-06,2.25477945395019e-05,5.58169582443692
"SIDT1",-1.93358209586612,7.42769424690255,-7.13156010414294,1.1697879227264e-06,2.25477945395019e-05,5.58029268181436
"SMIM6",-1.21083778189559,7.26273216464832,-7.1288635424774,1.17581085362112e-06,2.26433954532335e-05,5.57513949966251
"P3H2",-1.2027132408596,9.2453893450604,-7.09966431706611,1.24312737989239e-06,2.35145382454068e-05,5.5192739341709
"RHOF",-1.24793172629754,6.55949314340483,-7.090750565298,1.26446436604924e-06,2.38124018854843e-05,5.50219584988597
"MT2A",-1.77033292759132,11.4243309337827,-7.08135807855908,1.28735870457945e-06,2.41869278449405e-05,5.48418850197137
"CYSTM1",-1.05698574799746,11.796545278832,-7.07357260632647,1.30666165937664e-06,2.44966334603462e-05,5.46925276925417
"CBFA2T3",-1.10316053831577,5.85616865496827,-7.07168777621938,1.31137979882916e-06,2.45440055670144e-05,5.46563561494623
"CXCL12",-1.81555754827808,7.18468251699526,-7.06979740125829,1.31612956733436e-06,2.45996089648263e-05,5.46200731994583
"CHP1",-1.1770322140558,8.62135148051822,-7.05966353312118,1.3418979431699e-06,2.49391940360149e-05,5.44254832978111
"TMEM61",-1.39052997938772,6.53047225976852,-7.05574320008484,1.35200641387519e-06,2.50255974108876e-05,5.43501667444368
"C1orf226",-1.1026716351446,6.98351340405736,-7.03353473324275,1.41078036764212e-06,2.58044983426179e-05,5.39230966714496
"CCDC68",-1.97175074257186,8.21877973239825,-7.03201606391946,1.41489503318582e-06,2.58044983426179e-05,5.38938673682475
"BMP2",-2.4334526072978,8.95798558030624,-7.03150400474785,1.41628520411852e-06,2.58044983426179e-05,5.38840112152472
"BTNL3",-1.30548674388661,8.61084537603161,-7.02529512306724,1.43325461826178e-06,2.60042941246005e-05,5.37644730175272
"AHCYL2",-2.07865695557507,9.15719711223605,-6.99712989376411,1.51292152341741e-06,2.70560163956905e-05,5.32215374179953
"CLDN8",-3.64545209647553,8.35161941797255,-6.99665691205718,1.51429790689572e-06,2.70579120125603e-05,5.32124103768535
"VPS37B",-1.30827366307348,9.494042282901,-6.98492970661593,1.54884259999287e-06,2.75365597138966e-05,5.29860127093593
"FOSB",-2.77079752328954,8.79635092338623,-6.96897787614545,1.59714806152358e-06,2.82773537509482e-05,5.26777489137556
"CLDN5",-1.36881703931657,7.60628677268661,-6.9546202366327,1.64196140355277e-06,2.88548976355366e-05,5.23999886017892
"CKB",-1.61650298760195,10.9008253935005,-6.95272258497301,1.6479811656362e-06,2.8936810261241e-05,5.2363255453134
"APOBR",-1.66626132731524,7.87962485311379,-6.95109541769852,1.65316110863848e-06,2.9003853750322e-05,5.23317541136878
"BCAS1",-2.0403162795481,7.40794725557131,-6.94893386654827,1.66006832745249e-06,2.91010660958111e-05,5.22899015937921
"NBL1",-1.15996065238721,9.67564239497981,-6.93529770941458,1.70433772174385e-06,2.96090449717964e-05,5.20257245306981
"SOCS6",-1.26893534174825,6.94948482261926,-6.93178360532929,1.71594325037872e-06,2.97621134281893e-05,5.19576028003822
"SH3BGRL3",-1.41167722992136,10.3505185054786,-6.92306217410141,1.74510151494531e-06,3.01673997798794e-05,5.17884614472811
"ARRDC4",-1.68210507724039,9.65406925335377,-6.91641697445165,1.76766273063452e-06,3.04853834006353e-05,5.16595148879027
"LOC344887",-1.57121614875506,6.27649371694976,-6.9137138393655,1.77692647740718e-06,3.05708861407881e-05,5.16070443897902
"CDKN2B",-1.45205703256508,5.90527489062154,-6.89837464945995,1.83045579893804e-06,3.12896292629064e-05,5.13091029912732
"C6orf136",-1.23586467036213,8.83275745688142,-6.88531492980967,1.87734672837051e-06,3.18610422052299e-05,5.10551788455269
"RHBDL2",-1.19900727669206,5.66845602725529,-6.87162122054712,1.92785256680434e-06,3.2640168378669e-05,5.07886730216682
"IGSF9",-1.71509457741387,7.3231003187551,-6.86204167306331,1.96401964218225e-06,3.31733975882948e-05,5.06020816817495
"FGFBP1",-2.7762691941365,8.62773561114698,-6.85711733522424,1.98288407218152e-06,3.33071355310679e-05,5.05061153303193
"P2RY2",-1.28004206838045,7.58168541047245,-6.84924942997355,2.01341538718127e-06,3.36607019871067e-05,5.03527143132863
"LINC00675",-1.25377666023459,7.4952838668102,-6.83045517870007,2.08833353643201e-06,3.44801674360197e-05,4.99859337866658
"MOB3B",-1.02263985095532,7.89599586596538,-6.82698115732457,2.1024950419066e-06,3.46334430762325e-05,4.99180825981849
"POLD4",-1.01081327089801,8.44399613313758,-6.79209661232231,2.25033679678925e-06,3.65041305672615e-05,4.92358241707254
"UPP1",-1.87555077448293,8.58926850816369,-6.7870537208713,2.27258308720954e-06,3.67809628985379e-05,4.91370577829961
"B3GNT7",-1.40430256420101,6.34773638604501,-6.78143103071559,2.29765585530737e-06,3.71247060460864e-05,4.90268943778419
"SLC30A10",-2.76467986329738,6.89035258213775,-6.77782505005547,2.31388630715857e-06,3.72512958852384e-05,4.8956220632686
"GBA3",-1.89968882787932,5.39717268584374,-6.7516118351869,2.43549790731375e-06,3.87406048751871e-05,4.84419264420318
"VILL",-1.80716724285231,8.91633778728155,-6.74967011807151,2.44476545826932e-06,3.88588415205589e-05,4.84037928505551
"SGK2",-1.62309792679166,8.25334838098974,-6.74547619096007,2.46490731897205e-06,3.9023451220834e-05,4.83214100958544
"HPGD",-2.19674779928853,8.2315838161575,-6.7452279784412,2.46610476281715e-06,3.9023451220834e-05,4.83165336106012
"CCNYL1",-1.70526975343694,8.06104919130528,-6.73133706480031,2.53408751689125e-06,3.99507994243276e-05,4.80434914562331
"PLIN3",-1.05445771765816,9.79648789585492,-6.72648166628982,2.55830523137856e-06,4.00362550500602e-05,4.7947990126313
"MT1G",-1.04804076933217,7.72151422569898,-6.72128730151484,2.58447907817818e-06,4.03273405759099e-05,4.78457856396726
"PLSCR4",-1.27836973307951,8.57146419679442,-6.72001089911437,2.59095306298591e-06,4.03696210739299e-05,4.78206654118396
"CDKN2B-AS1",-1.10056655212717,4.28487433131479,-6.7200056969495,2.59097948298334e-06,4.03696210739299e-05,4.78205630260778
"LOC105375172",-1.07929139142046,4.27223802711773,-6.70554327598302,2.66551826563479e-06,4.11099735986643e-05,4.75357785164935
"CPNE5",-1.28744325240426,6.65301396146358,-6.68679355729255,2.76547136761441e-06,4.24364370740774e-05,4.71661426113337
"CA12",-1.82151680365343,9.04287196691467,-6.6768212252172,2.82020572368715e-06,4.31210062518396e-05,4.69693489482532
"FAM132A",-1.59358879104195,7.1170847340932,-6.64279115754778,3.0155758180844e-06,4.53272754759207e-05,4.62967723617821
"IGFBP4",-1.04905171313782,7.69884606015707,-6.61915088983908,3.15950004290278e-06,4.68524421842483e-05,4.58286069830151
"SLC46A3",-1.29691670028444,9.52902011408424,-6.60792879910432,3.23029116591385e-06,4.75480107413954e-05,4.56061000220302
"NPDC1",-1.06235200843965,8.80573318215606,-6.59293863918933,3.32742085867332e-06,4.86749566407164e-05,4.53086127947751
"FAM83E",-1.09856441578715,7.07313545952885,-6.59042549352482,3.34399838295421e-06,4.88838857642702e-05,4.5258708120172
"CA1",-1.93970498702176,7.21216736427192,-6.58946035432695,3.35038744008892e-06,4.8910145364259e-05,4.52395406214589
"LOC105369890",-1.45927937685837,5.1879388691113,-6.56911086132048,3.48807838627101e-06,5.0504814105497e-05,4.48351073255282
"SFRP1",-1.25206265611618,5.21165143804604,-6.56018212964522,3.55032813114509e-06,5.13015189045179e-05,4.46574762744806
"CLCA4",-4.91199001945418,9.71547152643484,-6.51433979512948,3.88852207542513e-06,5.50675742582977e-05,4.37437668539489
"SGMS2",-1.4550394963519,7.32076724827605,-6.49601584140888,4.03286950183701e-06,5.65477863855342e-05,4.33777441138735
"CFH",-2.08696681672215,6.20668370582991,-6.47853859542432,4.17571242175097e-06,5.8205823868373e-05,4.30282110676895
"PLA2G10",-2.09889109440936,9.63945142640468,-6.46040736740984,4.32943737501592e-06,5.98395111294381e-05,4.26651627695539
"BEX1",-1.24212170885427,5.84101115981708,-6.42056382990385,4.68815062403834e-06,6.34427912343283e-05,4.18658048683343
"LGALSL",-1.13730987634944,8.07286553299952,-6.41841386096876,4.70835928192617e-06,6.36353682162681e-05,4.18226105983474
"CWH43",-2.05589357164597,6.43493883191818,-6.4012816833339,4.87264521379839e-06,6.50673795665779e-05,4.14781924947522
"CES3",-1.26654501463011,8.38641872543687,-6.38712611718893,5.0128521654202e-06,6.63984690741821e-05,4.11933182933596
"ARHGAP44",-1.27913060390968,6.54209298999347,-6.38402696204649,5.04410079663297e-06,6.66465898681672e-05,4.1130913465343
"PTGDS",-1.22784542475759,7.7250770504074,-6.37480496885561,5.13828165322383e-06,6.75921546739167e-05,4.09451427739915
"GSTA1",-1.14650630130353,6.02076444296331,-6.37233517938765,5.16381185749842e-06,6.77658833967091e-05,4.08953712858871
"IL10RA",-1.2104109690601,6.21963034231805,-6.36123348592433,5.28019879340405e-06,6.8854772079393e-05,4.06715481336256
"AVPI1",-1.11986589437085,9.3401536862058,-6.3404704965633,5.50520169701725e-06,7.13437410575614e-05,4.02525011619805
"CDHR2",-1.942260365458,8.67647240081413,-6.33825951867388,5.52973800560013e-06,7.14671661294158e-05,4.02078445283923
"CA2",-3.76257837505125,11.4164622005783,-6.30758243411106,5.88207519837058e-06,7.48400953704271e-05,3.95875688184762
"FGL2",-2.16836076514317,6.96679891829199,-6.30583928088434,5.90277907939373e-06,7.4924488445773e-05,3.9552285656903
"MBNL1-AS1",-1.43269164988274,6.52284205522427,-6.29051672617458,6.08803920605237e-06,7.65461316704306e-05,3.92419689297062
"RBM24",-2.36691818431668,6.15546697734188,-6.28038653422356,6.21380800752301e-06,7.77145606296139e-05,3.90366391096205
"POU2AF1",-2.33773645551726,6.74558661918087,-6.26580099154704,6.39962128883933e-06,7.94630215220432e-05,3.87407657112982
"RAB8A",-1.02027531652403,9.13207578683493,-6.26560860438065,6.40211018976601e-06,7.94630215220432e-05,3.87368611908222
"VLDLR-AS1",-1.33560391577138,5.97484602707799,-6.25193657994678,6.5815682094155e-06,8.13113812600584e-05,3.84592611795095
"TCF21",-1.05627792379054,5.39347061516459,-6.21894241129392,7.03635577547941e-06,8.59331087511101e-05,3.7788329643436
"FAM46C",-1.33203335217273,7.32299937560969,-6.20680332269717,7.21173621958206e-06,8.7423318008468e-05,3.75411246898202
"UGT2A3",-2.54619507360126,6.37888086644802,-6.18950543492567,7.46947856930414e-06,8.98319729235511e-05,3.71885320021475
"SLC41A2",-1.49491624740687,7.24885864293441,-6.17017423474107,7.76879402160519e-06,9.25020863646499e-05,3.67940326511898
"RASSF6",-1.55085630695735,7.4072510228877,-6.1664827471644,7.8273444308576e-06,9.30846504929291e-05,3.67186438715578
"PRSS12",-1.26532488077911,5.85179852542036,-6.15700260560673,7.97980335968798e-06,9.46662382082708e-05,3.65249564005717
"GGT6",-1.99124111285314,8.52438944033261,-6.15121191861042,8.07443282636633e-06,9.55960782483472e-05,3.6406590448695
"ISG20",-1.56683719303104,9.27247486842992,-6.14175177009071,8.23152540008553e-06,9.70244933571786e-05,3.62131247443889
"SSPN",-1.29174930207413,5.84741405285922,-6.08103922689409,9.31765429667518e-06,0.00010738999938576,3.49687760195778
"LTK",-1.04635666392589,5.8973670477719,-6.08066015122885,9.32488164287536e-06,0.000107415172586048,3.49609917459394
"FLNB",-1.17494524184548,10.2444582611895,-6.06896246366626,9.55077108228737e-06,0.000109307830887501,3.47206910272357
"FAM189A2",-1.13859979461551,6.05895584387888,-6.03550839278791,1.02284505389095e-05,0.000115267602131341,3.40324974318994
"STYK1",-1.83420963735583,8.08459363590273,-6.02409758856282,1.04707776734128e-05,0.000117479617198323,3.37974380401318
"CILP",-1.55660206745498,7.19239480832335,-6.02121109269699,1.05330097488816e-05,0.000118012927218006,3.37379509638714
"RIMS3",-1.001766814953,6.68773410228455,-6.01950354120205,1.05700034345323e-05,0.000118240810479046,3.37027555101844
"TOX",-1.34787371412858,5.46659108656704,-5.98976302548628,1.12362467258154e-05,0.000124129055504742,3.30891657341148
"MALL",-2.40006189005244,10.8246387207326,-5.97608979726257,1.15569297030327e-05,0.000126555807580922,3.28066948473808
"ADRB2",-1.0991155760319,5.4453076743507,-5.97144060769071,1.16681047280329e-05,0.000127511012109992,3.27105954485952
"CBLN2",-1.0726630411664,4.99440506133426,-5.94155909779906,1.24094509570205e-05,0.000134303300779258,3.20922975224543
"DHRS9",-3.38401182834828,10.1485300043859,-5.9358546779484,1.25564030220668e-05,0.000135480662597264,3.19741375176713
"GNAI1",-1.73002857773933,6.78684885686519,-5.93090691085047,1.26853141124494e-05,0.000136525773259757,3.18716179966791
"INPP1",-1.24314084877732,10.0849024893091,-5.91087918162716,1.32212090697242e-05,0.000140818594551568,3.14563271449744
"TRIM15",-1.15098990979614,8.64492395220851,-5.89990637956815,1.35246476332077e-05,0.000143456907340483,3.12285877963056
"TMEM56",-1.23134101817804,7.83009311685411,-5.89450306042056,1.36766954665854e-05,0.000144565725430671,3.11163881134979
"SQRDL",-1.42286845642095,12.4283553767638,-5.85524295856198,1.48356664637613e-05,0.000154138956103245,3.03000813703341
"HSD11B2",-2.2997504732548,9.78889344013003,-5.85452088178918,1.48579048060572e-05,0.000154219548959168,3.02850501618339
"ATP2B1",-1.21207524502509,8.71796791917223,-5.85043993406444,1.49842353853088e-05,0.000155303761300094,3.02000866641864
"LOC101928152",-1.00379731393687,5.82286077172423,-5.83472244989058,1.54812086844244e-05,0.000158908078925087,2.98726671308771
"IL10RB",-1.10785500024499,8.34956994068715,-5.83196507126461,1.55701287211674e-05,0.000159590072970233,2.98151958535737
"MAOA",-1.73972378968513,9.86553171512667,-5.80311370723908,1.65326660024269e-05,0.000167760482699233,2.92133056060267
"MFSD4",-1.35638554860545,6.35738761755374,-5.79835624399449,1.66971705821035e-05,0.000169076109391551,2.91139605559516
"PAG1",-1.63414088723722,8.5951413940934,-5.79285651380835,1.6889441866285e-05,0.000170568147136086,2.89990817875451
"ADH1C",-3.09612365508004,9.22420039574812,-5.77289452682124,1.76066644140847e-05,0.000176118249666012,2.85818111326111
"RSPO3",-1.78745120514867,5.55897476007494,-5.7718778775312,1.7644019815624e-05,0.000176349121564043,2.85605471540524
"LRRC19",-2.33129630604197,8.73466336961078,-5.76795737973123,1.77888382250224e-05,0.000177527376221227,2.84785355259135
"LOC100505501",-1.12111665718398,5.7422378599907,-5.75641386590777,1.82223827160387e-05,0.000181363798817247,2.82369546782144
"ETHE1",-1.60356260981361,11.8337172522647,-5.7533801846345,1.83381131500002e-05,0.000182005345751097,2.81734401067446
"RCAN2",-1.37916417769325,7.24529185909162,-5.7474453604064,1.85667088408196e-05,0.000183773772651421,2.80491544180654
"EFEMP1",-1.33066875327059,5.50657190681564,-5.74680333285339,1.85916132949553e-05,0.000183921398778102,2.8035706737499
"CNNM4",-1.4673281981683,8.70527598261736,-5.73914587734866,1.88913105733345e-05,0.000186497455504671,2.78752789605643
"C7",-1.43128730757538,5.02023709580686,-5.72565166491171,1.94315956295041e-05,0.000190637289411703,2.75924002283906
"MPEG1",-1.35404447407853,5.89772495446766,-5.7243641750045,1.94839679851873e-05,0.000191063091213861,2.75653994574923
"TRPM6",-1.53574121555864,6.73738338270517,-5.71465727475834,1.98835254701055e-05,0.000194533398708212,2.73617674303137
"TEX11",-1.44241392669446,5.59593620601339,-5.71289107841924,1.99571270904188e-05,0.000195074277144943,2.73247042006629
"SERTAD2",-1.01300320705268,8.66504278163719,-5.71154242565393,2.00135172353264e-05,0.000195356509438688,2.7296400576862
"NR3C1",-1.13032640426052,6.7429676225688,-5.70942658321208,2.01023155717782e-05,0.000196022894351494,2.72519919819832
"P2RY1",-1.55964641743689,7.13103490460391,-5.69481679054779,2.07266219126865e-05,0.000200388706363281,2.69452104720721
"ITLN1",-3.25057069672889,8.15382504639813,-5.6844299931544,2.1182565255013e-05,0.000203963588321213,2.67269541736417
"CPT2",-1.17655843767541,8.69342444040742,-5.68274228180019,2.12576177546682e-05,0.000204412688796044,2.66914787388345
"C1orf210",-1.34941615169261,7.06850623614488,-5.66273647315464,2.21683836060016e-05,0.000211164759581497,2.62707093466313
"NKX2-3",-2.10385815287168,6.27351915981874,-5.65563042349502,2.25014577552979e-05,0.000213585058403265,2.61211415569522
"GREM2",-1.15898677580042,4.46595025801439,-5.64296389964574,2.31079723485135e-05,0.000218066771400527,2.58543937871022
"CFD",-2.21454239188084,8.73451872370243,-5.63692912231006,2.34028204595594e-05,0.000220112429200433,2.57272413431432
"SMAD7",-1.00584079525596,8.41638268858741,-5.62772026523849,2.38602177311013e-05,0.000223876113416179,2.55331313215627
"EVI2B",-1.39254925762382,7.09657219633726,-5.62631243052349,2.39309489708144e-05,0.000224440899220333,2.55034476158031
"FCGBP",-3.07559918217501,11.2409234405533,-5.61791962081264,2.43571065640456e-05,0.000227336552457321,2.532644152303
"TOX2",-1.13750994816945,5.20077594510152,-5.6136338538263,2.45777219863973e-05,0.000228734400349253,2.52360230666057
"TMPRSS2",-1.36089408100371,8.8247416284217,-5.61127214355184,2.47001702520768e-05,0.000229332574629025,2.51861882994284
"SLC9A2",-1.6332549738407,6.66903136525346,-5.59960044865663,2.53145813821707e-05,0.000233510294005567,2.49398099790371
"RETSAT",-1.35822803485893,8.07242801244971,-5.59693764345464,2.54569403542638e-05,0.00023462023911963,2.48835792377429
"PGM1",-1.16448005552852,10.7248512430797,-5.5890344477714,2.58843223629933e-05,0.000237941381963485,2.47166397685336
"TNFRSF21",-1.13379498846986,9.17862709650287,-5.5803945103648,2.63599845406598e-05,0.000241094270444717,2.45340580858604
"EDN3",-1.01000081028253,6.31853306325676,-5.58033769937618,2.63631417374405e-05,0.000241094270444717,2.45328572634916
"JAM2",-1.64508281188705,5.68277318109419,-5.56106384229062,2.7456995341822e-05,0.000249171940257975,2.41252554855549
"OASL",-1.48007406408919,7.36752900906673,-5.54474731877148,2.84193920136798e-05,0.000255834586009876,2.37798733467241
"FBXO32",-1.09642068178376,6.18434477544444,-5.54156314314329,2.86112068141267e-05,0.000257235159955291,2.37124376560687
"IGHM",-1.68042115944782,6.96717958752258,-5.53107328966042,2.92525690576626e-05,0.000262558140901456,2.3490200737803
"OGN",-2.30006628372185,5.00806599390076,-5.52014455013624,2.99364754844782e-05,0.000267720697264381,2.32585374713031
"ADAMDEC1",-2.46526410087823,6.96067899807517,-5.51747573956025,3.01059654327512e-05,0.000268520501571259,2.32019452343526
"SYNC",-1.12853038973191,5.46213761845944,-5.51443443012109,3.0300313006737e-05,0.00027014079812913,2.31374446873126
"FNBP1",-1.00349766762347,6.935602571944,-5.50795448498712,3.07187041064739e-05,0.000273184834556905,2.29999834971615
"TMED6",-1.1168432110705,6.1609454843054,-5.49527343697325,3.15547207990182e-05,0.0002791046504561,2.27308445910118
"TMEM54",-1.65961535227641,10.795101326697,-5.48475591588567,3.22657983874413e-05,0.000284566973024477,2.25074920491827
"SETBP1",-1.78867993852097,5.62224657221378,-5.47792833969825,3.27361840367849e-05,0.000287444125246692,2.23624363819579
"CLCN2",-1.17271969637341,7.70227171827412,-5.4773373046342,3.27772328301638e-05,0.000287529770201672,2.23498771610542
"KRT24",-1.43495424981591,4.76208686767177,-5.45715219268775,3.42112992040485e-05,0.000298389214474623,2.19207289128644
"CCL23",-1.7057748823697,4.726025633531,-5.42070685023149,3.69657702109132e-05,0.000316875325023626,2.11447846764781
"TJP3",-1.36760282749903,8.77144106574523,-5.4165894315459,3.72909374124225e-05,0.000319107945338363,2.10570345791562
"CDC42SE2",-1.15495960164768,8.43971111939819,-5.41485543636844,3.74287533848341e-05,0.000320032921496407,2.1020074521068
"LTF",-1.45396159126988,6.79678025221616,-5.39444522656336,3.90907343084434e-05,0.00033184278598467,2.05847967167276
"CCL28",-1.54011757677449,7.64746501186566,-5.3913281285396,3.93511364659299e-05,0.000333711296767547,2.05182820655876
"SI",-3.1889968321242,7.30804536195444,-5.37479383624648,4.07624435049393e-05,0.000343705179814609,2.01652956227945
"C1orf132",-1.28432534939589,6.31451718722408,-5.36403816233379,4.17082600355239e-05,0.000348643732533997,1.99355252990114
"MBOAT1",-1.33862285341747,8.89511576821801,-5.36041457602385,4.20319459983388e-05,0.000350249772229506,1.98580891630218
"OR7E14P",-1.38935532317514,7.37550727229799,-5.34786143568745,4.31733280586761e-05,0.000357383876533907,1.95897253295358
"CD177",-2.34527338697141,7.89432428662415,-5.3408860067638,4.38212393757847e-05,0.000361763014521255,1.94405343039882
"AKR1B10",-2.89361500767975,10.5066251936248,-5.34057760833651,4.38501137865611e-05,0.000361861128841521,1.94339371241323
"MYO15B",-1.37966910419014,8.64897336009181,-5.34002841877534,4.39015810113265e-05,0.000362145536003193,1.94221887656722
"RARRES1",-1.86496992911348,7.06269905703178,-5.33325819981052,4.45411587319076e-05,0.000366003911971798,1.92773342063612
"CYBRD1",-1.40255507731956,6.71204464838488,-5.32190278713905,4.56354080722766e-05,0.000372409408632728,1.90342726294657
"PIGZ",-1.08780922866452,9.17429390261858,-5.31692034991257,4.61241892066348e-05,0.000375822152223456,1.89275834725544
"STMN2",-1.48042422907442,5.92762881960192,-5.31408364435326,4.64048645102639e-05,0.000377531401529454,1.88668299570631
"SULT1B1",-1.74535210265108,8.54069539106113,-5.29686883200766,4.81460983392183e-05,0.000388139193235053,1.84979710156626
"LRRC66",-1.7048564931874,7.42385685264046,-5.29085810356071,4.87697084244716e-05,0.000392127602768146,1.83691114728253
"INSM1",-1.08564188929718,4.59642148023189,-5.28694503897136,4.91801260849399e-05,0.000394831325097299,1.82852031841109
"DPP10-AS1",-1.50344535697505,6.89991259644098,-5.27002898191033,5.09954422764013e-05,0.000407752878150906,1.79222986806115
"NOSTRIN",-1.40300411830753,8.38128534697161,-5.26998528663868,5.10002191367677e-05,0.000407752878150906,1.79213609153242
"BDKRB1",-1.10376866982399,6.36822340752652,-5.26867260722159,5.11439378378966e-05,0.000408595173296834,1.78931880089969
"LIPH",-1.380127044918,9.00982902009626,-5.26633650223803,5.14007325848624e-05,0.000410031536825837,1.78430460851122
"PRKACB",-1.33841891948699,8.59644997812229,-5.26126469230849,5.1962801029298e-05,0.000413276960090746,1.77341671463413
"HMOX1",-1.14305454948708,7.38643235241246,-5.25991529899365,5.21134005089462e-05,0.00041416541695524,1.77051949116458
"C2orf40",-2.35528423888591,5.36073144014383,-5.25201658153487,5.30039455149154e-05,0.000420301949189197,1.75355699295579
"AKR7A3",-1.08106569769493,9.09176809363549,-5.22773767491942,5.5840049218645e-05,0.000438546168255133,1.70138077386027
"CA4",-3.07382077496078,9.09192501427487,-5.2184909445916,5.69606125684412e-05,0.000446523403421137,1.68149456359317
"HPSE",-1.51665987033886,6.7881715977953,-5.21612191576732,5.72513878473371e-05,0.000448307834470748,1.67639838879623
"CSF2RB",-1.41573506068779,6.70638716663138,-5.21418674008383,5.74900385712026e-05,0.00045001114719884,1.67223511417308
"SLC35D1",-1.33189472842044,8.8232919642399,-5.21168639122541,5.77998956796312e-05,0.000451772469020354,1.66685542557681
"CPA3",-1.43755329257662,6.1330916350729,-5.20659011823937,5.84367551887892e-05,0.000456080780053507,1.65588860419914
"RARRES2",-1.60953356655946,8.80424905864636,-5.20088765467289,5.91578837885768e-05,0.00046096342415114,1.64361443733243
"CD19",-1.28480398001852,5.37932555321559,-5.1860561209522,6.10763988084246e-05,0.000472376260107049,1.61167646716385
"KIAA1522",-1.03301997621141,9.5424366593127,-5.18072114897854,6.17819597594995e-05,0.000476945980760268,1.60018327724009
"LGALS9",-1.24176167909591,8.4361438275844,-5.17789886006603,6.21585790369749e-05,0.000478466055261485,1.59410213401338
"ADAMTS1",-1.3587365234491,5.95905244503815,-5.16994184093531,6.32330918882263e-05,0.000484796611187327,1.57695335008839
"CCL19",-1.83626897120469,6.67671156876716,-5.16863499183275,6.34113759092568e-05,0.00048530323230013,1.5741363079189
"SLC16A9",-2.24925956740678,8.8316308328428,-5.16022398874562,6.45711948047186e-05,0.000491706070127172,1.55600185437735
"SOWAHC",-1.03002960604889,9.60044734414508,-5.1522816414873,6.5686301140758e-05,0.000498415578196296,1.53887197449368
"TRPM4",-1.31971526993421,8.82371833470673,-5.1425257055131,6.70830270501015e-05,0.000507747474463437,1.51782283319183
"PTP4A1",-1.0401209075713,8.98344146292965,-5.14119481065061,6.72759065976613e-05,0.000508845715420309,1.51495067105306
"VWA5A",-1.0732545016309,8.43674121986088,-5.13986002888148,6.74699188786496e-05,0.000509950958905734,1.51206996208131
"MAMDC2",-2.31751363559996,4.71256444825981,-5.13921178120448,6.75643487645588e-05,0.000510121610895547,1.51067086495723
"MFAP4",-1.24461923152865,6.45622865622132,-5.10900230966619,7.21181628147354e-05,0.000538019176809475,1.44542928627009
"MCU",-1.01834472887249,9.47636899017285,-5.10026809301695,7.34923578648548e-05,0.00054669830214061,1.42655162665607
"ERRFI1",-1.00167993189547,10.3740804214704,-5.10015321430283,7.35106094521152e-05,0.00054669830214061,1.42630328996426
"C8orf4",-1.59198026464497,9.07707373016464,-5.09505862966818,7.43246961039168e-05,0.000551589398723005,1.4152890291985
"ADTRP",-1.99217103087994,8.24647017668571,-5.09505282367041,7.43256291062973e-05,0.000551589398723005,1.41527647561615
"SECTM1",-1.28011282050839,8.15250377384784,-5.08437503252113,7.60619202501932e-05,0.000562124510551306,1.39218431770764
"FEM1C",-1.03375479096528,8.96584920560612,-5.0679744201602,7.88098720609058e-05,0.000577821502590441,1.35669681935559
"CLCA1",-3.61793431209031,9.37088595498864,-5.06153398618181,7.99165190457163e-05,0.000584526764819613,1.3427548356945
"MOGAT2",-1.04700381419793,7.50366404009304,-5.05791610432096,8.05451212149051e-05,0.000588518194427535,1.33492146488525
"S100A16",-1.19018330466918,11.7446845858373,-5.05599456826372,8.08810363765895e-05,0.000589714031481899,1.33076054429779
"PCK1",-2.22823894176234,10.5717403926639,-5.05587151708473,8.09025963655622e-05,0.000589714031481899,1.33049407705055
"ELOVL6",-1.7527907499267,8.32836591044875,-5.05276651967539,8.14485746471239e-05,0.000592580682761886,1.32376978814566
"IGLL5",-1.0334427332391,4.84562986315445,-5.04497876629018,8.28345756954178e-05,0.000600453258050406,1.30690082599511
