,logFC,logCPM,insert,PValue,FDR
TRGV9,-1.377080397,-3.62009261,NA,1.20E-10,4.27E-10
AC025265.3,-1.517030714,-2.407486656,NA,1.22E-10,4.33E-10
NGF,-1.128437643,-1.366471224,NA,1.22E-10,4.33E-10
C1DP5,-1.280873891,-3.56986511,NA,1.24E-10,4.38E-10
KCNJ16,-1.720389096,-1.730697264,NA,1.32E-10,4.65E-10
CLEC4GP1,-1.714600604,-3.484735709,NA,1.32E-10,4.67E-10
PHYHIP,-1.167604124,0.674434734,NA,1.33E-10,4.70E-10
NUTM2B,-1.164290602,-2.435746816,NA,1.37E-10,4.83E-10
AL136084.3,-1.221193804,-1.394795571,NA,1.40E-10,4.94E-10
AC254629.1,-1.028330744,3.547276456,NA,1.42E-10,5.00E-10
AC006033.2,-1.03876757,-1.735946014,NA,1.44E-10,5.08E-10
FBXO27,-1.211327087,0.019946478,NA,1.46E-10,5.14E-10
AP001972.1,-1.054051796,-3.26757759,NA,1.52E-10,5.33E-10
ESR1,-1.155032809,-0.076251088,NA,1.55E-10,5.46E-10
GRIK2,-1.349385776,-0.76277514,NA,1.57E-10,5.50E-10
FCGR2B,-1.165814286,1.990211322,NA,1.57E-10,5.51E-10
AL365475.1,-1.676465916,-2.198538205,NA,1.59E-10,5.58E-10
STK32A,-1.295404986,-0.477192827,NA,1.62E-10,5.69E-10
STXBP5L,-1.764265223,-0.941948721,NA,1.63E-10,5.71E-10
ST3GAL4,-1.170089446,5.619291727,NA,1.75E-10,6.11E-10
IKZF3,-1.070276669,3.421407322,NA,1.80E-10,6.28E-10
CD69,-1.114409103,2.052184522,NA,1.81E-10,6.30E-10
IGLV1-36,-1.769178243,1.460952607,NA,1.81E-10,6.32E-10
POLR2F,-1.134896598,-2.657739849,NA,1.91E-10,6.66E-10
TENM1,-1.623178653,-1.059940231,NA,1.93E-10,6.72E-10
TRIM58,-1.566466073,0.447329888,NA,2.00E-10,6.96E-10
WHAMMP3,-1.042925101,-1.119097956,NA,2.04E-10,7.10E-10
TLR1,-1.019078569,1.898084816,NA,2.15E-10,7.46E-10
MT-ND6,-1.093425874,9.493721459,NA,2.19E-10,7.60E-10
ZNF772,-1.115525325,1.10159221,NA,2.27E-10,7.84E-10
FGF12,-1.011746105,-0.689962185,NA,2.31E-10,7.99E-10
TRBV7-4,-1.352939445,-3.648160405,NA,2.33E-10,8.04E-10
AL163636.2,-1.578788471,-1.562667912,NA,2.34E-10,8.07E-10
IGHV2-70D,-1.943442862,0.968394806,NA,2.49E-10,8.58E-10
SMIM32,-1.438141314,2.457043127,NA,2.50E-10,8.60E-10
CT62,-1.163611947,-2.404114874,NA,2.51E-10,8.66E-10
LSAMP,-1.008815683,3.333036956,NA,2.77E-10,9.52E-10
LINC01150,-1.151804683,-3.159990857,NA,2.79E-10,9.58E-10
PTGFR,-1.103898034,0.993551279,NA,2.83E-10,9.72E-10
PGPEP1L,-1.929307712,-3.477279448,NA,2.91E-10,9.97E-10
LINC02535,-1.067758269,3.022312463,NA,3.04E-10,1.04E-09
ST8SIA6,-1.282854373,-0.068152947,NA,3.18E-10,1.09E-09
TRAV14DV4,-1.384747389,-2.592505884,NA,3.29E-10,1.12E-09
IGHV1-68,-1.862619993,-3.056905434,NA,3.41E-10,1.16E-09
MIR4537,-1.718225541,-3.371168037,NA,3.52E-10,1.20E-09
AC016924.1,-1.573221041,-3.583851142,NA,3.53E-10,1.20E-09
AC021683.2,-1.59157986,-0.485011054,NA,3.62E-10,1.23E-09
PTGDR,-1.688136521,2.148558602,NA,3.64E-10,1.24E-09
ZDBF2,-1.163294908,1.605966016,NA,3.68E-10,1.25E-09
AL355102.4,-1.49497111,-2.788409715,NA,3.81E-10,1.29E-09
AC006963.1,-1.461743041,-3.674599529,NA,3.81E-10,1.30E-09
FGF10-AS1,-1.494313487,-3.587059137,NA,3.84E-10,1.30E-09
AC000403.1,-1.149902698,-0.835733679,NA,3.91E-10,1.33E-09
TRBV3-1,-1.178525996,-2.225434681,NA,4.20E-10,1.42E-09
AC119428.2,-1.475919932,-3.578355445,NA,4.30E-10,1.45E-09
IGKV2-29,-2.080034267,0.471764758,NA,4.34E-10,1.47E-09
PYGO1,-1.12112534,1.230487134,NA,4.67E-10,1.57E-09
AC245407.2,-1.418303474,-3.467262886,NA,4.92E-10,1.65E-09
CD163,-1.175670741,4.776217746,NA,5.16E-10,1.73E-09
ADRA1D,-1.288663985,-1.054415552,NA,5.19E-10,1.74E-09
GOLGA8S,-1.486040999,-3.615921481,NA,5.26E-10,1.76E-09
AL034369.1,-1.799987446,-3.361045752,NA,5.39E-10,1.81E-09
CSRNP3,-1.190311475,0.62805693,NA,5.41E-10,1.81E-09
CADM1,-1.008871293,3.061483553,NA,5.45E-10,1.83E-09
MTCO1P53,-1.916091645,0.091066842,NA,5.47E-10,1.83E-09
CD8A,-1.092414078,2.943750779,NA,5.49E-10,1.84E-09
LINC01697,-1.979969335,-3.238938569,NA,5.65E-10,1.89E-09
SYT2,-1.02887244,-0.643868593,NA,5.72E-10,1.91E-09
ANKRD20A4,-1.483568965,-3.121298927,NA,5.76E-10,1.92E-09
FABP4,-1.920218655,2.526165743,NA,5.93E-10,1.98E-09
SLC6A8,-1.002510768,7.104520208,NA,5.94E-10,1.98E-09
BEND6,-1.104416717,-0.485314319,NA,6.10E-10,2.03E-09
AP000812.2,-1.45260843,-2.597672146,NA,6.12E-10,2.04E-09
NEURL1,-1.298122723,3.829415725,NA,6.13E-10,2.04E-09
PLPPR5,-1.358054225,-2.595021272,NA,6.20E-10,2.06E-09
GPR174,-1.242411015,-1.054884731,NA,6.30E-10,2.09E-09
LINC02550,-1.264927014,-2.964587587,NA,6.31E-10,2.10E-09
AC010998.3,-1.939881915,-1.65569413,NA,6.34E-10,2.11E-09
AC106872.5,-1.041561639,-2.098428257,NA,6.41E-10,2.13E-09
ZNF528,-1.03419564,2.182546823,NA,6.61E-10,2.19E-09
ANXA8L1,-1.678583621,-1.278382091,NA,6.63E-10,2.20E-09
ALAS2,-1.402855014,-2.016428785,NA,6.77E-10,2.24E-09
LINC02273,-1.132310858,-2.366445444,NA,7.01E-10,2.32E-09
SLC26A7,-1.22560902,-1.387401937,NA,7.13E-10,2.36E-09
AC132008.1,-1.110067035,-3.266399895,NA,7.39E-10,2.44E-09
LMX1A,-1.953474497,-1.746916409,NA,7.64E-10,2.52E-09
AC139491.2,-1.337108816,-0.809726628,NA,7.92E-10,2.61E-09
GDF5,-1.592050345,-2.178423906,NA,7.93E-10,2.61E-09
SLC6A16,-1.061652279,-0.993609142,NA,8.22E-10,2.71E-09
KLHL38,-1.226692816,-1.958692238,NA,8.27E-10,2.72E-09
PIK3C2G,-2.110623899,-2.801099731,NA,8.38E-10,2.76E-09
TMEM63C,-1.209890439,3.209549968,NA,8.63E-10,2.83E-09
AC091769.1,-1.624094109,-3.287151799,NA,9.18E-10,3.01E-09
MUC12,-1.363801594,7.914793718,NA,9.63E-10,3.15E-09
AP005264.1,-1.57941325,-3.317931054,NA,1.00E-09,3.28E-09
MATK,-1.059553764,1.452882564,NA,1.01E-09,3.29E-09
AC092042.3,-1.391424128,-3.22249585,NA,1.03E-09,3.37E-09
AC110619.1,-1.519248409,-1.168299478,NA,1.07E-09,3.49E-09
L1CAM,-1.503782456,4.075509003,NA,1.08E-09,3.53E-09
AL512306.2,-1.118512475,-1.553631186,NA,1.13E-09,3.66E-09
UOX,-1.030742351,-2.7325279,NA,1.14E-09,3.69E-09
SELL,-1.071014696,2.751566184,NA,1.15E-09,3.74E-09
IGKV2D-18,-1.932632039,-3.330237583,NA,1.16E-09,3.77E-09
AC005052.1,-1.257756148,-3.575011549,NA,1.19E-09,3.85E-09
AC027243.1,-1.586265655,-3.350401422,NA,1.19E-09,3.87E-09
IGHV3-62,-1.579521503,-1.456282576,NA,1.21E-09,3.91E-09
AC012065.2,-1.14265443,-3.444329667,NA,1.28E-09,4.15E-09
TRDN,-2.165252902,-3.049409968,NA,1.35E-09,4.34E-09
AC002091.1,-1.117258548,-2.669232919,NA,1.38E-09,4.43E-09
AC103858.1,-1.154371605,-3.208981795,NA,1.42E-09,4.55E-09
MROH3P,-1.192423176,-0.307499386,NA,1.43E-09,4.61E-09
ANO3,-1.756678761,-2.052485228,NA,1.44E-09,4.63E-09
AL158163.2,-1.055353104,-2.54646366,NA,1.44E-09,4.64E-09
LINC01644,-1.558874978,-2.871095348,NA,1.52E-09,4.85E-09
TRAV29DV5,-1.11184325,-2.336482748,NA,1.59E-09,5.09E-09
AC106786.1,-1.13401806,-1.925333488,NA,1.63E-09,5.21E-09
IGKV1D-8,-1.538974973,1.053766138,NA,1.69E-09,5.39E-09
TRPA1,-1.179881788,3.174760576,NA,1.72E-09,5.49E-09
ANKRD20A1,-1.313533204,-3.692714538,NA,1.79E-09,5.70E-09
CYTL1,-1.148745039,-0.582915085,NA,1.81E-09,5.74E-09
AC010890.1,-1.354994825,-3.477669911,NA,1.92E-09,6.11E-09
KCNJ5,-1.166618302,0.525956072,NA,1.93E-09,6.13E-09
LAMA2,-1.00980432,3.847188563,NA,2.07E-09,6.54E-09
TRAV3,-1.227225665,-2.222973552,NA,2.08E-09,6.57E-09
IGHV3-42,-1.683852,-2.148190468,NA,2.09E-09,6.60E-09
AL161658.1,-2.033618397,-3.093439967,NA,2.14E-09,6.77E-09
ST3GAL6-AS1,-1.096336912,-2.806951778,NA,2.15E-09,6.78E-09
HYDIN2,-1.395104468,-2.486556112,NA,2.20E-09,6.93E-09
RPS6KA6,-1.19266779,3.012812036,NA,2.21E-09,6.98E-09
FFAR4,-1.239256352,4.299596542,NA,2.21E-09,6.98E-09
AHNAK2,-1.171383339,5.206971094,NA,2.23E-09,7.03E-09
TRBV6-1,-1.066567429,-2.238055256,NA,2.32E-09,7.29E-09
LINC01562,-1.02773104,-3.619166581,NA,2.36E-09,7.42E-09
TGM4,-1.072736343,-3.110164113,NA,2.44E-09,7.66E-09
MYOZ3,-1.041644322,-1.279601038,NA,2.57E-09,8.06E-09
CD244,-1.025873175,0.368177747,NA,2.59E-09,8.10E-09
AC023794.2,-1.491897852,-3.605153024,NA,2.68E-09,8.38E-09
AC069209.1,-1.115299931,-3.44883689,NA,2.90E-09,9.03E-09
B3GNT6,-1.782560061,4.246782574,NA,3.17E-09,9.87E-09
SMIM2-AS1,-1.125721419,2.360881845,NA,3.24E-09,1.01E-08
MROH2B,-2.157412469,-3.243666098,NA,3.34E-09,1.04E-08
IGLV2-18,-1.708698725,2.353883525,NA,3.54E-09,1.10E-08
PDCD6IPP2,-1.037886694,-1.807974346,NA,3.61E-09,1.12E-08
TUBB2B,-1.24731621,1.615111297,NA,3.63E-09,1.12E-08
CXCR2P1,-1.270889845,0.067617344,NA,3.73E-09,1.15E-08
RALGAPA1P1,-1.062875175,0.104003053,NA,3.78E-09,1.17E-08
AF186192.1,-1.457244867,-2.905744441,NA,3.79E-09,1.17E-08
PWRN1,-1.717696038,-3.443338649,NA,3.82E-09,1.18E-08
CERS1,-1.280664438,-2.164206317,NA,3.88E-09,1.20E-08
PTCRA,-1.137299662,-2.649106097,NA,4.18E-09,1.28E-08
ZNF727,-1.58570816,-2.415687704,NA,4.18E-09,1.28E-08
MYOZ2,-1.254089618,-3.240457612,NA,4.29E-09,1.32E-08
LINC01907,-1.033829422,-3.196230224,NA,4.35E-09,1.34E-08
AC005165.1,-1.121018021,-1.393167995,NA,4.48E-09,1.37E-08
COL17A1,-1.035240712,7.288188367,NA,4.63E-09,1.42E-08
AC104561.3,-1.061386828,-3.065120936,NA,4.72E-09,1.44E-08
NRXN2,-1.143881166,2.660767082,NA,4.73E-09,1.44E-08
MTRNR2L1,-2.076598918,3.353524773,NA,5.14E-09,1.56E-08
AL161668.3,-1.249562821,-2.583895453,NA,5.23E-09,1.59E-08
PROM2,-1.17859412,5.072358276,NA,5.25E-09,1.60E-08
MIR4786,-1.059197094,-3.404927895,NA,5.51E-09,1.67E-08
HS6ST1P1,-1.062439589,-1.996407649,NA,5.70E-09,1.73E-08
AC107464.3,-1.088989567,-2.931661774,NA,5.76E-09,1.75E-08
NPY5R,-1.690983904,-2.447893206,NA,5.91E-09,1.79E-08
MUC4,-1.256633863,6.690567875,NA,6.22E-09,1.88E-08
IGLV3-25,-1.445573938,4.797757825,NA,6.49E-09,1.96E-08
MT2P1,-1.247274518,-1.769000491,NA,6.51E-09,1.97E-08
HMGB1P49,-1.481976134,-2.486565501,NA,6.95E-09,2.09E-08
HOXD3,-1.05123565,-1.110473084,NA,7.00E-09,2.11E-08
AC102945.2,-1.007542812,-0.49754205,NA,7.01E-09,2.11E-08
FGFBP1,-1.090552557,3.612661198,NA,7.46E-09,2.24E-08
SNORA77,-1.314176582,-3.4941873,NA,8.21E-09,2.45E-08
AC104561.2,-1.084353206,-3.236665087,NA,8.91E-09,2.65E-08
ART1,-1.609494778,-3.654497483,NA,9.39E-09,2.79E-08
EPHA4,-1.08471271,3.070341826,NA,9.57E-09,2.84E-08
MEOX2,-1.360047195,0.511549424,NA,9.65E-09,2.86E-08
VEPH1,-1.090803639,-0.178586419,NA,9.75E-09,2.89E-08
TBX21,-1.001314946,-0.457299421,NA,9.80E-09,2.91E-08
ACSM5,-1.595489645,-0.806329586,NA,9.92E-09,2.94E-08
HOXD4,-1.135455839,-1.572223407,NA,1.00E-08,2.97E-08
AL139260.2,-1.062242118,-3.532962952,NA,1.04E-08,3.09E-08
TGFBR3L,-1.254356833,-1.703832256,NA,1.07E-08,3.17E-08
AGAP11,-1.227059087,-3.374017554,NA,1.07E-08,3.17E-08
PCDHGB7,-1.023045375,1.325121198,NA,1.10E-08,3.24E-08
IGLV6-57,-1.55033883,4.552917937,NA,1.10E-08,3.25E-08
IGLV1-41,-1.75256054,0.13115515,NA,1.10E-08,3.26E-08
AC008676.2,-1.269080155,-1.890086696,NA,1.13E-08,3.32E-08
DCX,-1.400452832,-2.672435278,NA,1.18E-08,3.45E-08
ZIM2-AS1,-1.178045998,-3.419747235,NA,1.22E-08,3.58E-08
PRRT4,-1.400116441,-1.45215486,NA,1.24E-08,3.64E-08
SULT2A1,-2.061992131,0.78940679,NA,1.25E-08,3.67E-08
CPNE4,-1.607856273,-1.523294006,NA,1.28E-08,3.73E-08
XCR1,-1.23038721,0.182819233,NA,1.31E-08,3.84E-08
FRZB,-1.008462644,4.130856552,NA,1.36E-08,3.98E-08
AC009336.2,-1.14991297,-2.43161333,NA,1.39E-08,4.07E-08
IGLL3P,-1.383671769,-3.090514305,NA,1.41E-08,4.11E-08
PDCD6IPP1,-1.475236681,-2.707101703,NA,1.41E-08,4.12E-08
AC103563.4,-1.895359892,-3.66535659,NA,1.50E-08,4.36E-08
ZNF157,-1.253982699,-3.42390547,NA,1.60E-08,4.63E-08
IGHV4-55,-1.418546686,1.442465414,NA,1.60E-08,4.64E-08
TRBV5-6,-1.189839586,-2.619544482,NA,1.67E-08,4.83E-08
AL359182.1,-1.085643084,-2.866338693,NA,1.74E-08,5.03E-08
C14orf39,-1.680367985,-3.520970652,NA,1.83E-08,5.27E-08
CCKAR,-2.035420286,-3.30026279,NA,1.84E-08,5.30E-08
FADS6,-1.768975518,0.428779953,NA,1.90E-08,5.46E-08
CD38,-1.026728632,2.538091303,NA,1.99E-08,5.73E-08
ENDOU,-1.014828177,-2.536927678,NA,2.00E-08,5.76E-08
MRO,-1.161822421,-0.718290006,NA,2.07E-08,5.92E-08
AL512785.2,-1.167385322,-2.848475656,NA,2.07E-08,5.93E-08
AP000662.1,-1.053770942,-2.76113701,NA,2.10E-08,6.00E-08
IGKV1D-43,-1.649460435,-0.575741985,NA,2.10E-08,6.02E-08
TRAV8-2,-1.003440556,-2.38281394,NA,2.12E-08,6.08E-08
IGHV3-50,-1.656245939,-3.13652366,NA,2.15E-08,6.15E-08
TENM2,-1.270210439,-0.522392002,NA,2.17E-08,6.21E-08
TRBV29-1,-1.064970153,-1.564897623,NA,2.28E-08,6.50E-08
TRAV8-4,-1.036742948,-2.344777145,NA,2.35E-08,6.71E-08
DPP10,-1.747088361,1.325177374,NA,2.41E-08,6.85E-08
SEZ6,-1.575897552,-1.386040284,NA,2.43E-08,6.91E-08
LRRC3-DT,-1.166301289,-3.491191465,NA,2.44E-08,6.93E-08
SVOP,-1.558999637,-1.170450687,NA,2.46E-08,7.00E-08
AP003355.2,-1.697175198,-3.477625,NA,2.50E-08,7.09E-08
CHST8,-1.56397059,-2.422847429,NA,2.68E-08,7.58E-08
IGHD3-9,-1.528688055,-3.441936981,NA,2.92E-08,8.23E-08
AC013643.3,-1.362634438,-3.498654877,NA,2.93E-08,8.26E-08
KCNG1,-1.307877742,1.347570582,NA,3.18E-08,8.94E-08
CSMD1,-1.440038942,-2.179871598,NA,3.19E-08,8.96E-08
TRAV13-1,-1.008600366,-1.766953178,NA,3.37E-08,9.45E-08
AC010136.1,-1.368583986,-3.650845729,NA,3.46E-08,9.68E-08
TRAV16,-1.04706645,-2.822150102,NA,3.58E-08,1.00E-07
AL671277.1,-1.102642779,3.316927789,NA,3.74E-08,1.04E-07
CYP27C1,-1.005018935,-0.930914734,NA,3.80E-08,1.06E-07
RPL21P40,-1.072953591,-2.874924666,NA,3.88E-08,1.08E-07
AC003973.3,-1.039912382,-1.698224121,NA,3.89E-08,1.08E-07
PCDHB5,-1.027324047,-0.664605066,NA,3.90E-08,1.09E-07
AC004080.5,-1.125109875,-3.475864137,NA,3.96E-08,1.10E-07
AL031429.2,-1.370780256,-3.390836222,NA,4.01E-08,1.12E-07
AQP12A,-1.209409736,-2.018931122,NA,4.07E-08,1.13E-07
SATB2-AS1,-1.071187832,3.750020781,NA,4.11E-08,1.14E-07
AC099329.2,-1.153138506,-2.579720417,NA,4.14E-08,1.15E-07
GDF6,-1.274946895,-1.217308125,NA,4.35E-08,1.20E-07
IGHV1-17,-1.525829271,-2.288191084,NA,4.47E-08,1.23E-07
AC103736.1,-1.419703757,-3.396553561,NA,4.52E-08,1.25E-07
AL162412.1,-1.253441391,-3.443588065,NA,4.52E-08,1.25E-07
PCDH15,-1.62177852,-3.241262646,NA,4.59E-08,1.27E-07
LMO1,-1.700430039,-3.527074798,NA,4.65E-08,1.28E-07
IGKV7-3,-1.521759593,-1.909811329,NA,4.81E-08,1.32E-07
AC005082.1,-1.007432347,-2.543339189,NA,5.04E-08,1.38E-07
AC011008.2,-1.092275721,-2.448604652,NA,5.08E-08,1.39E-07
IGHV3-64,-1.601105466,1.536507171,NA,5.15E-08,1.41E-07
AC018755.4,-1.087420526,-2.251141076,NA,5.48E-08,1.50E-07
AL021997.1,-1.008413176,-3.650945324,NA,5.86E-08,1.60E-07
AC008040.1,-1.165469485,-3.316967182,NA,6.29E-08,1.71E-07
C5orf52,-1.007719426,0.319155525,NA,6.69E-08,1.81E-07
Z73429.1,-1.017122146,-3.176866419,NA,7.29E-08,1.97E-07
IGHV1-69D,-1.402576971,3.515594483,NA,7.32E-08,1.98E-07
AL136982.1,-1.07368336,-3.336528109,NA,7.77E-08,2.09E-07
UGT1A9,-1.56221544,-3.015315242,NA,7.82E-08,2.10E-07
CCDC169,-1.609097308,-1.618177785,NA,7.86E-08,2.11E-07
AL512328.1,-1.336956705,-1.462439033,NA,7.95E-08,2.14E-07
AC016705.2,-1.35984872,-0.914942473,NA,8.28E-08,2.22E-07
GOLGA8VP,-1.06658306,-3.38932522,NA,8.46E-08,2.27E-07
AC005550.2,-1.221456268,1.517784059,NA,8.49E-08,2.27E-07
IGLV2-34,-1.485994946,-1.191245638,NA,9.00E-08,2.40E-07
MTND6P21,-1.284383604,-3.648218791,NA,9.67E-08,2.58E-07
ASCL1,-1.567668798,-2.921843525,NA,1.01E-07,2.67E-07
IGHV7-34-1,-1.453383735,-3.073502267,NA,1.01E-07,2.69E-07
AC012409.3,-1.299439736,-3.579604536,NA,1.02E-07,2.70E-07
NAT8,-1.77741528,-0.704019665,NA,1.02E-07,2.70E-07
SOSTDC1,-1.200262334,2.843873442,NA,1.05E-07,2.78E-07
NPTXR,-1.111705049,2.721307249,NA,1.07E-07,2.85E-07
ADRB1,-1.11456943,0.257903753,NA,1.10E-07,2.92E-07
SPATA22,-1.532576345,-3.540517642,NA,1.10E-07,2.92E-07
APCDD1L,-1.250285522,-0.392608543,NA,1.11E-07,2.93E-07
LINC01502,-1.813415095,-2.813503248,NA,1.13E-07,3.00E-07
AOX1,-1.225395869,2.425957204,NA,1.14E-07,3.01E-07
HCN4,-1.375176798,-2.686067326,NA,1.19E-07,3.13E-07
GSTM1,-1.446063234,2.452522873,NA,1.22E-07,3.21E-07
AC096751.2,-1.050300106,-1.048191059,NA,1.28E-07,3.35E-07
PCP4,-1.566957383,2.09641646,NA,1.29E-07,3.39E-07
AC111188.1,-1.086496828,-3.305909816,NA,1.31E-07,3.43E-07
RAB3B,-1.0776998,2.687302789,NA,1.31E-07,3.44E-07
ZFHX4-AS1,-1.378175164,-2.732415324,NA,1.34E-07,3.51E-07
SLC2A7,-1.13773422,-3.630995887,NA,1.37E-07,3.59E-07
AL049775.1,-1.173463662,-3.173858443,NA,1.39E-07,3.62E-07
MIR27B,-1.338151719,-3.412806081,NA,1.46E-07,3.81E-07
AC245297.1,-1.018291443,-0.959065454,NA,1.48E-07,3.84E-07
CHGB,-1.632151999,2.72241056,NA,1.49E-07,3.88E-07
HNRNPA1P70,-1.15994717,-3.482786697,NA,1.55E-07,4.02E-07
UNC13C,-1.471178026,-3.229584423,NA,1.69E-07,4.37E-07
AC092999.1,-1.247155259,-3.035289631,NA,1.69E-07,4.38E-07
MAP9,-1.046559359,1.663503445,NA,1.71E-07,4.43E-07
CYP4F60P,-1.551681967,-3.302514985,NA,1.73E-07,4.46E-07
MAMDC2-AS1,-1.009483795,-1.479421255,NA,1.74E-07,4.51E-07
RNF165,-1.166030577,-1.161314921,NA,1.76E-07,4.56E-07
UGT3A2,-1.311507058,-2.706403958,NA,1.77E-07,4.57E-07
TEX43,-1.116792488,-0.793337732,NA,1.90E-07,4.89E-07
KANK4,-1.091247035,0.646695366,NA,2.02E-07,5.20E-07
STAC2,-1.289887985,-1.798791156,NA,2.10E-07,5.37E-07
IGLV5-37,-1.840349859,0.089871964,NA,2.14E-07,5.48E-07
LY86-AS1,-1.353181446,-3.463068947,NA,2.15E-07,5.49E-07
IGLVI-70,-1.799308475,-0.242737045,NA,2.16E-07,5.53E-07
CNTN6,-1.359019981,-3.289520765,NA,2.24E-07,5.71E-07
PVALB,-1.184040362,-3.153883266,NA,2.27E-07,5.78E-07
GATA1,-1.07514076,-2.582536532,NA,2.27E-07,5.79E-07
CHST9,-1.94978817,-1.686725764,NA,2.30E-07,5.86E-07
AP000350.3,-1.032266804,-3.262905417,NA,2.47E-07,6.27E-07
ATOH1,-1.275049118,4.413157781,NA,2.54E-07,6.43E-07
POPDC3,-1.28164781,-1.002748496,NA,2.54E-07,6.44E-07
IGHV1-67,-1.371678044,-0.296691778,NA,2.83E-07,7.14E-07
RNF217-AS1,-1.069962597,-1.889344951,NA,2.87E-07,7.25E-07
HILS1,-1.106954754,-3.341809258,NA,2.89E-07,7.29E-07
AC110597.1,-1.071396439,-2.971930199,NA,2.92E-07,7.36E-07
RAD17P1,-1.166630072,-2.067747704,NA,2.93E-07,7.38E-07
ALDH1A1,-1.038117977,6.462287528,NA,3.00E-07,7.55E-07
SLC1A2,-1.033444968,-1.103511471,NA,3.03E-07,7.63E-07
LRRTM3,-1.650509766,-3.661745952,NA,3.29E-07,8.23E-07
AC013264.1,-1.26901622,-3.224450432,NA,3.56E-07,8.89E-07
ATP2B2,-1.388660522,-2.038220993,NA,3.62E-07,9.03E-07
AC011503.1,-1.489513605,-3.415668228,NA,3.81E-07,9.48E-07
AL031663.3,-1.178374802,-2.853877998,NA,3.94E-07,9.77E-07
HSD3B1,-1.360840223,-0.506360345,NA,4.12E-07,1.02E-06
NNAT,-1.306548706,2.34720394,NA,4.35E-07,1.07E-06
SH3GL2,-1.466560114,-1.031359189,NA,4.36E-07,1.08E-06
AC243562.1,-1.035712708,-3.471763015,NA,4.70E-07,1.16E-06
OR2C1,-1.061721581,-3.591562185,NA,4.91E-07,1.21E-06
ZFHX4,-1.165483707,1.461447141,NA,5.04E-07,1.24E-06
IGHE,-1.371127435,-1.509087158,NA,5.42E-07,1.32E-06
TRBV4-1,-1.062131524,-2.689982912,NA,5.52E-07,1.35E-06
GRID2,-1.650247473,-3.442070728,NA,5.67E-07,1.38E-06
AP001269.1,-1.337169769,-3.664019165,NA,6.03E-07,1.47E-06
HMX2,-1.579339167,-2.51105886,NA,6.06E-07,1.47E-06
LINC00694,-1.077656956,-2.367487019,NA,6.40E-07,1.55E-06
CDO1,-1.272271939,-0.134178169,NA,7.07E-07,1.70E-06
AL928742.1,-1.231163802,-2.343134315,NA,7.38E-07,1.78E-06
AL845331.2,-1.325498705,-3.601903156,NA,7.42E-07,1.78E-06
MTNR1A,-1.094052246,-1.034567588,NA,7.52E-07,1.81E-06
AC010980.1,-1.01285944,-2.143092007,NA,7.66E-07,1.84E-06
IGLV3-16,-1.366253077,-0.603507867,NA,7.79E-07,1.87E-06
CRYGN,-1.059410082,-3.068595795,NA,7.90E-07,1.89E-06
CHRFAM7A,-1.096482954,-2.111120402,NA,7.91E-07,1.90E-06
AC005281.1,-1.091607755,-3.244547941,NA,7.96E-07,1.91E-06
ERVH-1,-1.48267265,-1.631461799,NA,8.44E-07,2.02E-06
SLC4A1,-1.304861506,-3.249488613,NA,8.81E-07,2.10E-06
TRARG1,-2.032478133,-0.270304541,NA,9.32E-07,2.21E-06
CP,-1.381455646,2.840955999,NA,9.52E-07,2.26E-06
PWAR6,-1.103038174,0.71969127,NA,9.70E-07,2.30E-06
ZNF793-AS1,-1.053267638,-0.874895838,NA,9.77E-07,2.31E-06
LINC01105,-1.508296018,-3.569190226,NA,1.00E-06,2.37E-06
CEBPE,-1.226152585,-1.555852496,NA,1.01E-06,2.40E-06
FSIP1,-1.053129077,0.157669791,NA,1.14E-06,2.68E-06
LINC02135,-1.175033501,-3.548710082,NA,1.17E-06,2.74E-06
RANBP3L,-1.110832122,-2.122592864,NA,1.25E-06,2.92E-06
TRAV22,-1.025107293,-2.981390307,NA,1.28E-06,2.98E-06
DNM1P51,-1.024797246,-2.472679082,NA,1.30E-06,3.03E-06
IGLV3-13,-1.437734978,-2.814874298,NA,1.31E-06,3.05E-06
NTSR1,-1.398314589,2.008588294,NA,1.33E-06,3.09E-06
CARMN,-1.302806731,2.24679523,NA,1.41E-06,3.28E-06
LINC02078,-1.419731761,-3.206220564,NA,1.41E-06,3.29E-06
PCDHGC4,-1.046884555,-2.43410459,NA,1.44E-06,3.35E-06
MIR126,-1.025893891,-3.605850328,NA,1.44E-06,3.35E-06
TRBJ2-2P,-1.085378815,-3.377716685,NA,1.45E-06,3.36E-06
IGHV3-20,-1.357066536,0.882605136,NA,1.51E-06,3.49E-06
NKX2-2,-1.535410487,-1.641415101,NA,1.60E-06,3.69E-06
ANKRD7,-1.154817678,-3.579604588,NA,1.63E-06,3.77E-06
SLITRK5,-1.339470296,-0.713211622,NA,1.65E-06,3.80E-06
LRP1B,-1.485464468,-1.691069341,NA,1.72E-06,3.96E-06
LRRTM4,-1.324906144,-2.171922368,NA,1.77E-06,4.07E-06
MYL2,-1.170770597,-3.437888372,NA,1.81E-06,4.15E-06
CNNM1,-1.030632543,-0.326311219,NA,1.90E-06,4.34E-06
AKR1B15,-1.310590151,-1.023638133,NA,1.95E-06,4.45E-06
IGLV3-27,-1.329380165,1.563228135,NA,2.07E-06,4.72E-06
MIR4539,-1.340600724,-3.447323855,NA,2.12E-06,4.82E-06
GPR18,-1.019764855,0.09015685,NA,2.29E-06,5.19E-06
