"","logFC","logCPM","PValue","FDR"
"BEST4",-5.84726833301574,2.97802293882334,0,0
"CUBN",-4.91808328629869,1.28549501121239,0,0
"CLEC3B",-4.24357456599663,2.52507289697711,2.03656823609637e-318,2.14471000943309e-314
"CPO",-6.05142512282279,-0.4792555469634,4.80091115363424e-280,3.79187965191916e-276
"SLC25A34",-3.93364439603618,1.30936682632829,2.93705222248862e-266,1.85580581730166e-262
"SLC51A",-4.04193590304177,3.06450446294424,1.34644664684498e-247,7.08971481896225e-244
"PHLPP2",-2.59775020708399,4.61937635278448,5.14296969915934e-235,2.32116916722202e-231
"CA7",-5.68990429277627,3.37762427253487,2.87332455800789e-234,1.13471178451429e-230
"TEX11",-4.12489391684414,-0.272455994217828,1.31894735645348e-233,4.62994487027052e-230
"ABCG2",-4.67648178003777,3.17852293142629,1.37389613334194e-230,4.34055005406719e-227
"MGAM",-5.02015185836116,1.88623670061314,1.34424994434138e-221,3.86080804468883e-218
"MS4A10",-7.31901343482959,-0.277083181552007,8.66433809100191e-220,2.16851939761296e-216
"PRKG2",-3.97724330098774,0.992593851025239,8.9231007403439e-220,2.16851939761296e-216
"CA2",-4.80817889905687,7.23331593076619,2.12480862590787e-208,4.79493420845052e-205
"PEX26",-1.74382734122712,6.2847582435535,3.17171761201322e-199,6.68027163442224e-196
"C2orf88",-3.66138405474946,4.03512195546307,3.12811845669471e-197,6.17666540014726e-194
"GLP2R",-3.94292777182901,0.892077144526921,4.61128668135891e-197,8.56966941906895e-194
"OTOP2",-8.10932692351251,2.92461524967336,1.9627621543744e-196,3.44497470795279e-193
"UGP2",-2.12769533897126,6.91433248269435,4.85649066134146e-196,8.07532155072426e-193
"USP2",-3.81256427417076,2.41261050514976,8.20533410997125e-195,1.29615560268161e-191
"MEP1B",-5.54591687267872,1.93032979172066,1.54084780096541e-192,2.31809545599525e-189
"SPIB",-4.71191135068969,2.72050572427979,2.91093456574823e-186,4.18023435162198e-183
"AQP8",-6.86897769066023,6.50427907192795,1.76889328078483e-183,2.42976719216675e-180
"PKIB",-3.95493854690967,4.23683151730707,7.85736491781756e-183,1.03432387436921e-179
"SCARA5",-4.72448563974974,3.41319612609121,2.14561791968589e-182,2.71146027746546e-179
"ASPA",-3.9593076791121,0.0122507009097277,1.5504884816065e-181,1.88402240766901e-178
"APPL2",-1.82269749426803,6.05091522255575,1.07956585759751e-180,1.26321200515104e-177
"GCNT2",-3.7350843003301,1.76328911002632,2.06347421748461e-180,2.32826217689255e-177
"PLP1",-5.56483378220235,1.68941238278304,4.08251599559363e-179,4.44754923616515e-176
"GLTP",-1.59516251322821,5.39853251425686,1.6182920612447e-176,1.7042233696968e-173
"VEGFD",-4.48398157900974,-0.772948814983292,2.09851038054492e-175,2.13865285330825e-172
"DHRS7C",-5.0964845986134,-3.12964792342632,6.29805112172364e-173,6.21794778401922e-170
"SULT1A2",-3.78063252055774,1.54251540797526,1.96030962692733e-171,1.87672915283379e-168
"FAM107A",-3.48960475352134,2.22246450286314,7.86934004920869e-171,7.3122370639603e-168
"IL6R",-2.75281070052391,4.12210469443208,1.30889908472487e-170,1.18148710810608e-167
"SLC22A5",-1.82074666093613,4.76752653111502,4.42157502734347e-170,3.8803005510795e-167
"LYVE1",-4.19766616286298,2.71353290177618,3.47827482998152e-169,2.96997666766503e-166
"CDKN2B",-3.20277542565596,4.62799047576052,1.33800701235172e-168,1.11241198792705e-165
"DPP6",-5.17698416490473,0.555221783856979,9.01828073195158e-168,7.12286357911366e-165
"PYGM",-3.96130361206627,1.16782251882063,1.77174940492926e-167,1.36524094999829e-164
"AC016027.1",-2.35890992600602,1.0435513996348,5.11311076515999e-167,3.84615496199285e-164
"RBFOX3",-4.86951390325715,1.15183565410383,8.22101808803878e-167,6.04015405710254e-164
"SLC51B",-3.99311155866988,3.34512180317636,1.60939460359282e-165,1.15558190252972e-162
"CCDC69",-3.00115146049141,4.74898952061309,2.17729448831425e-165,1.52860588376249e-162
"CSRP1",-2.30443674425941,8.21461005350025,2.20338126966994e-161,1.51329183592788e-158
"MAMDC2",-4.78553918878307,1.76536212396043,3.47914486216431e-161,2.33865156660334e-158
"SLC36A1",-1.97191400188165,4.88550163793466,8.10022978368167e-161,5.33146999074698e-158
"PDK4",-3.32586238828564,4.89592402864344,1.15876404708192e-160,7.47119031417534e-158
"GUCA2A",-5.11023216367713,5.89483556893626,4.08876817343088e-160,2.58352905806404e-157
"CLDN23",-2.95329976191896,4.65665123360189,4.79887461002011e-160,2.97276167753658e-157
"GFRA2",-3.6371941887637,0.342465803745142,1.12282062250516e-159,6.82178306284724e-157
"CMTM5",-4.6892708471771,-2.44094890055246,1.74932422802249e-159,1.04276227048895e-156
"ADAMDEC1",-3.64414041582552,5.44537701208398,3.64248723509926e-159,2.13105739293502e-156
"PDCD4",-2.01698567089327,6.76573278389029,1.35682201696214e-158,7.79383236034271e-156
"SMPDL3A",-2.64452040310722,4.71193059567126,5.65223068932127e-157,3.18876650299512e-154
"TNXB",-4.02351118384941,3.95420424296505,6.99152288742324e-157,3.87514355407653e-154
"SCGN",-4.90012209538484,0.937664886609745,9.28892091971642e-157,5.05973928649312e-154
"CNNM2",-1.65517641603295,4.20771614834774,1.66097560494776e-156,8.8941020825618e-154
"POPDC2",-3.57449321099925,2.05963859695412,1.99832564202276e-155,1.05221836680709e-152
"BMP3",-5.22332486600138,2.72982236019213,4.75452615270006e-154,2.46245483184021e-151
"PTGS1",-2.92381637984316,4.6050119170096,2.31681978494115e-153,1.18056915267171e-150
"ABCA8",-4.51331951469729,2.29877304174438,4.94089479588085e-153,2.47774109978197e-150
"PLPP1",-1.95347802367357,4.78469690082736,3.85362082654009e-152,1.90230379332627e-149
"GRIK3",-3.7447042908128,0.48733150441303,7.01731656603466e-150,3.41073972724205e-147
"ENPP6",-3.42566871846026,-1.02815248306878,8.71669309065478e-150,4.17252249716752e-147
"TMEM100",-3.86924964210057,0.676133842451913,1.41004261116993e-149,6.59562299302031e-147
"NPTX1",-5.11238068418235,1.8855887173538,1.41962575103783e-149,6.59562299302031e-147
"RXRG",-3.98705680054145,-1.52289102077251,8.23415080223695e-149,3.77016704775466e-146
"TRPM6",-4.12967965469843,4.02265496744714,1.72340735656363e-148,7.77822980227354e-146
"RETSAT",-1.90124502574509,7.01822212063534,2.59586388114726e-148,1.1550863041843e-145
"CDKN2B-AS1",-4.92769863473175,2.42023433143235,4.14855483670471e-148,1.82035129105572e-145
"ETFDH",-1.8621122152934,4.44953538286725,1.45203589735793e-146,6.19921217638232e-144
"NAALADL1",-3.22712243980153,2.91817194380123,1.56334844653987e-146,6.57766267680226e-144
"HAND2-AS1",-4.87697664831104,1.41365347374584,1.58232001847552e-146,6.57766267680226e-144
"SGK1",-2.76977895592743,5.80960541141305,3.91536092087362e-146,1.60646750095013e-143
"FHL1",-3.40489066584965,5.42029013292726,7.45176986330337e-145,3.01825340117107e-142
"MPZ",-2.89872440120783,0.837779418670944,1.35670920888033e-143,5.42563468812105e-141
"ATP1A2",-5.01360134351011,2.4342511863946,1.6114689758087e-143,6.36389241909054e-141
"FAM129A",-3.29870949406016,4.51628472784787,2.46709268824069e-143,9.62257522217136e-141
"RERGL",-5.25093087029394,-0.818732814182287,1.35751116045476e-142,5.23022562100575e-140
"CA1",-6.51324174376662,6.62782470141649,1.1512927597983e-141,4.33009430479855e-139
"PLAC9",-2.60248503686538,1.28236015675371,1.6854385266123e-140,6.26447757308968e-138
"TMEM72",-4.27871945435431,1.62434091285053,1.72026518625845e-139,6.31957418947247e-137
"SLC26A2",-4.0630349682136,7.93088179568129,3.19748815085653e-139,1.16112923160931e-136
"LINC01645",-4.16549030937946,-2.32731078028214,7.23469519568442e-139,2.59733778769611e-136
"SLC4A4",-4.60409619320713,5.10025304218169,1.03264373665279e-138,3.66565321034512e-136
"TMEM35A",-4.12890156024505,1.54727858600711,1.20439223214117e-138,4.2278181988929e-136
"TMEM253",-2.98608737453242,0.887517795889802,1.35433308708513e-138,4.70191705717368e-136
"TP53INP2",-2.54016822639831,5.83065828971013,2.47505290015918e-138,8.49938546464447e-136
"GUCA2B",-6.05577995269068,3.33550230871404,2.98025744221875e-138,1.01242229432276e-135
"DPT",-4.11632402708772,4.06516542663835,1.71966178962444e-136,5.77971009783033e-134
"ZNF575",-2.02736449556834,2.03461145552392,3.06084380624524e-136,1.01790777232322e-133
"RPL12P14",-2.95901187287562,-0.620884544163485,7.72817196806826e-136,2.54329309361646e-133
"AHCYL2",-2.70002259182454,6.87121580471118,3.97960500548567e-135,1.29616145297226e-132
"VSTM2A",-5.18792550848633,-0.436780266938745,1.14113159192208e-134,3.67875207995861e-132
"CADM3",-4.67816221486382,1.55072954104951,1.80137211299617e-134,5.74856052180686e-132
"MYLK",-3.43852159113092,7.42346106707663,2.63547656946627e-134,8.32626112591477e-132
"LDB3",-4.13027546357941,1.68783621728057,6.91846834555947e-134,2.16411059842832e-131
"AC087379.1",-4.68474816705641,0.0982008845149115,1.01038556887877e-133,3.12952071348891e-131
"MYOM1",-3.30614373726751,1.79789047006628,4.45200193642349e-133,1.36555434152842e-130
"PLCD1",-2.1825812146128,4.52377546643381,1.00839051666686e-132,3.06327707625541e-130
"AC007182.1",-4.4698221317704,-0.906261069131978,1.09225509201158e-132,3.28643953542112e-130
"LIFR",-3.3581327015673,2.3517710321008,1.11143466212378e-131,3.31259955476194e-129
"SLC30A10",-5.44877892109911,1.08825336834162,2.92004624968511e-131,8.62177767909362e-129
"HSPB8",-3.75001508283301,4.0434466464291,3.85742845001165e-131,1.12840497241869e-128
"FAM180B",-4.4911661096453,-2.68181279936502,1.69496613675152e-130,4.912758271412e-128
"MAL",-3.66515042385697,-0.0558407430493029,3.47306834442596e-130,9.97496801867721e-128
"ALPI",-4.31811598812707,2.58421353734047,8.06226536484802e-130,2.29469504208688e-127
"SLC17A8",-5.29442061072402,-1.82024238869009,4.55454408019599e-129,1.28474742076457e-126
"GSTM5",-3.00988526749467,0.784415948934529,9.27046766375769e-129,2.59187508762033e-126
"HPGDS",-3.13867020636821,0.221241910844441,1.48678055101145e-128,4.12033841650042e-126
"ENTPD5",-2.51450343739086,6.28120068150335,8.8184161645997e-128,2.42261062511477e-125
"NAAA",-2.06889349937514,5.23540833499302,1.20549286975362e-127,3.28320139949363e-125
"AL772337.1",-5.25363840962841,-2.45858890216088,1.82736197654313e-127,4.93434589101941e-125
"LGI1",-5.1998681165751,-1.74342897124858,3.64957789634738e-127,9.68916928397502e-125
"SYNM",-4.39770481854804,5.86085642750621,4.40586956634644e-127,1.15995531007986e-124
"SCN7A",-5.14702344494998,1.89589213843975,8.37473892921425e-127,2.186637413146e-124
"CAVIN2",-3.16008739294335,3.439007297555,1.81303493337094e-126,4.69501743032689e-124
"SPPL2A",-1.6335166098802,6.06393731725808,2.16649488304611e-126,5.56472136911185e-124
"TMEM220",-2.96917384501784,2.09532043573883,3.24598780960415e-125,8.27020103780838e-123
"NEGR1",-3.12137724316275,2.56800667554923,4.7808924049762e-125,1.2083418700033e-122
"RNF152",-2.90544509090963,3.22415891549662,6.4627891366396e-125,1.62046743804647e-122
"CIPC",-1.33375144387914,4.92334557873276,6.61214235295983e-125,1.64486152249653e-122
"TMCC3",-2.39361644446955,4.91954801756521,6.97316792800843e-125,1.72111948710602e-122
"PSD",-3.41510590234476,3.25559233998866,3.84253967105839e-124,9.41064773858509e-122
"LINC00682",-4.50634632378246,-3.41585723159556,4.35754176595063e-124,1.05898320778214e-121
"GBA3",-4.7916620925299,1.61211241339958,6.01952590664324e-124,1.4517166562487e-121
"TMIGD1",-6.12306637731795,3.50770870847871,8.30750873609401e-124,1.98832669317741e-121
"TMEM37",-2.92537025802295,4.57224423097879,1.33145583656524e-123,3.16275821388013e-121
"ENDOD1",-1.70125479709401,5.8605650256972,3.5664220079484e-123,8.40850526097864e-121
"MYL9",-3.27794420117234,8.22705639619349,3.96288870713275e-123,9.27404021662555e-121
"PRIMA1",-4.7333251394219,1.35505378795162,8.2280248568693e-123,1.91138227428729e-120
"PYY",-5.68936306685388,3.19707492532015,1.48101884287331e-122,3.41531593451799e-120
"UGT1A8",-4.22501362633811,0.944280125675634,1.53003778429445e-122,3.50278867530541e-120
"MYH11",-4.52813776488583,9.35891880315778,2.55346411886274e-122,5.8037116480022e-120
"SGCG",-4.29595330632433,-2.44210971660647,2.7610699488804e-122,6.23074877821275e-120
"CFL2",-2.72496923954629,3.95487964570127,1.94648018710018e-121,4.33064426415888e-119
"SEMA6D",-3.01803044139988,3.41081214563435,6.77337835460373e-121,1.49644295354542e-118
"PLCE1",-2.04563045870513,4.98120427223548,2.26054642474516e-120,4.95954466645651e-118
"PDE2A",-2.70513119807979,2.25203170747437,5.84249265591216e-120,1.27297841709126e-117
"ADHFE1",-2.80982140804843,-0.25299370008985,6.70682759398669e-120,1.4512931792933e-117
"MT1M",-4.30473787239753,2.98983462034137,7.36093601564498e-120,1.5820003506277e-117
"AC073283.2",-3.92141043180045,-2.39479082886365,1.31957532653534e-119,2.81684751967777e-117
"MIER3",-1.95032929301751,5.35149821899912,3.56219701006501e-119,7.55305302946201e-117
"FUCA1",-1.78198625351991,6.58586380686557,6.84711885412185e-119,1.44156925889292e-116
"CITED2",-1.75916237971405,4.92967468810441,6.89003760620489e-119,1.44156925889292e-116
"GNAO1",-3.55876944484368,2.69769223685703,9.70957210516265e-119,2.01812178630529e-116
"NKX2-3",-2.82888260461434,2.30516599001013,2.72835693345951e-118,5.63378958162002e-116
"NAP1L2",-3.71982733512838,-0.413183119102556,2.86359255475641e-118,5.87464153132593e-116
"MXI1",-1.66763336648836,5.54800670857954,6.68530739517639e-118,1.36263817119876e-115
"AL357054.4",-2.75374724636816,-0.0440322106900786,1.05770537244271e-117,2.1420567840758e-115
"PP7080",-3.0029005379472,5.69002915333868,1.45665383072996e-117,2.93121429772302e-115
"HPSE2",-3.38535453881754,0.0911449415878191,4.17883136071959e-117,8.3032590678751e-115
"CD177P1",-5.88898720672843,-0.724366102547845,1.29988418265299e-116,2.56670256140975e-114
"AMPD1",-4.01253576456835,-0.425451745430874,2.07014862040316e-116,4.06224878039733e-114
"CNN1",-4.10041429852086,6.72097787995715,1.01377028116576e-115,1.97703978351048e-113
"SST",-5.37818247647241,1.07502026352888,1.28629983572105e-115,2.49313317238867e-113
"CD177",-5.21518520565822,5.97984966748385,4.59725097424075e-115,8.85615548958464e-113
"MBNL1-AS1",-2.82456058671745,2.18073955242677,6.04500297831161e-115,1.15745320662908e-112
"TMEM236",-3.58704762411733,4.04911934216484,1.06066312648785e-114,2.01864639488739e-112
"NR3C2",-2.73883274515783,4.83542127772887,5.21915896096185e-114,9.87358617087831e-112
"FAM151A",-2.34754207248799,0.825640795169365,1.02159148895327e-113,1.92113928038695e-111
"LRRN2",-3.50041931272303,2.69230968248686,2.18781158583229e-113,4.08991310243784e-111
"STMN4",-4.37986710275001,-2.17631363288088,2.32702019508984e-113,4.32456170726314e-111
"CD163L1",-2.89207993418437,3.10268322147015,4.77931665081596e-113,8.82999713153384e-111
"ABI3BP",-3.24893967279543,3.32728661715292,6.80241079601162e-113,1.24946839696741e-110
"EPM2A",-1.75979743532841,2.09784289366235,8.07490822398684e-113,1.47462760416426e-110
"SLC17A7",-2.99077069166932,-1.0348321378827,3.43511538595029e-112,6.23710347059354e-110
"METTL7A",-2.4719433263796,5.86275181010703,6.39636808548426e-112,1.15474546814117e-109
"ANK2",-3.25434032323892,2.76917246337576,8.95804331244957e-112,1.60801967255806e-109
"TACR2",-3.90813580910463,2.87724330198645,1.10469030501755e-111,1.97177857663387e-109
"AC005358.2",-4.00208703353033,-2.41017490057587,1.7475659313906e-111,3.10173317249569e-109
"ACTG2",-4.12080326250704,8.11117648585707,1.91429583210113e-111,3.37867867170788e-109
"FAM135B",-4.29695552415726,-1.31433270708141,2.50947857227034e-111,4.40455314076317e-109
"NRXN1",-4.89496485042759,0.269266642520449,4.35238375238356e-111,7.5969535850306e-109
"RBPMS2",-3.44218623546404,2.12511308399919,6.51030291549683e-111,1.13010989016094e-108
"SCN9A",-3.52857321654889,1.55862734084961,1.86127686023924e-110,3.21329616642286e-108
"PTN",-2.76689341268528,1.84703584081458,1.88413301808919e-110,3.23507687176585e-108
"GRAMD2B",-1.662284427714,4.50183578150489,2.69966365883895e-110,4.61029589047022e-108
"AFF3",-3.16801496116705,0.990109341210632,5.86226526721793e-110,9.95734121436645e-108
"SVIL",-2.10519591051171,6.47280533628156,6.52498803946666e-110,1.10237404882818e-107
"TMEM151B",-3.3011866821044,-1.7416506692623,7.70355557309612e-110,1.29456612351503e-107
"AC012317.2",-4.22226292512967,-1.28243666806299,1.39756259489278e-109,2.33614788679616e-107
"SH2D7",-3.65322847354231,-0.130424511595227,3.78379917874245e-109,6.29166144494791e-107
"ZZEF1",-1.7238025710828,6.25013201005408,8.57441999221546e-109,1.41828089431447e-106
"MT1F",-2.94214002513792,3.80964304927698,2.11988827931808e-108,3.48820991710916e-106
"CDC14A",-1.93874867051235,2.8863872798511,3.38547990508184e-108,5.54183764980573e-106
"PPP1R12B",-2.78538235035893,6.32034469968435,7.42037638597575e-108,1.20841211939243e-105
"SYNPO2",-3.87205917929164,6.41541013011669,8.37646759642781e-108,1.35711661935356e-105
"ABCB11",-4.57145290670314,-0.667689550080051,1.31299398433e-107,2.11639892586417e-105
"LMOD1",-3.61770486751015,5.47461401509932,1.77056012507947e-107,2.83945715896628e-105
"TRANK1",-2.11127626974794,5.26345397793472,1.87818561364059e-107,2.99684434806804e-105
"FBXL22",-2.45104980706454,1.12894094300736,2.52682843230086e-107,4.0115623448081e-105
"STBD1",-1.84380018874845,2.01863385843638,2.8798901838192e-107,4.52658560086568e-105
"AC036108.3",-3.37478261087479,-0.457476669935686,5.5438726066203e-107,8.67067164658194e-105
"ATP6V1G2",-2.47762725884205,-1.08291211786746,9.82243576819006e-107,1.52867100110556e-104
"RDH5",-2.25581557063966,1.29762864752081,1.23409599558004e-106,1.91121543080198e-104
"KCNN3",-2.47659433536252,2.15102547590693,1.17618563291038e-105,1.80384624759891e-103
"GPM6B",-2.76346176637982,2.20236595136621,1.26455783969691e-105,1.93000849418089e-103
"GPAT3",-2.5177534453839,3.33893513009531,1.39659146271503e-105,2.12127471545942e-103
"CASP7",-1.69332705137298,6.23059476501272,2.0286230584395e-105,3.06652097058752e-103
"C2orf40",-4.22690295682494,-0.164135946561676,2.25117357636412e-105,3.38672984752723e-103
"PDZRN4",-4.27739079038071,1.09604408888394,2.82366298704564e-105,4.22786657581673e-103
"ADCYAP1R1",-4.33885381401615,-0.443293619784267,3.84839361419391e-105,5.73501412515227e-103
"ELANE",-3.51662287143262,-2.46037907574296,5.71011084002048e-105,8.46946158538813e-103
"KLF4",-2.48756219372715,6.68527296756738,6.69823224425155e-105,9.88865660245978e-103
"MS4A12",-5.36398044816268,5.36459428242097,2.08000998252725e-104,3.05645373851085e-102
"SLC25A23",-1.72976114321223,6.3517040204188,4.11162044174269e-104,6.01381595444337e-102
"PTPN21",-1.51274150635866,4.10892026663574,5.312103052836e-104,7.73388349070266e-102
"PRDX6",-1.45297365542241,7.69360257743013,6.02810173057416e-104,8.72252008117222e-102
"SLC26A3",-4.55845014976578,8.78503133665868,6.0463770385108e-104,8.72252008117222e-102
"PKHD1L1",-3.68405513508984,-0.714064520810109,2.37898378441526e-103,3.40087034846295e-101
"TMEM220-AS1",-2.65721548109084,-0.40018312562407,8.31895469247991e-103,1.18387718738522e-100
"FLNC",-3.40929896684804,6.32024051992746,9.44434389884031e-103,1.33800518742629e-100
"PDZD4",-3.23581078213426,1.00894257530252,1.14581291908646e-102,1.61605658717404e-100
"GNA11",-1.68852673424547,7.202699032053,1.54706892296587e-102,2.17229104370048e-100
"SLC2A4",-2.74684135855879,2.39359374490277,1.76711600024024e-102,2.47028742458362e-100
"GNG7",-2.65486495314661,1.91771050524217,1.95799392032414e-102,2.72506175880179e-100
"SLC10A2",-7.73024904470893,0.315091893326996,1.98827045784019e-102,2.75506265677829e-100
"MIR497HG",-2.47821562479201,-1.02608309391928,5.27580398570607e-102,7.27853604019266e-100
"AC023157.2",-3.99974850811012,-3.08007509294745,5.97121558624118e-102,8.20211365287468e-100
"NCAM1",-2.99040139984003,2.587720784482,6.05008276835296e-102,8.27447034201624e-100
"CCNYL1",-1.43145080944947,4.6376890443363,7.26363634050991e-102,9.89138202179869e-100
"CEACAM7",-4.13800098670377,8.55158365204558,8.28149247443525e-102,1.12290640233834e-99
"TEF",-1.78759272144013,4.34851750537318,9.93979966004825e-102,1.34200038743549e-99
"PIRT",-4.15725921575229,-0.383406371838976,1.2429342254097e-101,1.67097961631356e-99
"TSPAN7",-2.75921452023324,4.39471514104246,1.44892811089281e-101,1.93966041556934e-99
"SHISAL1",-3.2588840181252,1.8780268638261,3.1325667427755e-101,4.17583042635047e-99
"FGL2",-2.76220241117778,4.72121548056606,5.15943650465262e-101,6.84882678535674e-99
"PADI2",-3.26406441569726,6.56147605400421,7.76824574702624e-101,1.02687107902008e-98
"TDP2",-1.87889111072388,6.78417679121594,1.03511814731599e-100,1.36260365117309e-98
"HSD3B2",-5.72246062632988,1.02532060237954,1.1175836033806e-100,1.46505472122835e-98
"CNGB1",-3.55743275009583,-2.30087162752385,1.16008997731966e-100,1.51449267163058e-98
"MAB21L2",-3.40725589440776,3.90769131207794,1.26689098774023e-100,1.64711469035709e-98
"AC020978.4",-2.69956292633011,-1.24798226924552,1.43746763599499e-100,1.86122602557335e-98
"RNF150",-3.39516785504179,2.35580423556848,1.94039067782828e-100,2.50215357896445e-98
"MT1H",-3.89474749562816,2.77874228497319,2.44894077042191e-100,3.14509698211136e-98
"PGM5",-3.58491429976758,4.4558258264292,2.7675620294715e-100,3.53990231567178e-98
"UGDH",-1.82314656610219,6.36603232915193,2.81113511418646e-100,3.58113676058438e-98
"LINC00974",-4.63677268198162,-2.14758075379984,2.94533018079542e-100,3.73702073903091e-98
"NTN1",-2.77641728933859,2.87224736614381,4.82841820899525e-100,6.10176865907148e-98
"KCNIP4",-2.42687696146648,0.924491900038256,9.42529018261811e-100,1.18634738143209e-97
"HAND2",-4.01364820793458,2.0903171311586,1.25996743479553e-99,1.57336565879427e-97
"ST6GALNAC6",-2.63385510046092,5.81153466827159,1.57847668410123e-99,1.96333912916576e-97
"C1orf115",-2.35449374304911,5.19009242311741,2.02510912334846e-99,2.50899107976267e-97
"BVES",-2.89623601116182,1.51261212258343,2.6861286162037e-99,3.30205686271298e-97
"ASB2",-2.98826709759383,2.68240016647289,4.56104949572645e-99,5.5851642138948e-97
"BCHE",-4.28165192134368,1.17225439928699,5.8312722388737e-99,7.11302640319447e-97
"CXCL12",-2.70666116920178,4.99575154277446,7.49474168402744e-99,9.10697592397996e-97
"CBX7",-1.84075093175686,4.41663967375936,9.90045203621389e-99,1.19840988957895e-96
"RN7SKP127",-4.60041252307901,-2.53009012881455,1.10854535302995e-98,1.3367279900105e-96
"FNBP1",-1.92844081480227,5.29290878827366,1.64056971449142e-98,1.97074216691739e-96
"SLC5A11",-3.49683276439015,-0.940057268722963,2.18646235720403e-98,2.61654944133132e-96
"METTL24",-3.43988652718205,-0.846158953649355,2.75538066884773e-98,3.28493364041157e-96
"UGT1A10",-3.56867922207331,2.89060979732712,3.46076441274491e-98,4.11037331172368e-96
"ABHD3",-1.92825433940286,5.28873278825492,3.79273029947031e-98,4.48778008805863e-96
"ELAVL4",-3.33327176199499,-0.710424776845409,5.59757023352401e-98,6.59865807416881e-96
"ENPEP",-2.83610184211544,2.94996967438742,5.64494151777051e-98,6.62976347103806e-96
"SLC17A4",-3.31594463707916,3.02080655574411,1.38901658157239e-97,1.62530373561543e-95
"PGM5-AS1",-5.02506577916806,-1.34123948957001,2.38613665740637e-97,2.78174226632618e-95
"HIGD1A",-1.86238309445586,6.07851441025151,3.49456110429305e-97,4.05895841793861e-95
"GREM2",-3.76024714646567,2.91148966997177,4.02623678814422e-97,4.65937358416998e-95
"C8orf88",-3.21030550659124,-0.537558591715136,4.82306794023364e-97,5.56113815459129e-95
"ACOX1",-1.50853747967721,6.85429596892605,1.93575669035636e-96,2.2158101854503e-94
"NSG2",-4.07099807013222,-0.251177634846433,1.95680719549895e-96,2.23181984575445e-94
"CLCA4",-5.35226129762064,6.80314066691759,2.05113781741541e-96,2.33099270020162e-94
"DHRS11",-2.23437285238219,5.63310790666209,2.58144757819055e-96,2.92314241354029e-94
"OTOP3",-5.9723860850836,-1.65925533187994,8.16926286250431e-96,9.21755434339638e-94
"P2RY14",-2.69707421277228,1.61853357599893,8.87005616332957e-96,9.97265780669292e-94
"SELENOP",-3.11877667565332,6.8907795280372,9.01889743792043e-96,1.01040435019936e-93
"TMEFF2",-4.0898606771733,-2.13760934242715,9.88613528509779e-96,1.10364901788726e-93
"MT1G",-3.40523929589373,5.81031965158867,1.27336303265115e-95,1.4165267003714e-93
"CHP2",-3.90792246533998,5.59586441144838,1.48625216201747e-95,1.64754963349537e-93
"RMDN2",-1.92705849786101,2.57853533181779,2.05847813170822e-95,2.27389858793909e-93
"LINC02000",-3.59966567397244,-2.98734172608569,3.72149615324842e-95,4.09662815225008e-93
"SRPX",-2.77309719187759,2.79288480861015,4.45719212565335e-95,4.88944690367244e-93
"SCN11A",-3.42259827687533,-1.28507919883006,4.82903287989592e-95,5.27901853891183e-93
"FRMPD4",-4.70186447151553,-1.98714412588972,4.94777557066931e-95,5.39017495186743e-93
"LMO3",-3.79540411457018,2.34604938714209,5.44682331411882e-95,5.91345322896755e-93
"AC106869.1",-2.53580931119457,0.522732380319732,6.47834517968601e-95,7.00925887882946e-93
"KHDRBS2",-4.22302790752806,-2.75993526383269,1.25180723515219e-94,1.34977290034687e-92
"CPEB1",-3.31991092990081,-0.65583373264583,2.32421284511697e-94,2.49758015019662e-92
"NGB",-5.02889190475444,-2.05212121689343,2.71832852100227e-94,2.91119162589914e-92
"DNAJB5",-2.54063086087272,2.73945984970891,4.24056820604434e-94,4.52609024775536e-92
"RSPO2",-4.14802844508559,0.594452835985064,5.614347789014e-94,5.97219157233398e-92
"CPM",-2.56870499857362,4.45685713978427,6.03876869505453e-94,6.40210803298181e-92
"SLC22A18AS",-2.32792606420113,3.21964790979675,1.03143814210266e-93,1.08984030847657e-91
"CCL23",-3.24107027213632,-0.958964368775951,1.04525170218854e-93,1.10075456757475e-91
"SMYD1",-4.70536916894736,0.0515706526355296,1.11392829470164e-93,1.16918061842222e-91
"ANGPTL1",-4.16858337677319,1.89672118351035,1.15296920464123e-93,1.20615086365001e-91
"AP3S2",-1.18106244390319,4.69334432751603,1.49191959463013e-93,1.55558467832178e-91
"LDHD",-2.91639248531318,4.01151172018596,2.2269048802239e-93,2.31429624608269e-91
"HSD17B2",-3.38882607135996,4.72240063498923,2.23513050209873e-93,2.31522878533787e-91
"ADH1C",-4.00792115767413,5.72634046180946,2.39491113400462e-93,2.47262834825516e-91
"MUSK",-3.71918332552826,-1.53333037611077,3.27036977803799e-93,3.36549812369884e-91
"XKR4",-4.21919924949294,-1.03428013254084,6.91068142994089e-93,7.0886090394845e-91
"ACADS",-2.11473556382989,6.03571417820206,1.51902959973769e-92,1.55309715678036e-90
"PCSK2",-4.93875354002546,-0.379278107146142,1.72874322193482e-92,1.76181240679312e-90
"TENT5B",-3.02922192421127,1.1878491598885,1.79570627234584e-92,1.82417196984637e-90
"ARL14",-2.48495708483716,3.45945886831109,1.86467934080698e-92,1.88816712865753e-90
"MARCH8",-1.37861576351635,5.13479710236985,1.94529348879107e-92,1.96350342464461e-90
"CDKL1",-1.80073076195821,1.03760613169066,2.9294305491009e-92,2.94743628464155e-90
"CNNM4",-1.61404197774978,6.51054893317064,3.17833574953179e-92,3.18771940745898e-90
