"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"TNFSF10",-1.45791947855129,8.99172052820144,-6.2190327050931,1.52298442390451e-05,0.000235524914685266,3.1504704340592
"GREM2",-1.99231980721662,4.60082075089855,-6.19093621625564,1.60198077918589e-05,0.000242368754672653,3.09949815140687
"PRDX6",-1.17529376186932,10.1962908775779,-6.1503676988302,1.72365837632875e-05,0.000254555887308296,3.02570411555799
"FGL2",-1.80111300286537,7.64350732964955,-6.14592926234585,1.73754314927374e-05,0.000255890248316811,3.01761663890387
"HSD17B2",-2.63279958461237,8.51378107602545,-6.13526001411413,1.77139871579887e-05,0.000259674728675463,2.9981644590773
"RERGL",-1.30367684881222,4.01063550042568,-6.13476917316484,1.77297269010959e-05,0.000259686730877949,2.99726917511311
"UGT2A3",-2.22877391838195,4.99643778650033,-6.13357781861324,1.7767990576565e-05,0.000259843067158524,2.99509602862958
"PLCD1",-1.29897341872002,6.77299457941954,-6.12642352955166,1.79995875750061e-05,0.000262212089375726,2.98204174374775
"FABP2",-2.05867506762568,4.63795965057158,-6.12555060864042,1.80280600994668e-05,0.000262256486244973,2.98044845398213
"FMO5",-1.10531083704164,6.10445072039958,-6.094867591669,1.90592683802189e-05,0.000272382685288167,2.92437712048691
"IFIT1",-1.31158538275031,6.88714234668186,-6.07283784150097,1.98374213869373e-05,0.00027947469651784,2.88403829095851
"MT1H",-2.79110734397716,8.43472118739603,-6.05924973050971,2.03338272134093e-05,0.00028502315059987,2.85912338911563
"TMEM140",-1.02895114679051,5.74404197413712,-6.05164305712443,2.06173484929837e-05,0.00028723992323509,2.84516475336734
"ZG16",-3.17908295491492,7.97669403554165,-6.05032864913961,2.06667556878245e-05,0.000287502961695615,2.84275193441901
"ANGPTL1",-1.11400478153205,3.28125274072103,-6.04885384736055,2.07223387239474e-05,0.000287851011950055,2.84004440036115
"INSL5",-3.31152028804217,6.54905219592772,-6.04507731990861,2.08653811361779e-05,0.000288290927902467,2.83310983913228
"GBA3",-2.49319303977298,4.93141578605889,-6.01339246273978,2.21067637134522e-05,0.000301712384973683,2.77485149074242
"GZMK",-1.10770438737914,4.78422130672222,-6.0126519175944,2.21366806133802e-05,0.000301712384973683,2.77348820441545
"AQP8",-4.00053732963556,7.89375565737023,-6.0049254958174,2.24513419798821e-05,0.000303802785584094,2.75925994313339
"FAS",-1.28722659617327,6.78071078810739,-6.0028786042654,2.25354800727585e-05,0.000304488969909141,2.75548919698118
"CMAHP",-1.24056885799167,4.77499765491073,-6.00184628745397,2.25780382158739e-05,0.000304544963705707,2.75358726254633
"KLRB1",-1.51074143210298,6.23370642422812,-5.98346757458465,2.33498822724775e-05,0.000313037994650809,2.71970183549621
"CLDN23",-2.42929621326641,7.99996885931554,-5.97444245182416,2.37389132836373e-05,0.000317124943695456,2.70304489106665
"TMCC3",-1.70514585615774,6.78754932160181,-5.96531367427667,2.41392799717715e-05,0.000321106975669695,2.68618524004246
"SCIN",-2.09910197278334,6.76638918996,-5.94622388674777,2.49993911885437e-05,0.000330680149176551,2.65089190990412
"STOX2",-1.51587044919458,4.90871523157123,-5.92835650982345,2.58333350248139e-05,0.000337914373977357,2.61781329728089
"SOCS6",-1.080286536032,7.31230534316536,-5.9211626178341,2.61772292436877e-05,0.000341700824694458,2.6044826048246
"AKR1B10",-2.14724634242046,8.66682005193547,-5.89045061470343,2.76998158242509e-05,0.000357075074624901,2.54749197963827
"MAMDC2",-1.24629781796558,4.59726425445205,-5.88128087203889,2.81720595092747e-05,0.000361477461114917,2.53045124126308
"MZB1",-2.30144900687654,7.1305176742278,-5.87525397032383,2.8487000114014e-05,0.000364380409874005,2.51924481837968
"EDN3",-1.70187457429314,5.69545064233447,-5.87251235260706,2.86314750988219e-05,0.000365628789804346,2.51414541866531
"PRPH",-1.26697988958364,5.40494346625493,-5.86776061771295,2.88836847867457e-05,0.000368350092513976,2.50530478765117
"NEUROD1",-1.64480814304897,3.99225670707316,-5.85850135105074,2.93818019355697e-05,0.000371932541168273,2.48806905559866
"IGHA1",-2.70114759403925,10.3902997397084,-5.85776430158151,2.94218346115707e-05,0.000372189171755236,2.48669656917862
"PRIMA1",-1.21370160771054,4.27766395440941,-5.84410065877021,3.01743329741561e-05,0.000380430880790632,2.46123966456282
"VSIG2",-2.02268053139978,8.14459687147703,-5.83761001089003,3.05387767931113e-05,0.000383997596578802,2.44913799493802
"FRZB",-1.76770857339156,6.87312420809959,-5.81897580664498,3.16107174697653e-05,0.000394056568008272,2.41436327088818
"HEPACAM2",-2.53734554601082,8.07163005743735,-5.80049752727422,3.2712360795509e-05,0.000402624647042079,2.37983324605486
"CHP2",-2.74701847143641,7.92778461597717,-5.79878594616347,3.28164017762199e-05,0.000402952896908004,2.37663251748812
"CA1",-3.33012298540541,6.51339398783779,-5.79097208614927,3.32957660500439e-05,0.000406773027870957,2.36201526343744
"MXI1",-1.1319673080951,6.93406456208603,-5.79027699806351,3.33387592789424e-05,0.000406773027870957,2.36071457633988
"CDHR2",-1.68950911067148,6.02963769426715,-5.78948399998126,3.33878789924789e-05,0.000407051190098598,2.35923059534811
"MT1F",-1.89651230040054,8.52976124114237,-5.78682366180684,3.35532151860926e-05,0.000408538048639458,2.35425154059495
"C11orf86",-1.7140153247476,6.44526333177309,-5.78081369648059,3.39298657797838e-05,0.000411793139064437,2.34299986653149
"RGS13",-2.20675228066751,4.15159581051523,-5.77055065887095,3.45832519333096e-05,0.000416543184551867,2.32377451227723
"FOLR2",-1.08502413013533,5.51887240117778,-5.75981465973935,3.5280755370788e-05,0.000421412909559747,2.30364806850341
"MMRN1",-1.2146523845871,3.89110456993394,-5.75823320844245,3.53847286686453e-05,0.000422106870932618,2.30068206694728
"TSC22D3",-1.10266494137703,7.55270774011277,-5.75707452477375,3.54611089394414e-05,0.000422513232890997,2.2985087509216
"MTUS1",-1.07305730773624,6.77781380132532,-5.75259167260309,3.57582350667999e-05,0.000424366556441601,2.29009867813711
"CA4",-3.38716042246307,8.09781975342217,-5.73799987265882,3.67434277038599e-05,0.00043106054396402,2.26270508060132
"HGD",-2.13147987158734,6.58703045492871,-5.70385447627012,3.91605899788623e-05,0.000451149157701437,2.19849211242542
"MS4A6A",-1.10513501544256,6.56466008736934,-5.69122532456059,4.00959444865512e-05,0.000459955670127087,2.17470283133955
"MATN2",-1.86691102273123,7.62402348709698,-5.67761171173528,4.11302341469185e-05,0.000469598583823603,2.14903550233546
"NPY1R",-1.0110312284297,3.85888859251064,-5.67688965179542,4.11858600805157e-05,0.000469598583823603,2.1476734348454
"TCF21",-1.25968635783628,5.0978318738369,-5.6691685788975,4.17855812381986e-05,0.000473855032030529,2.133104383907
"CWH43",-2.74269531479665,5.70439155686119,-5.66407389815633,4.21862607216936e-05,0.000477536302255901,2.12348682181988
"B3GALT5-AS1",-2.03936248035882,4.77406662091427,-5.65103635911123,4.32298871061015e-05,0.000486426615012263,2.09885944574319
"GPX3",-1.32944810790039,4.65872102713409,-5.63638387599551,4.44348359141285e-05,0.000496426197674096,2.07115485276312
"RHOU",-1.1792228891487,7.41274952409749,-5.62890938125723,4.50628775789294e-05,0.000500179353021046,2.05701140085927
"KCNMA1",-1.03473885807593,4.97847540406399,-5.60608329725895,4.70384809255822e-05,0.000516627887296949,2.01377402330841
"GMFG",-1.01864113126464,6.73852439543547,-5.58484047199329,4.89578352789671e-05,0.000532315254342173,1.97347467797784
"TP53I3",-1.29588964244118,8.74355147656519,-5.57747301082817,4.96423346686889e-05,0.000537692828286384,1.95948432613641
"KLF4",-1.82121950847745,9.20938219678234,-5.57708703760564,4.96784673742657e-05,0.000537692828286384,1.95875119298977
"HHLA2",-2.05325628916673,5.6489797763731,-5.57687188732237,4.96986204102036e-05,0.000537692828286384,1.95834251946489
"TDP2",-1.40270959770601,8.68404788074691,-5.56029261535218,5.12773837911358e-05,0.00055086317499943,1.92683252132494
"WISP2",-1.56975244511216,4.9738232269189,-5.55951104577502,5.13530805838332e-05,0.000551160470585232,1.92534622014248
"ENDOD1",-1.1622598094259,7.79706919951071,-5.55106150651134,5.21788759863526e-05,0.000557166274421167,1.90927280522845
"CRYBA2",-1.43062850868531,4.47860330998941,-5.54333677088214,5.29458863859155e-05,0.00056248658542871,1.89457012305095
"IGKV1-5",-1.91469421424874,9.53651619478343,-5.54254845958155,5.30248147619516e-05,0.000563007559670869,1.89306927866737
"SLIT3",-1.44434628602926,4.50648549572786,-5.52958421628767,5.43404873316373e-05,0.000571181595635447,1.86837555527926
"RIOK3",-1.10590768458506,7.96281819000827,-5.5121388028423,5.61645637626282e-05,0.00058383869924551,1.83511229039602
"MEOX2",-1.03880080914777,3.50837294343309,-5.50570911417943,5.68527554656669e-05,0.000589690805039263,1.82284295509341
"JCHAIN",-2.71356015778365,11.0258972814245,-5.5007076831827,5.73941172846786e-05,0.000593345550589575,1.81329541953292
"SLC46A3",-1.11528694432289,7.64845624333659,-5.49562405183904,5.79498549240049e-05,0.000597778459665146,1.80358770066234
"CD177",-2.83943385121442,6.70729715259577,-5.4906984385189,5.84936399779732e-05,0.000602068963183117,1.79417859637545
"HRASLS2",-2.07859540837736,5.59324248294575,-5.48511240611306,5.91167402971755e-05,0.000607155354546127,1.78350420119579
"BST1",-1.4036695827783,5.74037720042654,-5.45945760149307,6.20680342738012e-05,0.00062821789015654,1.73442943094846
"LRRC19",-2.64382208280199,6.97952574199723,-5.44790111971409,6.34469630800279e-05,0.000640453910276209,1.71229601443901
"NEURL1B",-1.16017675286285,8.68338520940744,-5.44259752058006,6.40903820175423e-05,0.000644875232736339,1.70213273018594
"HIGD1A",-1.8561530895224,7.74686581741731,-5.44007969205999,6.43982012770746e-05,0.000646590895125254,1.69730657920777
"RBMS3",-1.02833772084477,4.98219474582809,-5.4329714139029,6.52755230376055e-05,0.000653657497042179,1.683677201368
"ALDH6A1",-1.14711170265975,7.03180556612686,-5.40891231046759,6.8337946994634e-05,0.000676412805880676,1.63749946591603
"EIF4E3",-1.10889594361862,6.76017100679883,-5.40764292320047,6.85035997044312e-05,0.000677696325647408,1.63506106645842
"CD53",-1.00108225309138,6.62750931916776,-5.39967750515049,6.95526086685512e-05,0.000685869261337308,1.61975550758936
"DISP2",-1.08716170871512,5.10779160620462,-5.39512668836071,7.01593841402782e-05,0.000689979345270902,1.61100756839908
"ALDH1A1",-1.88986737274761,7.5182729387093,-5.38671272359819,7.12957251706867e-05,0.000697624041202626,1.5948268140768
"C2orf74",-1.15480134297921,4.69071167456646,-5.37787726094169,7.25095223269004e-05,0.000704851741769865,1.57782604806822
"FCER1A",-1.01880563156446,4.82670384023377,-5.37560407133727,7.28252553904107e-05,0.000707080675532874,1.57345052688376
"DPT",-2.73025927076874,5.62587435856488,-5.35478784001118,7.57835617208718e-05,0.000729123295407709,1.53335304063552
"CHST5",-1.23706478716536,5.15043920478189,-5.35446099834395,7.58309904281006e-05,0.000729123295407709,1.53272303349639
"DDX60",-1.57995083824848,8.50996868083453,-5.33256321235383,7.90796540969047e-05,0.000754581744969249,1.49048391997833
"SIPA1L2",-1.21138439555921,8.05171437627882,-5.31997658834972,8.10118205880496e-05,0.000767574774947939,1.4661788178891
"SCNN1B",-2.50637606580489,5.80941027855984,-5.30927018548777,8.269378718569e-05,0.000779980057801531,1.44548931938934
"PDK4",-1.69819182633454,5.54187640516172,-5.28325393106207,8.69331882509519e-05,0.000810630462324223,1.39515666446434
"STYK1",-1.15179086282776,5.11305646204204,-5.27946970010495,8.75683122320568e-05,0.000814536656396554,1.38782866746817
"FUCA1",-1.20851399623902,8.32506581577938,-5.27158400619905,8.89072706158465e-05,0.000823332030147535,1.37255284888145
"PLCE1",-1.42982127421578,6.88041245650687,-5.26516289872601,9.00131811072034e-05,0.000827748085337317,1.36010866398345
"C2orf72",-1.17164910063649,6.95781210786015,-5.26473614024116,9.00871842521016e-05,0.000827748085337317,1.3592814261727
"VIP",-2.2844654776768,6.22039671937588,-5.25872939636017,9.11355000071984e-05,0.000834095088867356,1.34763551866177
"CLCA4",-2.30150847028196,6.06326400926183,-5.25581979162893,9.16478206794515e-05,0.000837999199183567,1.34199281464091
"GLI3",-1.11018958465126,5.1634008732741,-5.24921927326606,9.28211051831921e-05,0.000845035445737364,1.32918844946606
"XDH",-1.65622288221361,8.08434257822751,-5.24577092360267,9.34402372964241e-05,0.000849850463406781,1.32249692631713
"ADAMTS1",-1.4863971752485,7.02891015144093,-5.22996896814792,9.63324830254097e-05,0.000868190741754362,1.29181520238963
"NKX2-3",-1.47583821339218,5.64803410496895,-5.21328067005012,9.94876014240293e-05,0.000890749437694145,1.25938051816324
"BEX4",-1.54448141928849,7.1186790600267,-5.21131873544712,9.9865481510929e-05,0.00089361815189542,1.25556523234997
"PTGDR",-2.01657333952621,4.62619809955898,-5.19140309339188,0.000103786362008716,0.000920395440111189,1.21681068176876
"HOXD1",-1.23447242919441,5.16100912948854,-5.18500297406545,0.000105079885564142,0.000930989992702811,1.20434664008277
"KLRC1",-1.3471363258567,5.35212157642073,-5.17887690319917,0.000106333627994668,0.000939257166054097,1.19241184124865
"BCAS1",-1.49276935922755,6.57757577426165,-5.17130383612896,0.000107904900017096,0.000945787201825041,1.17765199459064
"SSPN",-1.0540760709674,5.71549645887286,-5.15425231444599,0.000111531202627157,0.000969451653292631,1.14439447319586
"CLU",-1.15859363111814,5.4415362988435,-5.15070716564048,0.000112300816797268,0.000974987511231827,1.13747576539915
"TRPC1",-1.27004343352791,4.86020600472963,-5.14852557645659,0.000112777140998024,0.000976634427176816,1.13321746206637
"INSM1",-1.47382566150105,4.40675755380745,-5.14243657875109,0.000114117672553858,0.000984728087586314,1.12132929698511
"SLC15A1",-1.02536045518899,3.92917972013333,-5.13417912564906,0.00011596194347355,0.000996525677732915,1.10520066609318
"MFSD4",-1.53984972135368,6.05667688723892,-5.13414963051838,0.000115968585983784,0.000996525677732915,1.10514304163917
"AKR1B15",-1.37369771188499,6.09603328948549,-5.11384591827714,0.000120635665094457,0.00102586608926375,1.06545233962312
"GNAI1",-1.17832263582458,5.09599529782354,-5.11175976769542,0.000121126056821541,0.00102858118254766,1.06137158221818
"BTNL8",-2.24161345441157,7.24617802859209,-5.11027113916032,0.000121477246861767,0.00103069613598569,1.05845934804228
"EPHX2",-1.19297760702127,8.45407446592606,-5.10214147509623,0.000123413790634232,0.0010428991298279,1.04255071146157
"SOCS2",-1.12349481940202,5.79607050611521,-5.10059949165739,0.000123784683135117,0.00104380351873523,1.03953242172576
"MT1G",-2.22845382649582,10.4593801829576,-5.09628273256266,0.000124829122507407,0.00104921077713053,1.03108134423107
"LIMA1",-1.10702364400744,9.0261558870491,-5.07280788349411,0.000130670259344431,0.00108767645491145,0.985087252853364
"IGSF10",-1.64283829402151,4.07985273709185,-5.06636878772622,0.000132321256308696,0.00109797497085049,0.972460451862522
"TMEM253",-1.01282905918991,5.00587088996361,-5.0611148266557,0.00013368432225089,0.0011044201289113,0.962154245946078
"ENPP2",-1.19518167341728,7.12241412873756,-5.03729464409497,0.000140048277204182,0.00114494329401822,0.91539022586339
"HAPLN1",-1.15114562623755,4.64138189857723,-5.01829294808415,0.000145348542628048,0.0011750150853828,0.878041360426189
"IGHM",-2.35773227623447,9.3924095852461,-5.01762289318287,0.000145539177957782,0.00117605146118095,0.876723614270677
"MFAP5",-1.69316564661718,4.67264162220941,-5.01413998661637,0.000146534250997791,0.00118208139969556,0.86987326224697
"SLC26A2",-2.99180022167643,9.43520225807667,-5.0015926243578,0.000150177597827134,0.00120680257366548,0.845183621443555
"HRCT1",-1.520753236657,7.28754281262053,-4.99305870535852,0.000152708827510464,0.00122296916453533,0.828381609653335
"CLDN5",-1.01610542765013,5.70439632188501,-4.98908510913913,0.000153902396632988,0.00123148068945581,0.820555527140757
"MS4A12",-3.6794516064255,9.086657582809,-4.98807061693603,0.000154208663067818,0.00123340737900018,0.818557192342523
"ZC3H12C",-1.02006889477217,5.77761048095691,-4.96913991500175,0.000160040371190579,0.00127034152201675,0.78124759444919
"CFH",-2.15306488498979,6.83847365687344,-4.95518885658223,0.000164483208907351,0.00129469524570784,0.75372782063561
"NEDD4L",-1.14127655276536,7.33371917241584,-4.95453039645115,0.000164696015914963,0.00129553743920149,0.752428439173897
"TCEAL7",-1.17750059444266,4.86424170700962,-4.94861678570258,0.000166619991609153,0.00130551291759643,0.740756692073714
"ITM2C",-1.52074574058039,8.45379139017578,-4.90878670307119,0.000180196501482906,0.00138915379298828,0.662048784071367
"ZBTB16",-1.57020744740713,4.69063525798426,-4.90431858630618,0.000181789001646371,0.00139933699836986,0.653209155200277
"AHCYL2",-1.29843621233568,8.10601112589717,-4.88844879410751,0.000187563335012689,0.001435145448224,0.62179620832365
"SDPR",-1.78881117252926,5.79133437914591,-4.88693863825762,0.000188122566713399,0.00143868317767503,0.618805644379254
"PGM1",-1.11127511142775,8.08892955764765,-4.87604357145958,0.00019220836512807,0.00146376921429025,0.597223290152876
"PAMR1",-1.14043345416589,5.47393175062532,-4.86932141112849,0.000194774730532283,0.00147874922382349,0.583901199030533
"RAB26",-1.09719066921736,5.65703055364387,-4.86569680298169,0.000196173132422435,0.0014863705238572,0.576716006927416
"CCL19",-1.82989771977189,6.78284816127585,-4.85653048577704,0.000199755866019355,0.00150926654325735,0.558539421859475
"SPINK5",-1.875045136608,5.90439926731615,-4.82205969169234,0.000213842907786607,0.00159396320184746,0.49011017027632
"MEIS1",-1.44085280565888,5.33456956703141,-4.82113327519919,0.00021423530350114,0.00159562521816824,0.488269497095414
"FBLN5",-1.15266293143346,5.2467695459068,-4.79061434296546,0.000227584734949227,0.00167452580761861,0.427585761814181
"TCEAL3",-1.11483400499474,7.64643652003375,-4.77749452293305,0.000233583670503462,0.00171131155877216,0.401470913585492
"C1orf162",-1.02759638980996,5.23704314394653,-4.76447590652987,0.000239697118519851,0.00174456527219471,0.375541402497395
"FRMD3",-1.45977610458781,5.90252215492694,-4.75317581214752,0.0002451368228778,0.00177797350624807,0.353021818767077
"BRINP3",-1.18819135891418,4.24621439277409,-4.74675651410574,0.000248283328700417,0.00179418037960317,0.340223712239633
"CCL8",-1.96061900639897,5.16835310807796,-4.72735654206192,0.000258047104644751,0.00184672312427375,0.301522998439405
"PCOLCE2",-2.23408253272313,4.55920674407115,-4.72501522115197,0.000259251849736018,0.0018518270161652,0.296849997322569
"ARMCX1",-1.27817353569177,5.57792105336337,-4.71945013612456,0.000262138651132787,0.00186819660716503,0.285740737342159
"SQRDL",-1.09777207013505,10.3449341846723,-4.71706262403219,0.000263387237840862,0.00187496674677644,0.28097382096556
"FHL1",-1.5952588263288,6.51052004883437,-4.70845183022836,0.000267941357125821,0.00189948942522468,0.263777188473315
"HPSE",-1.12095479439373,5.6801650265123,-4.70670312485594,0.000268876057774665,0.00190325044127907,0.260284028371136
"SCUBE2",-1.29765345025508,5.2367367158624,-4.68616851730671,0.000280105876825819,0.0019716271658786,0.21924424571036
"C2orf40",-2.83065911878813,5.51025392702972,-4.66725603040353,0.000290874564050493,0.00202864122020494,0.181413343098725
"CEACAM1",-1.2394403212868,8.38193714520476,-4.66513357505775,0.000292109316789824,0.00203405547107512,0.177165811855771
"CILP",-2.38084556457313,5.14732656380422,-4.66090804706727,0.000294583587658674,0.00204827480883676,0.168708372054451
"MYLK",-1.8207980482307,8.97708082663223,-4.65082669401932,0.000300574003450454,0.00208300659639174,0.148524190514135
"UCHL1",-1.23513907641144,5.54726525994183,-4.63016971796711,0.000313242114772767,0.00214709915351522,0.107139011139553
"FAM43A",-1.15153277700503,5.63759273665745,-4.62918730787488,0.00031385805905773,0.00214897506376278,0.105169900270623
"THSD7A",-1.22453828040544,4.15318358994085,-4.62804333125227,0.000314576867086806,0.00215233195366766,0.102876848024749
"HOXB13",-1.08429158187648,6.4833677582229,-4.59859111084744,0.000333675974657934,0.0022519242775553,0.0438034496707207
"AGR3",-1.31847664923681,9.51956072352119,-4.5965342293362,0.000335053450528545,0.0022587926965482,0.0396752033967749
"HSPA2",-1.27426968865343,6.90817947768831,-4.59068077679014,0.000339005449128004,0.00227650397548277,0.0279251866073498
"HSD11B2",-1.53248647404418,9.26479299312662,-4.57830566846967,0.000347518668576325,0.00232040469383327,0.00307464945183789
"SLC6A19",-1.13420600295922,5.1970950632616,-4.57359711725813,0.00035081510342366,0.00233496582617953,-0.00638387172062682
"CCL28",-1.62829701358332,6.58100409269701,-4.56683120284956,0.000355608094005316,0.00236019522857087,-0.0199783279220931
"CYBRD1",-1.39073368252272,5.62783667582229,-4.53039907265361,0.000382594964364393,0.00248931217574014,-0.0932418926372769
"ARHGEF25",-1.11648432010091,4.57970536723537,-4.51700474101782,0.000393036507842878,0.00254231993878037,-0.120203183309908
"TSPYL5",-1.09028698275295,4.74415533681096,-4.51471034446394,0.000394854168544382,0.00255144875427169,-0.124822914282558
"BTNL3",-1.94522647873747,6.76437331776473,-4.50049675454159,0.00040630787049141,0.0026022820584935,-0.15345056928369
"ATP8B1",-1.11817138329574,10.0071786519036,-4.48745970109747,0.000417112498625226,0.00265565739144491,-0.179721762986583
"NAT1",-1.04988325703063,8.48114122071425,-4.48205510286777,0.000421677445757176,0.00267489044865633,-0.190616322745645
"KRT24",-1.73830102172448,4.06985972023359,-4.48128159190946,0.000422334955060185,0.00267668277709073,-0.192175736114198
"CPE",-1.8841841719367,6.28940189507606,-4.4683590791806,0.000433476018937304,0.00272528514442692,-0.218234180094926
"B3GNT7",-1.32834241254238,6.05453812095844,-4.45724875122246,0.000443294967427798,0.00277682208396076,-0.240647891756718
"ACTA2",-1.19263619953158,6.44016405466757,-4.45565818698209,0.000444719160391419,0.00278389169329769,-0.24385737459796
"REP15",-1.85147675473087,7.44447953983658,-4.44854772180926,0.000451143335204931,0.00281381982182784,-0.258207236541589
"MS4A1",-1.59220028838178,4.55417561953204,-4.43281135176143,0.000465700499295953,0.00288360769386541,-0.289977837100825
"IGFBP6",-1.88898949222179,6.41268346051145,-4.43175694163822,0.000466692903223634,0.00288880299872507,-0.29210722565507
"BEST2",-2.02170318730687,7.33866378447099,-4.40337320196556,0.000494235857263985,0.0030304123071043,-0.349456629072497
"FAM177B",-1.47007694983885,5.52392055555821,-4.39102833545961,0.000506728272230345,0.00308991056514431,-0.374416138231584
"CPA3",-1.18430316394551,6.75419323258077,-4.38908575632135,0.00050872325242648,0.00309906571238848,-0.378344651232386
"PLAC8",-1.37990644012612,8.44318300552514,-4.37605827750711,0.000522311152979304,0.0031654610288025,-0.404696621071496
"ADAMTSL3",-1.41502011235893,4.38205918629841,-4.36573989759143,0.000533336180017467,0.00321984624577212,-0.425576271202934
"CLCA1",-3.44914583723594,9.4303544482322,-4.35056508739678,0.000549983712054103,0.00329353428383274,-0.456295141968475
"SULT1B1",-1.11234806317473,6.61831611991001,-4.35047144947329,0.000550088068429486,0.00329353428383274,-0.456484740247214
"CP",-1.5789528791327,4.26843893832404,-4.34998017141534,0.000550635913011452,0.00329576678026175,-0.457479489925375
"KRTAP13-2",-1.5249970374713,4.58806593152912,-4.34638510226177,0.000554661915948572,0.00331670217422454,-0.464759304917098
"BMP2",-1.37480875178608,7.71579870592056,-4.34164522900134,0.000560015925919104,0.0033391769485952,-0.474358480455443
"AKR1C1",-1.62867056024577,5.30808502699173,-4.32230391510419,0.000582415910050055,0.0034389925021012,-0.513542338663432
"C4orf19",-1.15182118399834,7.07551043005212,-4.31181218468543,0.000594947292207212,0.00349298043539697,-0.534806855591203
"MALL",-1.5027966390705,9.34856117897384,-4.30674340629373,0.00060109970232453,0.00352198015240646,-0.545082460813762
"CCDC80",-1.94333647386657,5.77385047547607,-4.30463129209431,0.000603682479809371,0.00353464817833053,-0.54936464377404
"DDX26B",-1.06141911561697,6.12429265771649,-4.30069015635575,0.000608532172739662,0.00355751458898953,-0.557355730177384
"CASP7",-1.01163619833091,7.10195936061331,-4.26975105603228,0.000648011070496607,0.00372849909553706,-0.620117970296818
"BCHE",-1.32916515016253,3.55030242701611,-4.26369960825465,0.000656033218900683,0.00376394813012893,-0.632399807131654
"CDA",-1.04646048019068,5.65749341638364,-4.25342815952228,0.000669882145488241,0.00383289796245945,-0.653250813757389
"GDPD2",-1.38178539840321,4.63038350512814,-4.25101419525461,0.000673179901184137,0.00384709242072342,-0.658151943790926
"CD163L1",-1.23818253146092,5.16172167927346,-4.24292644128201,0.000684349787318092,0.00389920670679175,-0.674574868905764
"LYPD8",-2.75054493112675,9.40455962874299,-4.23084912396791,0.000701382290499991,0.00397210968847199,-0.699105073630276
"FCGBP",-2.31775397264022,11.6151675652622,-4.22054528543551,0.000716254819015829,0.00403209078630668,-0.720038830012974
"MAOB",-1.1572423153492,5.07367109940159,-4.21919394537748,0.000718229026337448,0.00403958254407052,-0.722784655128777
"TUBAL3",-1.24559685257329,5.72592323642597,-4.21764900565635,0.000720492860047339,0.00404386278660658,-0.725923967642152
"RGS2",-1.34465957988119,9.12791834969384,-4.21640908467839,0.000722314999418935,0.00405288213555408,-0.728443565302191
"ADSSL1",-1.12742231135665,5.20698521366756,-4.18129481541901,0.000775913121797715,0.00428658101872508,-0.799827519083338
"FABP1",-1.42614908153101,12.7542295370862,-4.16038515522733,0.000809735588248497,0.00443258506343848,-0.842360760088117
"SELENBP1",-1.35174330046991,10.249901102622,-4.15789512001718,0.000813862085423853,0.00444665523535689,-0.847427073976831
"GSTA1",-1.22898227833441,5.00561912707324,-4.15754202985325,0.000814448957420964,0.00444665523535689,-0.848145504419525
"FAM129A",-1.22716042801368,6.17922895706337,-4.14381377470862,0.000837603631258403,0.00455196249232062,-0.876082225758056
"CD14",-1.32653344964154,6.927846191632,-4.14349126327944,0.000838155570457686,0.00455364820454023,-0.876738620723779
"SLC9A2",-1.55243929633217,6.39334410588927,-4.13372598956848,0.000855043971631372,0.0046253900774407,-0.896615430816896
"FOXF2",-1.05813489136468,6.75153027823747,-4.12674207997254,0.000867334064229196,0.00467709832059008,-0.910833141564579
"TINAG",-1.09836389243732,4.92331594584327,-4.11318703768602,0.000891702910953311,0.00477484933312571,-0.938433439211938
"A2M",-1.28032701169712,10.130835274753,-4.1112881221155,0.000895171869092896,0.00478610767136923,-0.942300479383233
"KCTD12",-1.01468677826955,7.71769660853497,-4.10766107510893,0.000901835962053588,0.00481336777281448,-0.949687125301176
"RRAGD",-1.03823297984335,5.07414625534175,-4.10173761749474,0.000912827917022684,0.00485844211501533,-0.96175151460556
"ISX",-1.01558271066707,5.57929852018094,-4.10035664853685,0.000915410043805877,0.00486805860675537,-0.96456432944847
"VPREB3",-1.11204312549716,5.47996486297925,-4.08902956847351,0.000936871403289145,0.00495560509754404,-0.98763825475218
"SNAI2",-1.20064418153272,6.80467763407217,-4.08760981826775,0.000939597208848413,0.00496583979401479,-0.990530673187012
"FDCSP",-1.46520536839429,5.06139852751867,-4.08006092606511,0.000954226353888912,0.00502147292985362,-1.00591093650951
"SLC28A2",-1.86877409064416,6.52329226968349,-4.06986659085857,0.000974350072613936,0.00509094534473123,-1.02668397721003
"ISG20",-1.1525702449726,8.10583525985792,-4.0543657784311,0.00100577798255924,0.00521608867827251,-1.05827616948499
"RARRES1",-1.86553808715069,7.81844594582314,-4.04989026343902,0.00101504215803327,0.00525400771880041,-1.06739903232473
"ADGRL2",-1.22148373744868,5.07687183818565,-4.04226594786205,0.00103102417261317,0.00531653801815948,-1.08294170154614
"CARMN",-1.58401554090589,5.92022172626453,-4.0262814309548,0.00106536474409169,0.00545112412108695,-1.11553233502631
"NUPR1",-1.5219880929741,8.75532569030105,-4.00401622728501,0.00111514181759297,0.00564645464413472,-1.16093938564961
"CEACAM7",-2.59173511377997,8.1449647905973,-3.99312668400366,0.00114033941918499,0.00574777449819868,-1.18315143403161
