"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"GGTA1P",-1.99787327028568,5.68028192522214,-10.1821474801539,3.36072672234954e-08,6.66343668865009e-06,9.25918050379114
"ETFDH",-1.40468993017424,6.63716248217554,-9.99574942597556,4.3032416951207e-08,7.78918617173078e-06,9.01611069906121
"DEFB1",-1.74453651525967,5.85510625779549,-9.86334689890385,5.14016204675793e-08,8.5681497621887e-06,8.84108848414938
"ACADS",-1.44946093297694,7.20107373270289,-9.84860192578245,5.2434838246369e-08,8.58837054964005e-06,8.82147420965856
"EVI2A",-1.21074200274707,4.85950763428984,-9.82255389487975,5.43140539968976e-08,8.73736043526526e-06,8.78676362748382
"SPPL2A",-1.51021995441538,9.81929453894149,-9.61182578048748,7.2401234442004e-08,9.9941490994878e-06,8.5030856182257
"METTL7A",-1.95105968374332,7.14055798994199,-9.59921958562703,7.36677776751707e-08,9.9941490994878e-06,8.48595206637831
"SMIM14",-1.72207774486127,8.29656491419665,-9.5963432491224,7.39600268051133e-08,9.9941490994878e-06,8.48204012584305
"UGP2",-1.34953242413872,11.2999422274306,-9.58737779946682,7.48788365765384e-08,1.00029628776998e-05,8.46984051859892
"TSPAN7",-1.84470110355228,6.15190149033201,-9.58115108092822,7.55240567529962e-08,1.00181065704186e-05,8.46136206144706
"GSN",-1.57774479077888,10.4834613379239,-9.56639175295749,7.7076991524255e-08,1.01340407248765e-05,8.44124723281316
"CLIC6",-2.19341690364104,5.09326619814705,-9.56266809180569,7.74740849640165e-08,1.01340407248765e-05,8.4361683839365
"SCG2",-2.38644267990461,4.80062862596441,-9.50735840060967,8.36335085469462e-08,1.0434442711223e-05,8.36053728174114
"AFF3",-1.10631470393261,4.049731225449,-9.45088206299065,9.04588097875633e-08,1.08527524914557e-05,8.28293814622544
"LPAR1",-1.19225419190029,4.98881347853576,-9.42533866207156,9.3736588671812e-08,1.09825617469238e-05,8.24771694810325
"PYY",-2.95561402153042,6.81073104954779,-9.41476395676229,9.51300262418706e-08,1.09930624189686e-05,8.23311300815999
"IGH",-2.80819133732793,7.48189366939368,-9.38947663007737,9.85515390619708e-08,1.1081238739015e-05,8.19813648863472
"NR3C1",-1.65513888001154,5.72137769909449,-9.38742641310703,9.88345778378912e-08,1.1081238739015e-05,8.19529735625871
"TNFRSF17",-2.96641022465321,6.25366947381908,-9.29146093613532,1.13091208032849e-07,1.21033295142429e-05,8.06184086920592
"ITM2A",-2.18238785158904,6.47127576482782,-9.28439978360873,1.14222569080794e-07,1.21133642870233e-05,8.05197735935397
"BEST4",-3.49531016117947,6.03667117399651,-9.27460471884888,1.15811774288617e-07,1.21190587805578e-05,8.03828496068776
"SYNE1",-1.04539979881551,5.50044929322558,-9.25744269311206,1.18652732139913e-07,1.22128025278e-05,8.0142664123322
"CITED2",-1.50625526854204,6.03281591705914,-9.22989827419506,1.23367090594807e-07,1.23603325449137e-05,7.97564295301759
"EVI2B",-1.15044681299739,6.81280832714674,-9.22270198826908,1.24631044204246e-07,1.24209013155089e-05,7.96553697838793
"HIST1H1C",-1.89923760887599,7.91038786809088,-9.15786339105521,1.36654678588653e-07,1.30347826455472e-05,7.87419779596844
"MIR22HG",-1.42839932457619,6.71877469929013,-9.1537020251033,1.37467014302277e-07,1.30347826455472e-05,7.86831809311453
"STMN2",-2.33071854131886,6.01767433603061,-9.12442186245819,1.43328714428225e-07,1.32150148317013e-05,7.82688745007795
"PKIB",-3.21071899036008,7.0933383754908,-9.12004739311084,1.44226840525903e-07,1.32150148317013e-05,7.82068867109324
"TRANK1",-1.24266952568235,6.47695039206112,-9.11488134383396,1.45295135199441e-07,1.32150148317013e-05,7.81336517078661
"HPGD",-2.54769327676198,7.53870106490312,-9.11183387537095,1.459292357716e-07,1.32150148317013e-05,7.80904347873163
"CCL21",-1.53592269333614,5.89068035824325,-9.0742165493158,1.54001288843531e-07,1.37070415492548e-05,7.75560335440533
"LDHD",-2.13254963410799,6.29621308116228,-9.03997224281396,1.61759411363894e-07,1.41291001618674e-05,7.70680337197168
"MMP28",-1.33645565892731,6.78485462894028,-9.03736831686119,1.62365956797657e-07,1.41291001618674e-05,7.70308670985887
"GLTP",-1.28835512815213,7.88346031220918,-9.03552449676183,1.62796896837897e-07,1.41291001618674e-05,7.70045446254145
"CXCL12",-2.64816718898727,5.72326654432753,-8.99951597320671,1.71459079553977e-07,1.44825256613395e-05,7.64896409106827
"CHGA",-4.76971494691922,7.92907036207365,-8.96169306532786,1.81082998891263e-07,1.47588347563153e-05,7.59470587911319
"SLC22A18AS",-1.13965833098214,6.73831071878546,-8.89023921609292,2.00851776154624e-07,1.54980168268244e-05,7.49171598857374
"GHR",-1.46547884385841,4.3954601143106,-8.86912608458545,2.07119027516358e-07,1.56975628266371e-05,7.46116221949081
"RETSAT",-1.4401500339127,8.19303784364304,-8.82852978671963,2.19755986359669e-07,1.60945154309122e-05,7.40225593988136
"ITGA8",-1.02262980294149,5.46931552677699,-8.80396748844254,2.27794184289675e-07,1.64395833535644e-05,7.36651449526541
"RARRES2",-1.49622458990851,9.25038619706937,-8.71326710587861,2.60266033322263e-07,1.80899299027976e-05,7.23387089610122
"SMIM6",-1.57995615088776,5.76282848042192,-8.70520684015904,2.63378735053955e-07,1.82389774024864e-05,7.22203264048821
"PAPSS2",-1.43596454968285,8.12286432771039,-8.68474387129953,2.71458574659146e-07,1.84708988880047e-05,7.1919410610775
"SIGLEC1",-1.21528582982375,5.2026795201912,-8.6790920153048,2.73735942652637e-07,1.84708988880047e-05,7.18362036019452
"CPQ",-1.27187391301366,6.02635157207212,-8.6682688354282,2.78153410342898e-07,1.84708988880047e-05,7.16767499582307
"PRKCB",-1.03511890821997,4.74309534679855,-8.65363350117297,2.84246583686224e-07,1.84708988880047e-05,7.14608948048435
"TLR3",-1.52992196250247,4.77949633071796,-8.65331940062397,2.84378884982021e-07,1.84708988880047e-05,7.14562591571666
"BMP3",-1.77381182978924,3.9176045231999,-8.63828144757371,2.90789480794673e-07,1.88198118362713e-05,7.12341737302348
"CPNE8",-1.3455139483622,4.80971468888343,-8.60187481078341,3.0694799919832e-07,1.94015856137569e-05,7.06953056385279
"CD48",-1.13848360781568,5.74891002768939,-8.56146324612134,3.25997226106968e-07,2.01989597070751e-05,7.00951598698047
"PXMP2",-1.09006005372286,8.69708892447066,-8.52453478458761,3.44494679499504e-07,2.10147975119057e-05,6.95448956157963
"TMEM100",-1.98312710859411,5.48162009145214,-8.51196131294076,3.5104228096662e-07,2.10881455772474e-05,6.93571373744432
"LGALS2",-3.49103765029254,8.18981920927686,-8.47824049327356,3.69257580457464e-07,2.17354243296775e-05,6.88525743517403
"CD27",-1.44186756910973,5.68640144153988,-8.47246655718509,3.72475052728897e-07,2.18026864866397e-05,6.8766030903585
"GPAT3",-2.50345161275992,6.28822725039044,-8.46975340381836,3.73997113147691e-07,2.18099369140864e-05,6.87253494304417
"TMIGD1",-4.94766157606179,6.71324815982276,-8.46456728241879,3.76924741820204e-07,2.19128223361894e-05,6.86475611758472
"SLC30A10",-1.09419638405449,4.40828042190254,-8.45229197068971,3.83950866125462e-07,2.19154500434522e-05,6.84633002290767
"CA7",-2.25025996695179,6.39131514533645,-8.43288279489115,3.95343027673812e-07,2.24777585294508e-05,6.81715537677695
"FAM46C",-1.45020523802916,6.34274340343883,-8.40538659115282,4.12094689815898e-07,2.30332806450215e-05,6.77574052691234
"RNASE1",-1.74978852242624,9.25675411776561,-8.38782198812468,4.23185458200642e-07,2.34444743843155e-05,6.74923285476914
"SCGN",-1.67574614950887,5.09800259936937,-8.33797290519502,4.56406548474992e-07,2.48464559164016e-05,6.67378234418417
"CCL5",-1.60741550364104,7.06885373453104,-8.31194289418399,4.74834367312256e-07,2.52654806290781e-05,6.63425386874961
"GRAMD3",-1.18469554526623,5.96565119999536,-8.26816695352355,5.07612645416304e-07,2.67826100533936e-05,6.56757510518384
"CD36",-1.90704557233173,4.43151455735956,-8.1846224432838,5.7695376193153e-07,2.89800028259795e-05,6.43961620516943
"GIMAP7",-1.60667935277894,6.6829885249146,-8.11009601515852,6.47233876612168e-07,3.1340095886547e-05,6.3246842980641
"SPINK2",-1.46100375129744,4.23712672808575,-8.05306765900018,7.07069677690766e-07,3.29662486360972e-05,6.2362343573829
"OTOP2",-1.66533523863757,5.31116411828,-8.02874282974856,7.34336565470307e-07,3.39851684206356e-05,6.19837381543746
"ABI3BP",-2.27500093550396,5.90077482956388,-7.96690240110297,8.0875451541505e-07,3.57969860426329e-05,6.10176201048086
"ADAMDEC1",-2.69529078694681,7.57801636298813,-7.92444779365969,8.64404871152271e-07,3.70737076720921e-05,6.03513624610161
"SSBP2",-1.05602152930525,4.77141476299746,-7.92292647423859,8.66472240748695e-07,3.70737076720921e-05,6.03274423329103
"GLIPR2",-1.05242295347863,6.04485303036368,-7.89481784200346,9.05619669136294e-07,3.83331507592163e-05,5.98849159137505
"FAM150B",-2.1425096121724,5.178895931406,-7.87848785093896,9.29212524851569e-07,3.88492218232899e-05,5.96273315685677
"NBPF1",-1.12989371615728,9.45315479707127,-7.76049638067272,1.12009318497788e-06,4.40460860798401e-05,5.77553369874338
"ABCA6",-1.43220646440212,4.19415271332681,-7.71423875009048,1.20579786904037e-06,4.61255615520835e-05,5.70162224793658
"CA2",-3.67659471115502,10.3963926011468,-7.67425332215385,1.28543228212596e-06,4.75685706603628e-05,5.63749499559702
"MEF2C",-1.22321701791693,5.31844820782772,-7.63540971988933,1.36809531918089e-06,4.98441845881841e-05,5.5749873975381
"EFNA5",-1.18684604342345,5.04443945444274,-7.61011760436755,1.42490525628092e-06,5.10256946906985e-05,5.53417470646235
"NAP1L2",-1.09222100469438,3.81609847566546,-7.59448556868059,1.46125109397797e-06,5.17370782070845e-05,5.50890566855692
"MS4A7",-1.44839720267068,5.33722115628557,-7.58885803394131,1.47457275819642e-06,5.21107926329976e-05,5.49980050831978
"PTN",-1.46934077264569,5.39143599635379,-7.56800090003579,1.52506894378404e-06,5.33944212362754e-05,5.46601600425836
"IGLL3P",-1.99942984200225,5.96562788667442,-7.56149841100762,1.54118045144152e-06,5.35181290091427e-05,5.45547087070353
"THRB",-1.08402243442868,4.4653810976705,-7.55979121694719,1.54543998656579e-06,5.35181290091427e-05,5.4527013270962
"PLCL2",-1.95825108058673,4.95388688761336,-7.55418455882879,1.55951602908591e-06,5.35920490614154e-05,5.44360291590247
"RAB27A",-1.4302812439599,6.77948576478806,-7.53499764764585,1.60871359304504e-06,5.42781252731228e-05,5.4124335431619
"ST6GALNAC6",-1.08031629442161,4.90952290867991,-7.50814773749691,1.68031173691182e-06,5.6008231681742e-05,5.36872943467647
"NR3C2",-1.544340443753,5.91743266696104,-7.50270999661055,1.69521498681275e-06,5.62393845383327e-05,5.35986607992129
"SEPP1",-1.91129154699456,11.7314343628187,-7.50246130179696,1.69589989476391e-06,5.62393845383327e-05,5.35946061617308
"TMEM236",-1.56988864654632,5.18485956816035,-7.48240178536211,1.75211177978196e-06,5.76971634335193e-05,5.3267278176515
"PLP1",-1.7142874252865,4.39199328561387,-7.479023746507,1.76176866207588e-06,5.79139171358834e-05,5.32121006009195
"LGALS4",-1.23453487869539,11.8171323216473,-7.45799808913213,1.82314459512456e-06,5.95160339580005e-05,5.28683047149015
"ZNF43",-1.04502126973985,3.86192912410035,-7.44718519428667,1.85557823045617e-06,6.00399485657948e-05,5.2691259629096
"CLEC10A",-1.30614290651551,4.82417768212982,-7.4471109199215,1.85580310086751e-06,6.00399485657948e-05,5.26900429310974
"SETBP1",-1.24660944813179,4.57834672018168,-7.44628068221302,1.85831864588333e-06,6.00399485657948e-05,5.26764421742409
"SFRP1",-1.74817831324014,4.68980836568032,-7.44037100810126,1.87632811322147e-06,6.04145578472473e-05,5.25796034274668
"HSBP1L1",-1.06816019345862,8.55897953307693,-7.42391842523753,1.92743778460222e-06,6.17435682155908e-05,5.23097460040812
"TMEM220",-1.01133541378549,4.24890159305636,-7.40241823732777,1.99643893578091e-06,6.33474641304964e-05,5.19565255271064
"SLC13A2",-1.09631679692283,4.97240364849476,-7.39887735089528,2.00804909162651e-06,6.33474641304964e-05,5.1898291160747
"LINC01082",-1.97515102431314,5.17507792281331,-7.37030924490658,2.10435166309581e-06,6.5086318433617e-05,5.14278089485022
"C2orf88",-2.59541297770195,7.33336292990914,-7.35793584470864,2.14755448757464e-06,6.6000376413725e-05,5.12236783696585
"TEX11",-1.47006190821221,4.14421581438969,-7.35783213353631,2.1479205108098e-06,6.6000376413725e-05,5.12219664822178
"SCN9A",-1.8831324375052,4.09476507349256,-7.3452885629563,2.19267614157607e-06,6.64007199400752e-05,5.10148071022332
"TMEM171",-2.3212833331966,6.57730995342837,-7.33729963242836,2.22168971147172e-06,6.66952288909335e-05,5.08827531441712
"RCAN2",-1.27316083643417,5.924359297571,-7.33654247475286,2.22446030819962e-06,6.66952288909335e-05,5.08702329620064
"CDHR5",-1.67715796357926,7.53565386454391,-7.33515532438062,2.22954558335677e-06,6.66952288909335e-05,5.08472932763077
"P2RX4",-1.0730000779186,6.77943308445117,-7.33023155087147,2.24769473945441e-06,6.68840096561822e-05,5.07658456312909
"ZZEF1",-1.04001203263116,6.72291480311172,-7.29422908494458,2.3852005460358e-06,6.99472494872763e-05,5.01692663163044
"SGK1",-2.22361711367606,9.04414318702872,-7.29155845591278,2.39574598081278e-06,7.0071849836319e-05,5.01249398996897
"POU2AF1",-2.49149081421528,7.12241634524208,-7.28485750497834,2.42242162738576e-06,7.06327148195638e-05,5.00136749859916
"MAOA",-1.19193661806506,8.16283426679805,-7.28200940465978,2.43385370638549e-06,7.07470191566005e-05,4.99663649750342
"ADH1C",-3.25838305163161,9.37002354628595,-7.2580810647941,2.53216379264183e-06,7.26131979720179e-05,4.95684377918334
"P2RY14",-1.2160230549502,5.45097752486151,-7.24024219482597,2.6081592486024e-06,7.44021474006645e-05,4.92712526170205
"PCK1",-2.17077874070453,7.44077487315046,-7.23336919425327,2.63807370325935e-06,7.49483503387529e-05,4.91566325476248
"ABHD3",-1.55477416119526,8.36521837905096,-7.23184912716668,2.64473817391246e-06,7.49804486289877e-05,4.91312735930701
"SRPX",-2.66129922990584,6.22561108912608,-7.20045222458255,2.78641254750249e-06,7.75182471311909e-05,4.86067556788214
"GCG",-4.56843907556901,6.33999731355262,-7.18803448658076,2.84462137678547e-06,7.8334483896583e-05,4.8398919884667
"MYOT",-1.3582332647148,3.5483384434282,-7.145290929567,3.0549209957915e-06,8.2914253424681e-05,4.76818523913353
"FAM214A",-1.0474487650447,6.38689401300753,-7.10431374052579,3.27186323052161e-06,8.6073765097912e-05,4.69919877711366
"PTPRH",-1.29975722999308,6.62212954879795,-7.08438686911137,3.38313732281498e-06,8.7654435505561e-05,4.66556517878041
"S100B",-1.06024694689717,5.62891821723176,-7.08082381110023,3.40344817623662e-06,8.80595464939464e-05,4.65954532848268
"PDCD4",-1.62150372910882,8.73247438527834,-7.07015629204227,3.46502458109062e-06,8.9284819438335e-05,4.64151159100315
"IGLV1-40",-1.8076149284038,7.54959554085157,-7.02819458616138,3.71879669621657e-06,9.44033080457349e-05,4.5704173612458
"SYNC",-1.00232564484269,4.18652244933827,-7.00366400118836,3.87609964057218e-06,9.73469504397568e-05,4.52874017853938
"GIMAP4",-1.17263659527882,5.5214781951211,-6.97240358806787,4.08671806356132e-06,0.000101553326444909,4.47550509584703
"CNTN3",-1.67772005445511,4.76264104937075,-6.95765138460917,4.19024136598369e-06,0.000103443494586722,4.45033447046439
"FNBP1",-1.49258476851298,6.68184142767218,-6.95517205749968,4.20790776815511e-06,0.000103743652776138,4.44610113274928
"CA12",-1.80560448269677,7.85339434395662,-6.94620022586045,4.2724908153543e-06,0.000104515112984433,4.43077482887768
"PLCG2",-1.26118083229507,6.66896324217422,-6.90145990447798,4.61040219454909e-06,0.00010951013333736,4.35417524292719
"ADTRP",-2.37803652128878,7.72869916467969,-6.89819247180162,4.63615200865529e-06,0.000109844728597523,4.34856992471006
"SLC25A20",-1.24634743219396,7.27901724190468,-6.88683481835203,4.72683604736329e-06,0.000111119258686634,4.32907390844075
"IGLV8-61",-1.15318348424592,5.27876290027327,-6.88433669020946,4.74703003014525e-06,0.000111212758268428,4.32478327295044
"SLC51B",-2.84967517115648,6.86031430940544,-6.88039540403235,4.77907379561735e-06,0.000111541085578424,4.31801214751324
"CLDN8",-3.68507888604848,6.50814203824471,-6.87004395002246,4.86431675432566e-06,0.000112698979562704,4.30021782002516
"TST",-1.13217475378795,10.9141967127946,-6.85549750006934,4.98680340708153e-06,0.000115394875891631,4.27518641678653
"GNA11",-1.10225196897842,9.27876199584434,-6.84394655286357,5.08636419562935e-06,0.000117123173580531,4.25528816694667
"NDRG2",-1.00060703277605,8.49340347794025,-6.83229923548919,5.18886372767779e-06,0.000119183489064657,4.23520464833891
"MT1JP",-2.82051239408132,7.52346368038579,-6.81869467939609,5.31132992721586e-06,0.000121412876831357,4.21172176862233
"SST",-3.66943113317296,5.34597103351031,-6.81612274817028,5.33481999299786e-06,0.000121802023500737,4.20727938203697
"TRPM6",-2.69567424828406,6.21909941886897,-6.79945380170748,5.48972036536302e-06,0.000123247166629294,4.17846496211127
"SMPD1",-1.08665897975192,7.42833441604648,-6.7825357941413,5.65175358330029e-06,0.000124703442166308,4.14917949929936
"RMDN2",-1.47203089148786,5.27331706125471,-6.76233220471235,5.85183166387286e-06,0.00012728071734493,4.11415314767692
"BEX1",-1.59252048072257,4.41633566070123,-6.74650470460301,6.01374222805348e-06,0.000129161742996141,4.08667282969616
"CD160",-1.07607034001968,4.73864267023573,-6.73911070065429,6.0909798136446e-06,0.000130200543385448,4.0738228319619
"EBF1",-1.48068019476844,5.20775863839131,-6.72959907768717,6.19186661232395e-06,0.000131634939426877,4.05728117123296
"PTGDS",-1.92198742296829,7.75177781067307,-6.71716464944336,6.32639701646243e-06,0.000132847284506228,4.03563700444416
"C16orf89",-1.14591107236658,5.43776859408575,-6.71574311601487,6.34197038470732e-06,0.000133026006866756,4.03316118747474
"MT1M",-3.29315243112719,8.3690653974828,-6.69108935645566,6.61853170383953e-06,0.000136338701817694,3.990177078793
"MT1X",-1.43235698631676,8.58807847610068,-6.69083874202849,6.62140692575711e-06,0.000136338701817694,3.98973968474689
"LXN",-1.39045027786308,7.67788083662106,-6.69070416909086,6.62295137838129e-06,0.000136338701817694,3.98950481268287
"CAPN13",-1.15177817368264,6.51028569770633,-6.67810399473044,6.76924155407465e-06,0.000138019810746681,3.96750211030764
"CDKN2B-AS1",-1.668218534705,4.24944740885717,-6.67002678475166,6.86479295215619e-06,0.000139559914371874,3.95338560261325
"LYVE1",-1.61192168971263,4.75488730909204,-6.66709450741102,6.8998290164568e-06,0.000140048684648686,3.9482585720717
"TRDC",-1.26306323733467,4.87329106060869,-6.66080641710844,6.97559346090116e-06,0.000140827736794785,3.9372598345812
"EAF2",-1.07626836024129,6.46714271393831,-6.63059362764362,7.35194335893424e-06,0.000145867766463903,3.88433490295764
"ANPEP",-2.7521408730545,7.59125071657341,-6.626353530346,7.40643511551139e-06,0.000146425403280166,3.87689694798193
"FAM46A",-1.06115760212697,6.93962660327171,-6.58777774953058,7.92201838976212e-06,0.000153202400810636,3.80910986771265
"LAMA1",-2.67444190768647,6.82152308990599,-6.58183589885888,8.0047084607078e-06,0.000154484312055217,3.79864974357734
"CCDC68",-1.37244854623646,6.78444014326517,-6.57390755655238,8.11645063954061e-06,0.000156160841926851,3.78468473939844
"MUSTN1",-1.5763112789345,4.77847248082968,-6.55978766813071,8.3195111044841e-06,0.000158770325394187,3.75979176548712
"SMIM5",-1.26695171224786,5.65360181118754,-6.55757513099331,8.35180788158293e-06,0.000159064361231037,3.75588855132655
"PDE6A",-1.59182268589081,4.29987126798632,-6.55151994574903,8.44086798733733e-06,0.000160436114439441,3.74520282422351
"CPT2",-1.0169173952696,6.73909873401915,-6.5423532530782,8.57758494269106e-06,0.000161567389980529,3.72901621751884
"MFAP4",-1.67372467462319,6.9791986112704,-6.53648756817238,8.66628097733626e-06,0.000162356161021542,3.71865227833712
"GDPD3",-1.41281336365664,6.95038681839506,-6.51675800841668,8.97171184781658e-06,0.000166003108414021,3.68375666659508
"CFD",-2.75273207221164,8.09165774973076,-6.5101410920086,9.07664816582072e-06,0.00016712389526041,3.67204094883725
"SEMA6A",-1.72174841630005,6.02091708485922,-6.50815708353649,9.10836135818717e-06,0.000167402468103883,3.66852690844265
"CD52",-1.45356541140527,7.29952432753877,-6.50808270877853,9.1095524424761e-06,0.000167402468103883,3.66839516631457
"CLMN",-1.17721646258368,7.00925539645404,-6.4924192553038,9.36405795854969e-06,0.000170912205142676,3.64063252164548
"DHRS11",-1.28389752543615,6.47250015373379,-6.48042145552544,9.56401948804895e-06,0.000173720222832102,3.61934346896354
"FABP4",-3.33330050375369,6.27282629294623,-6.47150766326457,9.71546551260904e-06,0.000175792995576853,3.6035134766676
"IGF1",-1.10753682822665,5.58944504389563,-6.44820171722085,1.01233869328347e-05,0.000180914721315821,3.56207115138168
"SEMA6D",-1.09683732981781,4.988428487089,-6.41793786153824,1.06799493274044e-05,0.000186958666850363,3.50814130768405
"CES2",-1.43503609733959,8.51128453688315,-6.4139640279626,1.07553675198511e-05,0.000187812650778902,3.50105033245559
"CTSG",-1.83770142774122,5.1869314391293,-6.4062521896533,1.0903318808891e-05,0.000189089464133886,3.48728281068566
"PBLD",-1.09623123555904,7.35544596251047,-6.4046360689214,1.09345923744232e-05,0.000189180403359754,3.48439657055837
"OGN",-2.60212672557428,4.79441637269188,-6.39291506885467,1.11642261338955e-05,0.000192396489897581,3.46345288645969
"RFX6",-1.11089669674911,3.78773321281021,-6.38866252066236,1.12487801211667e-05,0.000193499563801184,3.45584940309358
"ARL14",-1.41021641958029,8.83288859680021,-6.36536887360705,1.17239386602658e-05,0.000198746065377255,3.41415532900784
"DNASE1L3",-1.73152286691491,7.15838532062299,-6.36068519338148,1.18219827891302e-05,0.00019953303567747,3.40576257996946
"SCGB2A1",-2.34060310457851,5.78509694044978,-6.35542653625148,1.19330833430434e-05,0.000200663419673039,3.39633582361434
"RSPO3",-1.76202712614134,5.91027496840141,-6.35499625816803,1.19422219926458e-05,0.000200663419673039,3.39556432682194
"SPON1",-1.38031930023458,5.70959791697095,-6.35071383914569,1.20335750685351e-05,0.00020147948443638,3.38788444077633
"COLEC12",-1.43085461026317,6.2703489257185,-6.31822810927503,1.275075624991e-05,0.000209575257175658,3.32954165964035
"GUCA2A",-4.10169831190805,9.55507807437956,-6.29960337188156,1.31819120558483e-05,0.000213580015521934,3.29602532024753
"TMEM37",-1.39652096620705,6.965126139143,-6.27696447135113,1.37265553776797e-05,0.000219485056955835,3.25521936437433
"MT1E",-1.17955705262994,8.19504171495211,-6.27095511167695,1.38750339907219e-05,0.000221483169702745,3.24437553700192
"ITPKA",-1.11679647104402,6.84621897000701,-6.26073419806835,1.41314307725345e-05,0.000223782276938048,3.22592032187848
"TTC28",-1.4277586544252,5.79971403606162,-6.25822290805432,1.41951807210426e-05,0.000223782276938048,3.22138360377506
"RNF125",-1.73475263203962,6.01814441376002,-6.24150495418853,1.46272877881478e-05,0.00022940848690887,3.1911595180348
"ACVRL1",-1.33694588177461,6.52617646909592,-6.24015887792433,1.46626711191817e-05,0.000229772107488275,3.18872426105951
"GYPC",-1.47449431612517,6.8558543998035,-6.23954120951538,1.46789371823083e-05,0.000229787044415472,3.18760671956023
"TMED6",-1.13073065314034,5.3388883329509,-6.23514062128189,1.47953709158876e-05,0.000231082592513813,3.17964322535386
"C7",-1.95226821971471,5.07754621958413,-6.23375496065105,1.4832232688068e-05,0.000231274780556663,3.17713511060044
"DHRS9",-2.29891661629593,8.18303027181685,-6.23218098278157,1.48742203228805e-05,0.000231707379267605,3.17428580489842
"FAM107B",-1.12063380800609,6.32860326359388,-6.23152789539451,1.48916785275745e-05,0.000231707379267605,3.17310344616274
