"","logFC","logCPM","PValue","FDR"
"CDH3",5.76659930223863,6.57587667957774,2.77342320127918e-168,2.24668613328239e-165
"ETV4",5.29881251440286,6.88394779601341,7.78389953799622e-147,3.36872243977965e-144
"KRT80",6.65912174934307,5.37357481195349,2.27296442875937e-142,8.65177893949335e-140
"ESM1",5.53756296189263,2.8709162911176,2.48532569509972e-127,6.65414361739707e-125
"AJUBA",2.98058552963977,4.63342910763612,4.18791442399844e-122,9.38360144662288e-120
"MTHFD1L",2.35854530006316,5.66279556268349,2.43576754172681e-117,4.87045594593514e-115
"CLDN1",4.83698730108673,6.63438527699221,2.60981778983554e-107,4.12259867171372e-105
"FOXQ1",6.47092039898069,5.50398235841914,3.84426645086953e-106,5.92448341377176e-104
"NFE2L3",2.66627956157996,7.08155799330406,8.76581629021088e-104,1.25881106389378e-101
"WNT2",5.45425768530585,3.21006624962868,1.20433061099287e-99,1.50985781718642e-97
"GRIN2D",5.00404074942757,5.32285064400742,2.03590973968469e-99,2.51251939085384e-97
"CEMIP",5.21786718731475,7.19219897226962,1.26944971964207e-96,1.4583899997328e-94
"LRP8",2.87415559354175,4.55836128757744,1.03025493196637e-89,9.65841070196243e-88
"PVT1",2.82320338842615,3.88184066563456,2.04943739911774e-87,1.77878779533865e-85
"ENC1",2.01447426100195,7.38868290877736,2.37470989979978e-84,1.96913936651901e-82
"TRIB3",3.85613677955527,6.44171809665985,1.22095703583237e-83,9.74083223056874e-82
"SIM2",4.50112690806078,3.98119259721476,1.50417113359422e-83,1.19400197546839e-81
"MAFG-DT",3.05146868750187,2.57790596345254,3.24948120788122e-83,2.55375273135799e-81
"SLCO4A1",3.49258856929002,6.2765261664156,4.64179617010829e-83,3.63891479906281e-81
"EPHX4",4.4347707798578,2.95126460204334,5.29446730867907e-80,3.83642444227289e-78
"TRIP13",2.2170863372616,4.80197055230965,1.31598779469846e-79,9.47061558038918e-78
"SPTBN2",3.07317786479002,5.31631207179362,1.48645034197206e-77,1.01428565127264e-75
"GTF2IRD1",2.22537328937223,6.2442276758785,1.50783213108194e-77,1.02665820080327e-75
"C6orf223",4.57399133425565,5.31488139897899,2.4745368646039e-76,1.63895268686438e-74
"IQANK1",2.88496419409948,5.19251049196511,4.0621593095228e-76,2.65156609639987e-74
"KIAA1549",2.30125609510531,4.83386155681593,6.48771962862898e-76,4.18299033116888e-74
"FUT1",2.87475434553044,3.20498736118118,4.58441079967402e-75,2.87371607924804e-73
"BLACAT1",5.35187629238795,2.52890670601562,2.36172317480785e-74,1.44600620662218e-72
"MDFI",3.63945622376829,3.91549120850687,4.95363593426389e-73,2.95283434096602e-71
"CPNE7",5.78661485120878,5.01703452442201,8.78381328229273e-73,5.20651056336724e-71
"PDX1",4.71789605342668,4.26263217488103,2.74435778151891e-72,1.60560176650976e-70
"PPM1H",2.28617969057915,5.55904822031315,1.70666812615854e-71,9.78561998361646e-70
"OTX1",5.60843998644087,1.58340374727527,1.71695785412819e-70,9.60068132486228e-69
"DDX31",1.14474969491141,4.46364083186625,7.68423663691021e-70,4.15698780941617e-68
"TMEM206",1.54923202700754,3.49379002319075,8.03772464821246e-70,4.33337602066512e-68
"PLEKHN1",3.45692365068386,2.16380527042402,1.51858492259634e-69,8.10416443574089e-68
"NEBL",2.29718808250237,6.60819550060648,6.15057655563074e-69,3.21713849539805e-67
"DDN",4.52753170030827,1.80017732881912,6.7838256028689e-69,3.53665680315903e-67
"SALL4",4.92916363881911,1.95353735488999,8.79153732423102e-69,4.56827366257287e-67
"TEAD4",2.31977090696804,4.91940786629613,2.30366902016795e-68,1.17576438375066e-66
"CBX8",1.73375768305259,4.00277168952098,2.35217663055451e-68,1.19858574659852e-66
"INHBA",5.18874833661601,5.30842209777603,2.55124813324344e-67,1.26334768453856e-65
"LINC02163",7.20908097351907,-0.571908579957392,1.20235271854862e-66,5.86202614770162e-65
"LARGE2",4.50024670048126,5.44928672918812,1.34111711727766e-66,6.51844816710049e-65
"CGREF1",3.46518778978502,4.80765005767774,1.88012281346173e-66,9.09628178341445e-65
"OSBPL3",1.82736926002088,5.40414048360899,1.97928519758211e-66,9.54680263316206e-65
"KIAA1257",3.44172975783146,2.24430561461665,2.17085599160914e-66,1.04230780156394e-64
"SLC39A10",1.91030064230122,5.32574773052418,5.12309830675804e-66,2.42296474259591e-64
"LINC02577",6.42439663927565,0.847266434270063,2.53255553795486e-65,1.18359507560071e-63
"SPATA12",3.10159329031098,0.191801255894045,5.73583794194825e-65,2.64543544671491e-63
"ZC3HAV1L",2.12707257097599,3.01666301936267,1.06288833493646e-64,4.85257675804156e-63
"CRNDE",4.59696953946988,2.14313191174398,1.38440035975309e-64,6.29314540513373e-63
"CBX2",3.65846631659015,4.04027654568392,1.53422635782745e-64,6.96419731650039e-63
"SLC7A5",3.05575968430515,7.66474754299422,1.24021101761947e-63,5.54200660249672e-62
"ORC6",1.98724978490738,4.01588524590359,1.25232422544047e-63,5.58823153309898e-62
"EPOP",3.72418263692906,3.99949122799111,1.29827541250677e-62,5.66525070543184e-61
"POLR1B",1.20962631070001,5.44243790370311,1.75066214538244e-62,7.60779493247145e-61
"SNHG15",1.79754763769994,4.8369999654381,3.03039426670305e-62,1.30970240859028e-60
"AC007128.1",4.86371383214651,-0.00235820848143565,4.89699022241067e-62,2.10204636000843e-60
"SLC6A6",2.89517323193591,6.96726389816199,7.54516102978963e-62,3.22127395154248e-60
"SH3TC2",3.27849172057259,3.50194531728959,4.50688371342675e-61,1.88840818512323e-59
"PUS7",1.68364221532293,5.08354443267506,5.76093318947708e-61,2.40429540627674e-59
"AUNIP",2.1877962552824,2.51069759357198,9.82220036052837e-61,4.07277985523331e-59
"ELFN1-AS1",4.88599592103541,3.17492426620327,1.71126609353858e-60,7.0395871996308e-59
"VWA2",4.02680116981869,4.57659957562409,6.08904389888869e-60,2.47581935518134e-58
"HILPDA",2.36075173744662,5.06307785200179,1.01301847421882e-59,4.08739369808367e-58
"TWNK",1.52865171731173,4.9418325262838,3.35481459435958e-59,1.34162857569117e-57
"RIPK2",1.53823375467442,4.7999479785241,6.4591046221784e-59,2.55397362113244e-57
"XRCC2",2.10540690472238,3.21778480466271,6.73742016427892e-59,2.6606914406258e-57
"CEP72",2.00881625644497,3.46621508734725,7.05487378072982e-59,2.7825796174107e-57
"MRGBP",1.65921016965132,5.4243321929738,8.45492951202296e-59,3.32648303951857e-57
"RHPN1",3.34405376317504,4.85875719366669,1.06379635231175e-58,4.16979133481204e-57
"URB2",1.24339841636183,4.73006691420364,9.06758869859152e-58,3.46818801155692e-56
"TFAP4",1.47357990833021,4.92114357720029,9.87408358319561e-58,3.77209096304594e-56
"DKC1",1.49036138078681,7.27301293467942,1.40228610921638e-57,5.32481070294148e-56
"TMEM132A",2.5552300133802,5.39698443922356,1.45812388812332e-57,5.52356211000959e-56
"TGFBI",3.29818567316387,9.91939978656126,2.86459301873451e-57,1.07483476533111e-55
"PRSS22",3.63288041667537,4.68160148677435,3.3329429038396e-57,1.24612621492313e-55
"FJX1",2.88292047932041,2.40957806693388,5.46654365422739e-57,2.02943024286728e-55
"EVA1A",3.7917548837057,3.24989749283572,5.80317429943578e-57,2.14683472648799e-55
"HJURP",1.68901797134323,4.70401106997542,1.24424801003249e-56,4.57619643550133e-55
"COL11A1",6.32899381286337,5.35536143507151,1.78594351350297e-56,6.54562800720411e-55
"CDC25B",2.22316773263055,7.39258514149502,2.15941031436203e-56,7.88696532504506e-55
"TTC26",1.66192198026047,3.26668664311357,4.08537171612494e-56,1.48355343250041e-54
"CFAP157",1.9605391065196,1.79948469014183,8.27712392818927e-56,2.98515041396443e-54
"LINC02418",8.16959403206321,4.22300428163453,9.31904818354323e-56,3.35708881713434e-54
"CASC19",4.27706451114381,0.403388517796876,1.72587125895273e-55,6.14717595085611e-54
"RUVBL1",1.36801138105727,6.19441084029917,1.81735775683595e-55,6.45846834777484e-54
"XPO5",1.26880090445185,6.32658679826246,2.16390613761592e-55,7.66415769122194e-54
"CD3EAP",1.80363968584735,3.21983906382803,2.49336611254518e-55,8.81128809772258e-54
"ANLN",2.04439972611046,5.84742950387725,8.9346823767567e-55,3.11560066588162e-53
"BYSL",1.55020516010506,5.11870350128112,1.32273417970825e-54,4.58214264687749e-53
"SKA3",2.08396681429226,4.74402300365424,1.86975727097019e-54,6.45587338379904e-53
"TESC",4.62757261064021,5.86074366320841,3.096785995708e-54,1.06692213699458e-52
"MCIDAS",3.94224418743042,0.152203599804558,3.14593605982136e-54,1.08149682195796e-52
"CST1",8.32629074808007,4.84787343851783,3.35490483388923e-54,1.15208161322894e-52
"APLN",3.23507566980573,3.30500827837745,2.95825882083953e-53,9.90045242868467e-52
"UBE2C",2.12493615901405,6.50277758534382,4.22928554516246e-53,1.40352750239829e-51
"COL10A1",7.81476672407064,4.71564465294951,4.65366737484523e-53,1.54274200811632e-51
"FAM89A",1.77246264588449,3.55314626010967,4.80335213409385e-53,1.58902936096782e-51
"LINC00659",6.06429663516896,0.573790918925808,4.85996776776878e-53,1.60607700509539e-51
"ATP11A",2.20590677676144,6.58037647805569,5.18089226333485e-53,1.71034408856361e-51
"ACAN",3.25626021286085,3.33071607829552,5.24251982831359e-53,1.72707955094798e-51
"SPERT",7.01343421579273,-0.15273602246508,5.51214605492635e-53,1.81401281576342e-51
"AL109615.3",4.48539895845665,1.07134141893391,1.12885853173396e-52,3.68049820361931e-51
"TROAP",1.94597652525565,4.7410031265544,1.63874408838476e-52,5.28294305962652e-51
"CNTD2",4.86163345515695,2.3882827435984,2.13512693697621e-52,6.86216330822884e-51
"KAT2A",1.58715176924214,6.52088369352381,3.07614797376105e-52,9.82656652528138e-51
"IGFL4",5.53908413812641,1.28328612720689,3.26070929733706e-52,1.03846359708437e-50
"CCND1",1.65488836033189,7.86797368672181,3.99233588205432e-52,1.2663641317444e-50
"LEMD1",6.10882825979768,2.01959604809038,4.60186010821299e-52,1.45386566398773e-50
"SOX9",1.91532541931493,7.96374858576368,7.39372338938477e-52,2.31277131723597e-50
"IQGAP3",1.92596398077312,6.13578222683773,1.1044825626819e-51,3.43106367775902e-50
"ATG9B",3.55074990155443,2.59153370407065,1.20990807013529e-51,3.75118995679922e-50
"C2orf70",3.3146437257443,2.44757128955935,1.28344248177932e-51,3.9713808351473e-50
"TPX2",1.88528099544688,7.07516082965825,1.51779645356889e-51,4.68278743726583e-50
"RBM28",1.1198518382683,5.32672754522007,1.93684622502833e-51,5.95820669788901e-50
"MMP7",7.03124091102748,6.09249611715289,1.98110489018298e-51,6.08842867661002e-50
"RFC3",1.80538309192909,5.23210344887169,3.02725026658042e-51,9.23165228494934e-50
"PDCD2L",1.5240847810214,3.51615815859565,3.43894062965316e-51,1.04467741646762e-49
"MET",1.79844916260977,7.37246462891728,3.66357648859076e-51,1.11184795392937e-49
"SMOX",2.3364262454753,4.6972185637431,3.75722351247271e-51,1.13808209424305e-49
"CSE1L",1.57876337438748,7.55254527539672,5.10301072711103e-51,1.54276954929779e-49
"EGFL6",3.49024959375491,1.90804877262196,5.11180688704938e-51,1.54395138606645e-49
"SOX4",1.71975713432488,7.34251361287823,7.19484019883333e-51,2.16276485634388e-49
"KLK6",9.32036363522408,4.81679568890492,1.1274869910695e-50,3.36361628978836e-49
"NOP2",1.44183136245002,6.11406180857907,1.3034482209986e-50,3.88122899585381e-49
"QSOX2",1.28281103300065,5.07994941168703,1.3049451933846e-50,3.88202763602634e-49
"SNHG1",1.7358573696398,5.6830431692145,2.274049823801e-50,6.70187090329711e-49
"S100A11",1.89407488509567,8.75763945142626,3.69589729447406e-50,1.08315847146864e-48
"B3GNTL1",1.54657217861565,2.93916022457504,4.44409717150208e-50,1.29881925938266e-48
"MMP11",4.45853231920671,6.93854296066044,5.93153920943482e-50,1.72396612919664e-48
"PRR7",3.61505528493007,3.59642205791775,5.97857108016437e-50,1.73444440895898e-48
"CCNO",3.04817371226889,3.34155949835911,6.18713108768936e-50,1.79001861221035e-48
"NKD2",4.37683035450018,4.76665853508975,9.51054936080083e-50,2.73649167537141e-48
"CYP27B1",1.94657379900782,2.06946499475212,1.93301295981771e-49,5.50673385387924e-48
"FAM222A-AS1",3.54837452526662,0.137711586789666,2.37830312670289e-49,6.75091919873535e-48
"PERM1",3.12551495040792,0.710988722104419,3.03760840802295e-49,8.58382490471101e-48
"SNTB1",2.26569286303647,6.02360336529747,4.5416108113883e-49,1.27881560039385e-47
"ZMYND19",1.42700931860048,4.85691521574275,4.57010235624076e-49,1.28569228620404e-47
"TOMM34",1.83862217946304,6.60830195453192,5.05682287512969e-49,1.41757058645938e-47
"GTPBP4",1.09350346436972,6.17246664866499,5.44518662189991e-49,1.5237358808298e-47
"EXOSC2",1.1058032236773,5.07868485445767,6.93115458459148e-49,1.93612702732979e-47
"GABRD",2.88098900007736,0.662556225177848,7.34284851218027e-49,2.04931636965823e-47
"NKRF",1.42097849346481,4.19734945723151,8.83408680284147e-49,2.45682486234305e-47
"RTKN",1.23477570813568,6.33055500844981,9.37376396507781e-49,2.60462027219616e-47
"AC123023.1",5.70007467075271,0.015489755716597,9.59058350014212e-49,2.66252464428814e-47
"CBFB",1.30672342060079,6.02363755633917,1.10428746598633e-48,3.05496969465026e-47
"TMEM41A",1.0435825397401,5.39171332675904,1.37519201670259e-48,3.79113799159556e-47
"TRIM29",4.01108965811261,6.52502194106219,1.63565035856569e-48,4.49739789192043e-47
"TNFRSF12A",2.23023452048228,5.85048870771407,1.8628672064931e-48,5.11325487877815e-47
"TGIF2",1.90742102768778,5.39881673342402,1.98616368419516e-48,5.44695045788e-47
"TEX10",1.00499667575787,5.14291529626246,2.03482620430881e-48,5.57556498462517e-47
"DUSP14",1.63424658275489,3.9695351248159,2.10890394660188e-48,5.77353573526803e-47
"AC007128.2",4.88855194984095,-1.65130164837273,2.18731486558553e-48,5.98301632454057e-47
"ANKRD13B",2.40747425101904,4.21163914306197,2.86519097464567e-48,7.82368007450134e-47
"POU5F1B",4.70095635714559,3.10979181750587,2.93141625312402e-48,7.99760221804381e-47
"AC007099.1",6.92913507443335,-0.134049570255715,3.15024630317686e-48,8.57980443588504e-47
"CBX4",1.60281408147139,5.39706319270564,3.51295272002983e-48,9.55118031703119e-47
"ZNF121",1.63053492357118,5.39359096205306,3.63988014528945e-48,9.88776727688131e-47
"PLUT",5.11217839768971,-0.88527859609551,4.04962871686062e-48,1.09819673864187e-46
"KIF18B",1.81085204350157,4.57863595133303,4.24233345939142e-48,1.14848364166712e-46
"STPG4",5.01671670997719,0.50541957562166,1.00494826369241e-47,2.69062122837578e-46
"STRA6",5.76242224548822,3.77397852632853,1.12798451002862e-47,3.01492509520594e-46
"DSCC1",1.86864549553302,3.92301513127999,1.19657207008225e-47,3.19284640288078e-46
"SNHG16",1.27518861567501,4.82448830671296,1.33112652729987e-47,3.54888441999871e-46
"PAQR4",1.83286981928633,5.06221257750728,2.0629318638759e-47,5.46583714697092e-46
"VPS9D1-AS1",2.63584318545577,3.72366538441086,4.60169740168114e-47,1.20348862592146e-45
"METTL1",1.36860109431856,4.54945045687151,4.61127499440732e-47,1.20499595449388e-45
"UTP4",1.15867711672699,6.01277364774114,4.97281058441263e-47,1.29839673382932e-45
"EZH2",1.27684890462474,5.19230950883731,5.86630510657447e-47,1.52664066912691e-45
"MACC1",2.29256200166762,6.14258541976398,7.29264868874892e-47,1.89004634966074e-45
"ADAMTS12",3.37346962450886,4.46360206345306,8.1073258341087e-47,2.09774565992626e-45
"FEZF1-AS1",8.37052921381101,2.23932879749044,8.88146809941466e-47,2.29242011164058e-45
"LINC01605",3.20684922424146,1.37868865951757,1.12824075647403e-46,2.8979276601044e-45
"GRHL3",3.95878404871393,2.47911936037866,1.21327337157983e-46,3.1087547143813e-45
"WDR66",2.57019632621527,1.62200160859665,1.24785032825453e-46,3.19217290854618e-45
"ARNTL2",2.22314343406811,4.74573927781653,1.50545284394546e-46,3.84182323899587e-45
"PSAT1",2.73300385344265,5.9428131116996,1.60254030808289e-46,4.08628377346754e-45
"KRT23",7.37331136093087,6.24742315879682,1.77929725239826e-46,4.52239244529512e-45
"LRRC8E",2.4275476327129,0.235319947528871,1.83226731941994e-46,4.65328146482591e-45
"CCT6A",1.15097075426331,8.17765320270535,1.90688681794397e-46,4.83889760958264e-45
"DDN-AS1",3.18434499306184,0.24839182819395,1.99115099920589e-46,5.04462177368979e-45
"DCUN1D5",1.39793718842134,4.82481158503406,2.04128347217042e-46,5.16748948207373e-45
"FXYD5",2.11447770661564,6.91405202764945,2.5929477626609e-46,6.54305101164104e-45
"KLHL35",3.8481991582299,2.74483823297825,2.6809572598407e-46,6.75973525220648e-45
"FBXO41",2.0438952893316,4.44236559473608,2.69562870724107e-46,6.7858962348898e-45
"CMSS1",1.44407449743422,4.81231125172605,3.16354244246567e-46,7.95746786503327e-45
"GRAMD1A",1.61652557548835,6.45543605782258,3.30143678922391e-46,8.29112022908991e-45
"FTSJ1",1.21046089167288,5.65266209328863,3.3449342236417e-46,8.39368601489374e-45
"PABPC1L",3.14617289555801,4.83275188347805,4.29149053698694e-46,1.07518684008746e-44
"PPAT",1.54330549507384,4.70792823489042,4.94915064123261e-46,1.23701357759859e-44
"DBNDD1",2.48472043350917,4.63991253484227,5.41225079011871e-46,1.35169359061044e-44
"WDR43",1.17554989479715,6.22204248802119,5.9853621015375e-46,1.49364569410643e-44
"MAPK15",4.25434575076339,2.83233244000925,8.10457560282146e-46,2.01771360929818e-44
"ASCL2",4.06964061087258,6.97413822894511,9.0173709011782e-46,2.24143036098287e-44
"EME1",1.71192967193983,2.22351501772309,1.00233937817239e-45,2.48562856943486e-44
"LINC00460",6.66789733461767,1.01728004399739,1.32339611868064e-45,3.26896431411082e-44
"CTHRC1",3.77966239814059,4.94847312045026,1.38810237076037e-45,3.42611860933065e-44
"C2CD4A",4.27475738818913,4.68574951925672,1.57440085825403e-45,3.8738353827741e-44
"TTLL4",1.16682199538489,5.14945493070535,1.73791594484854e-45,4.26619879142191e-44
"SNHG17",2.20382749493063,5.67721131017868,2.75328291751064e-45,6.7325439019283e-44
"SMKR1",3.97321402591471,0.955457067423293,2.75946637074246e-45,6.74244555691157e-44
"CELSR3",2.75050102492395,4.55831740104472,3.17822696586761e-45,7.74766392998885e-44
"DDX56",1.09141883775991,6.59989657634211,4.03140684076706e-45,9.7897183951079e-44
"MSX2",4.66287905145731,3.78673512884131,4.04050322311867e-45,9.8009673552403e-44
"MYC",1.95882778464374,8.21622887221064,4.04224368178967e-45,9.8009673552403e-44
"ENTR1",1.21762693400255,5.76220030241134,4.85843064755626e-45,1.17618696895207e-43
"LINC01977",3.88999498334495,-0.419585873086922,4.94597314749631e-45,1.19646347357466e-43
"RPGRIP1L",1.26285452828117,3.29115241959247,4.97906088425972e-45,1.20354606362982e-43
"SCLY",1.43355747475266,2.43076146041106,5.93345032200158e-45,1.42768846932975e-43
"ACTR3B",1.28091402500525,3.46881709367319,7.98834180443044e-45,1.91338652484739e-43
"AC005089.1",4.31205098388344,-0.14924469259178,1.09006025842248e-44,2.59715488268034e-43
"CST2",6.14539678974847,0.903200525097106,1.20806961957383e-44,2.8739867086744e-43
"DDX55",1.09689821699259,4.62687933949142,1.47533914518242e-44,3.49141495234069e-43
"PYCR1",1.77767166522483,7.00280099363744,1.56736384500101e-44,3.70641661340695e-43
"ZSWIM4",1.45802024398063,4.29754119452856,1.70058401765447e-44,4.00944409475803e-43
"RNF183",3.36152995441493,2.41424130644218,2.94246637207775e-44,6.90136155108036e-43
"DDIAS",1.90351707448603,3.319434520442,3.36832885883996e-44,7.88263804720969e-43
"BTBD16",3.51181275091574,0.416792143299853,3.42688464404177e-44,8.01373549661079e-43
"SFTA2",7.10882676941842,1.66306071599333,3.79176741850753e-44,8.83431475316435e-43
"GARS",1.22468071757075,7.45054385760512,4.16150940790107e-44,9.67436105399695e-43
"AC055717.2",7.33386351967571,-0.206522176090222,4.78542450732135e-44,1.11002875521148e-42
"ZNF692",1.63745051191612,4.61806198014509,4.80534421002974e-44,1.1138315453226e-42
"WNT3",2.42967951983999,1.89313683445081,5.16310285856048e-44,1.19587909538491e-42
"IARS",1.09723057785688,7.52548307851819,6.88299202089056e-44,1.5919060535578e-42
"XPOT",1.34288373747295,6.83888891430268,7.68485086120963e-44,1.77476237761839e-42
"CCDC78",3.61026128146255,1.84668210031834,8.49579533782221e-44,1.95632406784123e-42
"RRP12",1.38261153297086,5.98919421041516,8.53765834506269e-44,1.96453197447608e-42
"KCNJ14",1.99316132662954,1.40947257431176,9.0096191820048e-44,2.06861118326365e-42
"AL590708.1",3.21854630435362,-0.0863585259896785,9.0641496388663e-44,2.0796200402375e-42
"HAGHL",3.56038387004541,3.55022308046236,9.14863779231583e-44,2.09596021590017e-42
"ADAT2",1.52359486226493,4.05126233238387,9.45171448901495e-44,2.1638262018221e-42
"TCF7",1.97876964395116,5.83291918634499,1.07427654952603e-43,2.45405777506695e-42
"CAD",1.43574856421567,6.73090246129591,1.23929357154716e-43,2.82897411892264e-42
"PUS1",1.57651640607965,5.62431471894943,1.55184533006281e-43,3.5271546411996e-42
"MCM10",1.69771539508595,3.7970268123593,1.70917416433037e-43,3.88195106928033e-42
"TNS4",3.41363834882199,7.07330662624086,1.76656174515775e-43,4.00940985738281e-42
"NCAPG2",1.29296054001462,5.43687637245272,1.82163480864662e-43,4.12847263339833e-42
"AL391845.2",4.72468171186715,-1.3848472219851,1.86036676974306e-43,4.21323063487402e-42
"FOXP4-AS1",2.38742773617067,1.3407355965462,1.93518454632206e-43,4.37639838024001e-42
"UCN2",4.47163446936076,-0.615212038349938,2.14029432881228e-43,4.82987990929759e-42
"SLC4A11",4.10294512866237,3.15091591526547,2.21927385304057e-43,5.00453382149256e-42
"PRELID3A",1.90151923774885,1.84035262019243,2.29753526500795e-43,5.17363019439744e-42
"POLR1C",1.30457816108824,5.40993689156195,2.61742618541386e-43,5.87303590026846e-42
"TMEM147-AS1",1.82911594536106,3.37080914403537,2.69231194636444e-43,6.03249725684339e-42
"MEX3A",2.90212430124314,4.05957149623955,2.84003586144435e-43,6.35898320131901e-42
"SPRY4-AS1",2.97018274270689,-1.26499200781853,4.66652991297791e-43,1.03750654145469e-41
"MFSD12",1.60775924767162,6.0756954333582,4.74042715432351e-43,1.05319490215572e-41
"WDR75",1.09409196300642,5.57169400331091,5.89637023422771e-43,1.30817433153059e-41
"TIMP1",2.00704336838281,8.21923301277153,5.91678314548155e-43,1.31178196431718e-41
"C5orf34",1.51168482671789,2.08240948418239,6.56302139958224e-43,1.45403601035765e-41
"SAPCD2",2.02426812623344,6.28604406737441,6.73387838197155e-43,1.49084386630432e-41
"TLX1",4.06723635380921,1.9044535230796,6.79763065564375e-43,1.50285196153781e-41
"OXTR",2.77480122390583,1.24579911733267,8.40189226370613e-43,1.85234460772692e-41
"KLC3",5.67272789881937,0.138836702668921,8.53053857419633e-43,1.87939543357451e-41
"ECT2",1.77780800009412,6.49235401750621,8.68994612829373e-43,1.91318096188978e-41
"RNF43",2.31576636801402,8.13808732286008,9.59028962991643e-43,2.10553176009694e-41
"LINC00858",5.82580004860531,0.695194327039048,1.19397810328718e-42,2.61047406347072e-41
"SETD6",1.03864066679141,3.99552245182452,1.28965390892604e-42,2.81381463706495e-41
"CD44",1.31538901897135,8.42586985171646,1.29403280482379e-42,2.8214201796272e-41
"LINC01811",6.16987656773751,-0.551655082923998,1.47584622138944e-42,3.20676820305065e-41
"KIF20A",1.52978190772015,4.74784025258657,1.83721672251508e-42,3.97828566925421e-41
"MIR4435-2HG",1.52695665726005,3.92342921679128,2.83731660615331e-42,6.11455276522522e-41
"E2F1",1.86039535912056,5.1235735209443,2.85648957913505e-42,6.15167520610864e-41
"FAM227A",2.30374893968752,1.28081450397189,3.21982060947524e-42,6.91528161217887e-41
"SLC12A8",1.15632590477099,4.55663689034676,4.01615595517342e-42,8.5963695861649e-41
"WDR62",1.83668044879752,4.09515216215708,4.15672378859594e-42,8.89122374090125e-41
"NME1",1.69607491031519,6.32894137282968,5.00197154898611e-42,1.06631097940026e-40
"SCD",2.31551934759534,9.03350667787009,7.52666131117086e-42,1.59804980378912e-40
"PRDM12",2.70300657522396,-1.44130774658549,9.18649513857692e-42,1.94263012659344e-40
"PRR36",4.05358152890488,3.21794017561819,1.11515047067417e-41,2.35500994786158e-40
"CELSR1",2.268992190698,5.44013139635678,1.11957799676961e-41,2.36278073827269e-40
"XPNPEP3",1.09266861227173,4.51103316975198,1.57198613962498e-41,3.30430859009795e-40
"VEGFA",1.52990984638165,7.47601343072521,1.78449107127586e-41,3.7435210102801e-40
"HAUS5",1.20871271539121,4.4718197814271,1.92122449262268e-41,4.02501627290639e-40
"ULBP1",3.82256880931158,-0.0597104241304911,2.27325843246473e-41,4.74993741116787e-40
"TXNRD3",1.18105430766279,3.1026619059365,2.52775677983324e-41,5.27473051157673e-40
"UBE3D",1.25158272931951,2.67392333361139,3.11238396050899e-41,6.46479595426433e-40
"PBX4",2.01647770399326,1.92031337553839,3.3029794268927e-41,6.83372816200532e-40
"WDR4",1.55148198884785,4.59613074614284,3.33604416804e-41,6.89310944413916e-40
"TBC1D24",1.00294830611802,4.00315797555462,3.84402703369247e-41,7.92717663677847e-40
"RHBDF2",1.54377076849174,5.64284192226186,4.0977066688276e-41,8.42282672662787e-40
"CCNF",1.459650473464,5.12980860840718,4.13712105734448e-41,8.49831375583123e-40
"RCL1",1.0436399986177,3.9992395464852,4.3957874904485e-41,9.0237890958895e-40
"PLEKHA8P1",1.63377200137435,1.63391983722593,4.71442329860954e-41,9.65906454429126e-40
"AC124067.2",3.49638971803806,1.67946753657847,4.76105571592742e-41,9.74828472023946e-40
"GDF15",2.983313465586,7.591347925114,4.80655225101637e-41,9.83506510792488e-40
"RAE1",1.37283194241196,6.04837249552684,5.07523639720407e-41,1.03781193201856e-39
"ZNF473",1.02686529203823,3.82330446208414,5.47068818716784e-41,1.11795247022764e-39
"STRIP2",2.39497254779447,2.8864739169401,6.3877276571293e-41,1.30282427289662e-39
"SMYD5",1.10053241895104,5.42008226116571,6.53179542265515e-41,1.33134846959964e-39
"LINC01705",6.57640427229239,-0.646974885368646,9.61922928824282e-41,1.954342835392e-39
"FIRRE",5.65149055004786,0.762361769467695,1.06195392967611e-40,2.15480478485917e-39
"COL7A1",3.25479539027825,5.25491200659858,1.20081163250041e-40,2.42876068537679e-39
"C19orf48",1.90588747491295,6.90001217951191,1.26681384771856e-40,2.5606173954557e-39
"GAD1",5.21839890066089,1.78250945960738,1.57068199565564e-40,3.1647038449457e-39
"SULT2B1",3.11263968430493,4.76523517411595,1.64993118983394e-40,3.31803157736624e-39
"TOP1MT",1.86331231220285,6.18723438057786,2.98543235352121e-40,5.97710800664104e-39
"FANCA",1.40804244792232,4.73930942411545,4.2848383341528e-40,8.55154121862852e-39
"RECQL4",2.26442920151182,5.57318967043762,4.51632406880176e-40,8.99648337362258e-39
"DIAPH3",1.62193359472334,4.30090450834919,4.83972376225549e-40,9.62249168161973e-39
"WDR74",1.2213365434097,5.25422123172521,4.97109475220379e-40,9.87747147838832e-39
"AC026369.2",2.66985006027414,-0.941765846582864,5.15412573966678e-40,1.02218640610981e-38
"E2F7",1.86980704661868,3.06005559407978,5.60807558654797e-40,1.11012488725445e-38
"C17orf53",1.46276388543422,2.91052622436265,5.69768204141369e-40,1.12715634774191e-38
"TMEM97",1.57143038166406,6.23416567707122,5.73553930445957e-40,1.1339355021639e-38
"GRHL1",2.36323444754533,2.64563946016221,5.95011775643398e-40,1.17562270343351e-38
"UHRF1",1.87837380214854,4.6902201821692,6.2688803225051e-40,1.23630143678336e-38
"AL049836.1",3.41515703561787,0.28978375980838,6.27406066260701e-40,1.23653398948062e-38
