"","logFC","logCPM","PValue","FDR"
"SPRR2C",3.11027238890569,-3.57545463176212,5.34731099443183e-05,0.000101665521000833
"LINC02050",2.4599967617423,-3.42998640540993,5.35706749096966e-05,0.000101832631312999
"RN7SKP237",2.49703072778016,-3.09486770933971,5.36391267130328e-05,0.00010195661694512
"POU6F2-AS2",2.40661969966686,-2.04764075445827,5.37075320457741e-05,0.000102080499333542
"VSTM2L",1.45630167541614,2.45177430330844,5.37341864604618e-05,0.000102118873486849
"RNU6-60P",2.92382244026433,-3.65663938750607,5.38195483411817e-05,0.000102274946811606
"AL445483.1",1.11647856791222,-2.61609522421349,5.38590943717761e-05,0.000102343941326087
"CCDC155",1.71928836193696,-3.03676940593777,5.40574324039858e-05,0.000102714648579968
"AC012441.2",1.36649326716624,-3.27890263813182,5.42480314072391e-05,0.000103064408939137
"AC027288.1",1.69607592874495,-2.81165115113833,5.45065924368288e-05,0.000103536963375224
"AC010524.1",1.51046835427868,-3.05666050500738,5.48137017328687e-05,0.000104095292068197
"AL356273.1",2.40176451171766,-3.47056044318668,5.51056166885341e-05,0.000104630791997167
"CBS",1.3386520942146,-1.53384200322036,5.54099056372461e-05,0.000105176949579279
"ITIH3",1.82151776656693,2.06993996342473,5.59222550521498e-05,0.000106098474889657
"AC022079.1",1.47288779959951,-2.96601534312362,5.60997354955752e-05,0.000106428808233454
"RN7SL273P",2.42072185094693,-3.61907245312861,5.61219926398091e-05,0.00010646463993452
"ZBTB20",1.18411267686853,0.750378902476336,5.61962554231932e-05,0.000106599117237163
"AC036176.2",1.62566443679978,-3.25232143304266,5.62043485571043e-05,0.000106608068201525
"AP001625.3",1.12271393922072,-3.65143575005378,5.63013065720207e-05,0.000106785566340268
"AL139128.1",1.19347530630599,-2.67872416025425,5.63844319391925e-05,0.000106936808635785
"RAB40AL",1.60937958222268,-3.14198313636921,5.65094686071496e-05,0.000107154651083709
"AC005086.1",1.66218865204408,-3.45788078374265,5.65354423149374e-05,0.000107197469034679
"NANOGP2",3.02137452002898,-3.35297986345486,5.65889854020802e-05,0.000107286114726831
"AC044840.1",2.61024581369934,-3.08671559971681,5.6669035219296e-05,0.000107424986780464
"SNRPEP10",2.63525219700893,-3.50782706175355,5.67122947303115e-05,0.000107500541634051
"AC022101.1",1.10181886449092,1.18871466687194,5.68241528165989e-05,0.000107693188958297
"RNU6-1043P",2.41140805221524,-3.5786777845368,5.68991599068384e-05,0.000107828874028957
"AC006539.1",1.19884666209539,-2.91710930266719,5.6996318640622e-05,0.000108006519602517
"AL845321.1",1.80293021761289,-3.28461571394014,5.71055242957976e-05,0.000108193992748254
"AL162724.1",1.71779862703904,-3.15338338191465,5.73660520034754e-05,0.00010866804658507
"AL390961.2",1.59947747002577,-3.44393524555817,5.78892259381218e-05,0.000109593379378181
"AL132655.1",1.7584975728661,-3.20233084867629,5.79465822294936e-05,0.000109695390519288
"AC027335.2",2.65975527076176,-3.48518664360991,5.8001810169185e-05,0.000109791998906822
"FLG2",2.65879577352929,-3.38339385259117,5.83279411241474e-05,0.000110364415400083
"AL445248.1",1.35674715852669,-2.70988740606893,5.8340680370088e-05,0.000110381908907186
"SUMO2P19",1.10772733442705,-2.63038160689243,5.86155590475565e-05,0.000110888704011344
"CDC42EP3P1",2.56028676355008,-3.4108401383353,5.86494602954698e-05,0.000110946194785628
"ERVW-1",1.55038135596789,-1.29178150649688,5.87146511127765e-05,0.000111049567325548
"OR13Z2P",1.18310761894625,-3.2323079858177,5.88133476492431e-05,0.000111222919447057
"AC131532.1",2.25204554398551,-2.41126176914638,5.90820878531562e-05,0.000111711077954681
"AC002543.1",2.41330523194464,-2.46261465534094,5.95837021764609e-05,0.000112625816851797
"AL583722.4",1.49369849766727,-3.21105758633566,5.98490612668387e-05,0.00011310710011385
"PTCHD3P2",1.59648466893173,-1.6516151792123,5.98845891984721e-05,0.000113153936994457
"WDR38",1.63494523985543,-2.76643478824814,6.00259793953693e-05,0.000113400751482264
"XIAPP3",1.52674978205468,-2.43551381308355,6.02948483431979e-05,0.000113874649910728
"AC078778.2",1.08847022661789,-2.58455776778249,6.03104115440213e-05,0.000113897234258489
"AL356272.1",1.72323021737604,-3.52656170572904,6.03570684657371e-05,0.000113971720999225
"RN7SKP69",2.97430471919961,-3.4012975363841,6.07167746420256e-05,0.000114637247431155
"LINC02470",2.56811056726785,-3.27583538335787,6.1261797690172e-05,0.000115624826717582
"VTI1BP2",1.24806370105015,-3.56932632284134,6.17405384717515e-05,0.000116465776924889
"AL450226.1",2.5754822794826,-3.46023211417528,6.20250203570004e-05,0.000116974478757087
"RN7SL16P",2.65329532893588,-3.4268398964092,6.20331466839087e-05,0.000116982821177385
"ZNF969P",1.75459055450242,-3.58961335189597,6.21773583637826e-05,0.000117240780828826
"AL035658.1",1.77751673184174,-3.5206383835913,6.21852529166688e-05,0.000117248668858696
"KRT14",3.02610016744022,1.87268424027605,6.23350910485274e-05,0.000117517157864669
"FO680682.1",1.4388475049453,-3.17532910493304,6.23746140144184e-05,0.000117584651862135
"AC097504.1",2.90934835045684,-3.58387646228348,6.25159658859768e-05,0.000117830026860498
"APCS",5.80763706720606,0.449570035323043,6.26165731822503e-05,0.000118005571256671
"TXNDC12-AS1",1.64175552429846,-3.41456972864595,6.26281204789456e-05,0.000118020292889432
"RN7SL505P",2.24282577541443,-3.58892089940736,6.2725730586146e-05,0.000118190135767168
"LINC00102",1.88252114937475,-2.96642360363746,6.27490405688459e-05,0.000118227006124257
"HSPE1P7",1.12983703251071,-3.57024979902616,6.29051155611204e-05,0.000118499869770585
"RNU6-577P",1.68628188873876,-3.42996434846239,6.29426009890363e-05,0.000118563414801253
"GABRR1",2.02044894165448,-0.959006059883481,6.30426474237168e-05,0.000118744789844243
"AC123768.1",1.4373720585571,-3.66263025549284,6.31795702241234e-05,0.000118995598073848
"RNU6-130P",2.08795978275918,-3.25963285048073,6.32512016134789e-05,0.000119123410585671
"GLYATL2",1.35276774923604,-1.60155450241077,6.33333541278888e-05,0.000119268498770922
"AC020983.1",1.35355778955064,-2.94946377025768,6.3632263889737e-05,0.000119783954779745
"HMGB1P37",1.0972825371552,-2.33684790769408,6.38718613331168e-05,0.00012022781905965
"IFNK",3.33010643101381,-2.61560616364846,6.39645110709985e-05,0.000120387870741455
"AC012555.2",3.10195172652437,-3.24987743580321,6.42019931487612e-05,0.000120813244954959
"RPL7P39",1.55705742828323,-3.57394741214906,6.42643224587157e-05,0.000120923331711626
"AC120042.1",1.24368183034064,-3.48832121387654,6.45000469150063e-05,0.000121330752139672
"ASNSP1",2.265263887678,-3.33389007528261,6.46034280834995e-05,0.000121517986630269
"RN7SL342P",3.12777384499073,-3.50474463567109,6.47373106246847e-05,0.000121729843211816
"SNORD8",2.41955497483444,-3.4377408490011,6.47391772115638e-05,0.000121729843211816
"TF",2.22241353584646,2.96289907280043,6.47818035782349e-05,0.000121802744774574
"AC012568.1",2.93855364099061,-3.23503090497464,6.50064080444953e-05,0.000122203227975112
"GAPDHP58",1.2584485043172,-3.37420769902083,6.56692487302546e-05,0.000123405220981141
"VNN1",1.37921031926799,3.71345357021191,6.57712449085161e-05,0.000123560143925477
"AL033381.1",1.45663110691936,-3.3736692477326,6.60801898358228e-05,0.00012411839699662
"AC008534.1",2.62008717412184,-3.55985647906016,6.60953560327142e-05,0.000124139503188963
"AP002812.3",1.19308109829074,-2.99582371418389,6.62788178372406e-05,0.000124469279672588
"AL590128.1",1.989264555633,-3.62817580192519,6.65194874964189e-05,0.000124869291056112
"MIR6739",1.08495584988091,-3.34785999472992,6.65441209765446e-05,0.000124900689995958
"RN7SL783P",2.87986135138355,-3.74547340951212,6.68158579116698e-05,0.000125380933654276
"PRSS45",1.6764929594482,-2.55075107104646,6.69407297045272e-05,0.00012560779673072
"LNX1-AS1",2.46994957871737,-3.17362784337003,6.70383319451082e-05,0.000125775997454825
"KRT18P60",1.35909847273265,-3.36371837835066,6.74542159016503e-05,0.000126526215221804
"KCNK15-AS1",1.35785204296563,-1.78167288005294,6.75314129109374e-05,0.000126663496087345
"AL513475.1",2.9737869548412,-3.56426382960399,6.76759674608724e-05,0.000126919555977166
"OR2B6",1.15556446265572,-2.83113248931913,6.77086426818706e-05,0.000126968434002064
"RNU1-87P",2.92086337583524,-3.60666142392075,6.79657487854078e-05,0.000127419314226301
"AL117382.2",1.77415192375454,-2.17098911943647,6.79666471478375e-05,0.000127419314226301
"RNU11",2.03382479170886,-3.10280521180168,6.81403626022134e-05,0.00012773740436075
"AL139132.1",1.4511777214065,-3.40038415984366,6.85995860517552e-05,0.000128567759514332
"CD164L2",1.02808461905374,-1.12250131276583,6.87020790857556e-05,0.000128744574681551
"AL359095.1",3.16475339630983,-3.48036325332331,6.8708872871063e-05,0.000128749669075652
"AC018892.3",1.29765340169965,-3.50562148404379,6.87542759768158e-05,0.00012882710639556
"AC006518.2",1.83969973171485,-2.67612311219384,6.90262743391944e-05,0.000129321418798444
"AL136982.3",2.26739199284911,-2.92024945319065,6.92448862915329e-05,0.000129707914894367
"LINC00452",2.22609468196692,-3.37519677138724,6.92495450050694e-05,0.000129708950930525
"CSNK1A1L",1.60476697536531,-3.23425682636509,6.95652133516879e-05,0.000130284770017184
"RN7SKP296",1.57648373632226,-3.52072394935652,6.95869990645365e-05,0.000130317845965969
"VTRNA1-1",3.37976687432042,-1.91406187813382,7.08852625027519e-05,0.000132678363543423
"AC099804.1",2.16847793529018,-2.63115724677931,7.09859317009094e-05,0.000132858918259883
"OR1H1P",1.67453560704763,-3.42971935199808,7.10052665559713e-05,0.000132887233357195
"AC104964.2",1.52325214147091,-3.51313310682432,7.12150811132474e-05,0.000133248330329335
"SLC25A5P2",1.21408342864984,-1.97589017336162,7.16840871073575e-05,0.000134094106458804
"RNU6-834P",1.28977407016741,-3.57020929061125,7.19712791564361e-05,0.000134602881053625
"LINC01287",1.22061821597037,-3.17949488432849,7.19731101712052e-05,0.000134602881053625
"AP000654.2",1.47743642127115,-3.58088636565536,7.21175623792226e-05,0.000134858590463329
"AC018410.1",1.64754596993845,-2.76914277495947,7.21183770416844e-05,0.000134858590463329
"VCX",2.1493713489499,-3.69166095903677,7.2511044616368e-05,0.000135560768836317
"RPL21P42",1.41642963765983,-3.56927841690032,7.2596057155571e-05,0.000135704032978404
"AC025186.1",1.64435581573196,-3.42291221755555,7.2858173274486e-05,0.000136161388243764
"AC092953.1",1.54883907612784,-3.38130737301056,7.29757183493016e-05,0.00013637299596649
"AC103769.1",2.0115029747365,-3.41408154913025,7.314693624311e-05,0.000136668706412477
"RN7SL709P",2.28488436058838,-3.71224316967466,7.33171715906261e-05,0.000136970575487118
"AC138123.2",1.68737054157331,-3.3901647643856,7.33405843988404e-05,0.000137006213511859
"AL035634.1",2.86621829730363,-3.12513522515239,7.33964677473277e-05,0.000137094395503212
"MTDHP4",1.56772060237915,-3.47093199773593,7.37032948385641e-05,0.000137651229240645
"AC100827.2",1.03917023363288,-3.12467513474647,7.40544652587594e-05,0.000138274392489361
"MTATP6P27",1.30420008842407,-3.06763526080126,7.45919828347418e-05,0.000139243797915968
"AL353705.4",1.5579712852743,-3.12934633294356,7.47972628868279e-05,0.000139587094712242
"AC003005.2",1.33386897679021,-3.63945066430294,7.48983166414568e-05,0.000139767425732637
"AL713922.2",1.84416902586396,-3.03683291283545,7.50856119518663e-05,0.000140108660941191
"AC104982.1",2.60286586914628,-2.89278751574073,7.5549431876991e-05,0.000140949167431781
"AC024568.1",1.23309043955974,-3.22137202418745,7.6027807220272e-05,0.000141783041940266
"AC087749.1",2.12300902209348,-2.92426446667826,7.61262851587312e-05,0.000141941556127231
"AC104316.1",1.90026234614953,-3.21581841311173,7.68421024003696e-05,0.000143191727093009
"ONECUT1",1.72674781387987,-3.3256092611998,7.69233279762667e-05,0.000143334632896148
"LINC00456",2.56479406241559,-3.5022120258905,7.6943314023391e-05,0.000143363418255543
"TAS2R64P",2.04300168052993,-2.06561458992137,7.71391683713588e-05,0.000143685970541615
"AL451047.1",2.34911955092138,-3.4685973533244,7.73551426247758e-05,0.000144062781239362
"AL138828.1",1.94338629772411,-2.48733004009292,7.75308166325869e-05,0.000144381437658315
"AC010401.1",1.0900054745062,-3.00133980365214,7.75585486909972e-05,0.000144424568477819
"AC244394.1",1.11229864382571,-3.48482972160996,7.78037596936413e-05,0.000144872645724124
"RN7SL246P",2.20019524157085,-3.66726146753335,7.79697851479136e-05,0.000145164678070484
"LINC01206",2.20557024268147,-3.62784166026738,7.80216384613079e-05,0.000145252659039959
"GBP6",1.44487211778246,-2.40393478333449,7.82156541873428e-05,0.000145596698252458
"AC009268.1",2.48789516923779,-3.18520185973633,7.82426768779797e-05,0.000145638419289814
"AC139143.1",1.07271503444561,-2.57547010794831,7.82473932533065e-05,0.000145638617594657
"AL450998.1",1.01940407375274,1.34811444439997,7.82634908204513e-05,0.000145651417618433
"RPL6P25",1.02376307833131,-3.27342118140837,7.84988457377753e-05,0.000146055007855921
"AP002433.1",1.60764829603587,-3.36455050989399,7.90188449470181e-05,0.000146987892629012
"AP002336.1",1.75106661250516,-3.48758936245617,7.90939111420548e-05,0.000147118865746891
"AC025031.1",1.3491573198167,-3.12758020266738,7.91306250727427e-05,0.000147178490399338
"LINC01940",2.46950932149243,-2.73715223110895,7.9145449593499e-05,0.000147197397363126
"AP002761.1",1.08378166497542,-3.05358323712361,7.91561454545187e-05,0.000147208623931281
"SBK2",2.51366676476522,-3.63628957791691,7.93135870219425e-05,0.000147492739701232
"AL133492.1",2.32735181720004,-3.40363759151578,7.94514738512626e-05,0.000147723070467452
"Z84478.1",2.88329208709959,-2.88046783406681,7.95186321030798e-05,0.000147839236393374
"AC004832.4",1.28507590839545,-3.08026055327167,7.96016116569059e-05,0.000147984801522692
"AL512604.1",2.53866640597597,-3.11486409463316,7.96907013694912e-05,0.000148132991784322
"MRPL37P1",1.59148813708516,-3.24715103263527,7.99288277842045e-05,0.000148540673893316
"RN7SL801P",2.89950814416334,-3.43514142657819,7.99701241904998e-05,0.000148608677933678
"AC138832.1",2.55726444392484,-3.4294271745122,7.99945252936434e-05,0.000148645279237859
"AL512343.1",1.13347155625062,-3.34199822410585,8.05210424540874e-05,0.000149597253410878
"KIRREL1-IT1",2.34294631560842,-3.53439897037479,8.07222261228995e-05,0.000149935756946367
"AC027514.1",1.8354887501804,-2.59706934226093,8.08129138863433e-05,0.000150077732683473
"RNU2-7P",1.10455409201559,-3.01784575183271,8.08400571819176e-05,0.000150119316202217
"LINC01108",1.71836357175286,-3.63461977975633,8.08589113757338e-05,0.000150145502944255
"MTCO3P23",3.08105062174734,-3.5120838237545,8.09481919828806e-05,0.000150293619494308
"AC068831.6",1.03033523355583,-3.45291174686699,8.09942419576677e-05,0.000150370281845719
"AL360091.1",1.13122984286064,-2.91790425129372,8.16415878249431e-05,0.00015153649516206
"AC011294.1",2.23348057765796,-3.59709150163959,8.17586416016523e-05,0.0001517181065563
"PRL",1.67228301182125,-3.05342540306081,8.18418294856973e-05,0.000151854637865839
"FAM83C",1.71684096946502,-1.19768877441704,8.2575935284597e-05,0.000153171766289706
"PPIAP20",1.50600688340387,-3.57913368107899,8.34208811792286e-05,0.000154684581470558
"ACTG1P15",1.08453099495995,-1.77448546346298,8.34276573720979e-05,0.000154688067337091
"STT3A-AS1",1.1364022009832,-3.07958945407119,8.36566459536078e-05,0.000155085343012107
"RNVU1-19",2.09129105107229,-2.94691415478068,8.38292226766006e-05,0.000155396152791283
"RPL9P32",1.05124807239462,-1.46471276305857,8.42628736344336e-05,0.000156172531193985
"COL11A2",1.02524850225206,0.553257412562519,8.50607209709371e-05,0.000157614127883712
"HAUS6P1",1.09449675602445,-3.49225056941351,8.50656314545999e-05,0.000157614127883712
"AC145676.1",1.12631116133778,-2.46780216887464,8.56036419589911e-05,0.000158573782492548
"AC069257.1",1.52122221030959,-3.04023914167823,8.565687084701e-05,0.000158663081652767
"LINC01115",2.5239549965534,-3.05029189057887,8.57124385908307e-05,0.00015874739549772
"AC026124.1",2.98823736816577,-2.57473096761944,8.58845542308317e-05,0.000159056845173496
"LINC01910",1.40432896516627,-3.01430687901006,8.6063574321182e-05,0.000159345117976284
"AC105760.1",2.34995773859955,-3.67270730594001,8.68682598094488e-05,0.000160774981380194
"RNU6-122P",2.45768099198576,-3.36118416479993,8.70498477758821e-05,0.000161063885258181
"MESTP3",1.04415676196218,-3.2118005713341,8.71030099628818e-05,0.000161133938034742
"PHBP20",1.03200095508675,-3.17737144358174,8.7389945388028e-05,0.000161645816431146
"MROH5",1.48847338568827,-3.11424306090164,8.76664370303613e-05,0.000162119277985261
"RPL21P1",1.00323721092779,-2.79660220789302,8.77906722755107e-05,0.000162339520585321
"AC055733.3",2.6764173406382,-3.60144752377851,8.80431342468956e-05,0.000162787308495475
"AC017071.1",1.10121620635549,-1.05479804788616,8.81373866033345e-05,0.000162942504240105
"AP003467.2",2.32336969204662,-3.371078045685,8.83120802496267e-05,0.000163236809696142
"AC114401.1",2.70588919276238,-3.68865789981548,8.92162420303082e-05,0.000164811643928402
"AC079316.2",2.97489877894082,-2.81840145657617,8.96266297852174e-05,0.000165473008111523
"LINC02303",2.52171120928581,-3.4824272930904,8.96973584644489e-05,0.000165574563012991
"AC091588.1",1.21379464217158,-2.22182497935393,8.98231306543061e-05,0.000165797041759844
"AC019197.1",1.29640018203629,-1.77180876351641,8.99281298270054e-05,0.000165971457274482
"RPL21P121",1.98157036886503,-3.65644499506243,9.05495822722582e-05,0.000167069611208752
"AL132640.2",1.04508130646731,-3.50808625710925,9.08168597036916e-05,0.000167543185320802
"AP005119.2",1.67104667551004,-3.34442883038521,9.09710496506781e-05,0.000167798246824724
"AL513174.1",1.00391690957541,-3.36874576262106,9.09965004141679e-05,0.000167835392468025
"AC011840.1",3.57889539781264,-2.57847750188585,9.12865558171267e-05,0.000168350718459546
"SLC22A2",1.14889174349985,-1.43227398638469,9.19042149660927e-05,0.00016943046410829
"CASP1P2",1.25322517054943,-2.02950056407052,9.20653647800307e-05,0.00016970774663023
"AC055733.1",2.88211697313679,-3.25956214524886,9.26687484786817e-05,0.000170780130122324
"AL445490.1",1.07953541549778,-2.04127586761186,9.27241642473088e-05,0.000170872288909544
"C1orf87",1.63477566155469,-3.53908099164918,9.31787576022663e-05,0.00017165995037194
"AC007161.1",1.9340241908705,-2.81079224376819,9.32024781663274e-05,0.000171693638058821
"AL512326.1",2.61717601184137,-3.11617884454478,9.36561033792687e-05,0.000172509169429876
"AC011363.1",1.31705306314016,-3.56507308347233,9.37233284771725e-05,0.000172622929900269
"AC007537.2",1.01762254058846,-2.74910854846205,9.37577211531589e-05,0.000172676208720517
"DBX1",1.59451407470473,-3.04320629401018,9.37777297767777e-05,0.000172702991363319
"MTND3P23",2.00009024579536,-3.56378512721212,9.4038685344981e-05,0.000173173477856376
"AL583832.1",1.01410268656601,-2.18551155037021,9.41783903098384e-05,0.000173420637935462
"HMGN1P2",2.4896626410988,-3.3508112915391,9.44390415923664e-05,0.000173880333412648
"TOMM20P1",1.18582378376152,-3.45224854591269,9.4570650340125e-05,0.0001741125032748
"RNA5SP195",2.17825470740355,-3.44759991946298,9.50053350418438e-05,0.000174861843866995
"AGRP",1.02732723751214,-3.14732528250068,9.53711643813736e-05,0.00017548405336638
"DIAPH3-AS2",2.73874504462394,-3.62628287312407,9.55176080040462e-05,0.000175743275852998
"AC087683.2",1.24454071630255,-3.02185493150801,9.56709599569233e-05,0.000176006398809973
"AL031667.2",2.06543360621955,-3.55955147588197,9.56717591480288e-05,0.000176006398809973
"AL512633.1",1.07878299703373,-2.85122691645071,9.59279578562299e-05,0.000176457174529949
"AL139352.1",1.17277146223334,-1.383814284099,9.64933706781676e-05,0.000177445579734304
"AC107956.2",1.24086280101624,-3.4061806140312,9.66560833299869e-05,0.000177724108988725
"NFIA-AS2",1.42246203589864,-2.13083505087257,9.6680513852155e-05,0.000177749435151473
"AC002400.1",2.10046409672595,-2.67030450376825,9.67772430289871e-05,0.000177915824208018
"AC234781.3",1.13259329944632,-3.38492834576964,9.68707761668801e-05,0.000178077413676262
"AC011997.1",1.26362789471941,-3.07790155336435,9.72896061730257e-05,0.000178816134028995
"AL096828.1",1.19706790520744,-3.43540333097262,9.80278420286488e-05,0.000180120600977731
"ACTG1P19",1.26673533803141,-2.55682514925359,9.8562941216857e-05,0.000181072222007569
"AC090673.2",1.87223055871963,-3.53186410840834,9.87126400440828e-05,0.000181336692459164
"RPL21P32",1.55753508725811,-2.95988445223676,9.91247181784822e-05,0.00018206192787703
"AC026725.1",2.17634367043947,-3.44456898313597,9.99517885314682e-05,0.000183527656345151
"AC004009.2",1.88287211504842,-3.25462449170253,0.000100030279477584,0.000183661104174772
"RPL7AP26",1.02850687281132,-3.29629802072165,0.000100769427106235,0.000184936374229649
"RPL37P18",2.86997299594885,-3.53244909835015,0.000101074283492426,0.000185480938567391
"RNU6-1188P",2.95501523757724,-3.54965591222012,0.000101220773941056,0.000185728186265523
"AC020763.3",1.03603824271664,-1.7707635819918,0.000101565568169246,0.000186339198325842
"MIA",1.5265137253086,0.398900756488983,0.000101775222111388,0.000186702159572934
"MORF4L1P5",2.77774402584668,-3.44391552034543,0.000101860838266089,0.000186826674214255
"HNRNPA1P71",1.47622818866485,-3.22913681453296,0.000102012868110337,0.00018709465588122
"AC096720.1",1.3930563907274,-2.61044106185109,0.000102094544477837,0.000187222715561198
"RPS15AP6",2.32018701983829,-3.15428312068759,0.000102598038938923,0.000188091443404944
"RN7SL372P",3.28723062365195,-3.50653177041839,0.000102714311585297,0.000188282752881595
"AL513412.1",2.64939477573674,-3.08495286168426,0.000102749979603415,0.000188337207334109
"GALNT9",1.45532042158999,0.302594052715135,0.000103240822792838,0.000189182026245237
"AP003498.1",1.22414082262468,-3.53428061577354,0.000103385780967945,0.000189425678717177
"AL022400.1",2.65830510053472,-3.65517544766749,0.000103532198309165,0.000189682947180552
"AC100839.2",2.2097376616732,-3.53479308339506,0.000103576633635698,0.000189753353809951
"AL356488.1",1.01043437773061,-3.17241707947407,0.000103599565668687,0.000189784360325341
"Z99496.1",2.56841956714456,-3.23759480937864,0.000103880420845015,0.000190232676545128
"AC009269.2",2.03842707317606,-3.22022501664828,0.000104215523345297,0.000190824216358408
"GAPDHP25",1.03947804025505,-3.30574600366537,0.000104364146598406,0.000191085278671888
"AC125793.1",2.64616027849663,-3.69460385832623,0.000104386645548971,0.000191115397127297
"COX7BP2",2.05156627185845,-3.59712183330281,0.000104515179405683,0.000191317461206544
"TLK2P2",1.26470108999367,-2.82162548536379,0.000104867364878407,0.000191917665446534
"RNA5SP452",2.9067923599882,-3.26597888925922,0.000104915562811401,0.00019198698665246
"AL137246.1",1.37994661157609,-3.31973801622446,0.000105104933563894,0.000192307880123015
"AC091152.1",1.44871772812778,-3.62413142940936,0.000105610696526295,0.000193188508792499
"GABRA3",2.16940296484291,0.07748131236432,0.000105910492714077,0.000193680840259079
"AC005330.1",1.04885007188756,-1.65332239783607,0.000106544144394897,0.000194771968167341
"LINC01449",1.59418140170728,-3.65541819911121,0.000106788501682786,0.00019518479222819
"AC105021.1",1.0533669713633,-2.96220463103773,0.000107108786360253,0.000195758873509167
"AL360091.2",2.6813671507169,-3.38156395569831,0.000107351750175198,0.000196191579989878
"MTND5P25",1.66157973419659,-2.75009129377831,0.000107814351734484,0.000196996354203494
"RNU7-124P",2.84274458758813,-3.63256916258974,0.000107817046831026,0.000196996354203494
"AC092364.2",1.14189802005079,-1.9229700648219,0.000107989117644642,0.000197299340373999
"AC093422.1",1.45546920755028,-3.41493035373827,0.000108361433498984,0.000197945230906817
"AC024475.1",2.49696719169249,-3.55284617253437,0.000108606056560208,0.000198380616611162
"FSTL4",1.29202311945204,0.342587808632135,0.000108643265422082,0.000198425589057988
"AL157714.2",1.67377205110195,-2.31500137509605,0.000108716809013587,0.000198537002726374
"AC007621.1",1.83206546043252,-3.60440772784206,0.000109401718528758,0.000199730048741928
"AC103988.1",1.14897917738305,-2.97358557605101,0.000109701952123904,0.000200231889389942
"AL357552.2",2.59606321414819,-3.39081233374734,0.000109806115090424,0.000200410432931933
"MTCO2P11",2.60268160948265,-3.27341704725005,0.000109840693255481,0.000200461961875132
"AC023300.3",1.49763378330963,-3.65039575515473,0.000109871498671689,0.000200506599903804
"RANP8",1.26959863671083,-3.49721390794748,0.000110395341741461,0.000201450934652456
"LARGE-AS1",2.21161654181056,-2.30212579813632,0.000110405079119131,0.000201457067379618
"AC063965.1",1.35984047364951,-1.77816346613157,0.000110427827383151,0.000201481184251323
"AL031432.2",1.0670665972552,-1.89897392551792,0.00011043134750267,0.000201481184251323
"NDUFB5P2",2.77264017105539,-3.41901496299822,0.000110632533086545,0.000201813823996953
"Z98749.1",2.44253997888471,-3.46565015499684,0.000111293085865614,0.0002029367691188
"AC115621.1",2.81320443082154,-3.58242330609835,0.000111932538904094,0.000204032119870589
"AC091059.2",2.47728900287677,-3.28247864733317,0.000112450469408648,0.000204940737238386
"RN7SL530P",2.67550827265711,-3.67763592161266,0.000112726892604372,0.000205420817791424
"CCDC194",1.30873039599585,-3.26551071598366,0.000112794333562272,0.000205520005780775
"AC009716.2",2.66665099689529,-2.8924918348035,0.000113146853587286,0.000206114775147502
"AC090559.2",2.27169004572539,-3.29617786550916,0.000113273675248542,0.000206310113116983
"DAPK1-IT1",2.8169645723277,-3.46848596921007,0.000113307967129836,0.000206360673634226
"AP002840.1",1.71342078921337,-3.46789545742764,0.000113764657307469,0.000207168529501116
"AL360091.3",2.09724749684738,-3.43631233166061,0.000113774312771842,0.0002071741708012
"AC009303.3",2.7770600615362,-3.32239617233603,0.000113782382044802,0.000207176923286348
"AC007014.1",2.18267736862529,-3.58391195674701,0.00011399598759865,0.000207541937198418
"CENPCP1",1.307233682787,-2.5952872803751,0.000114136267750596,0.000207773385597498
"RNU4-21P",1.43961953802295,-3.60533540364066,0.000114452326379867,0.000208300728574177
"AC133106.1",3.01522696183235,-3.22315105187808,0.00011453854062617,0.000208445628686784
"AL031848.1",1.21796980248422,-3.02728796778826,0.000115486610928161,0.000210062093330266
"MIR4326",1.09659639855681,-3.24808675362239,0.000116379426939346,0.00021162514304678
"AC073575.1",2.1820817558707,-3.4870800621051,0.000116395565154468,0.000211642307333819
"HOXC-AS3",2.07891852823947,-3.48321987674467,0.00011670506036579,0.00021218063947381
"RNU6-190P",1.39718897799846,-3.55457209623996,0.000117259569955193,0.000213139726919879
"OPA1-AS1",1.72083796258396,-2.86741303315336,0.000117693674618423,0.0002138918696629
"HJV",2.50461135690008,-2.50093640792143,0.000117812853993881,0.000214096145886033
"AL035410.1",1.91997457394197,-3.33873607002479,0.000118035442751583,0.000214463638305197
"FKBP1AP1",1.16780210549408,-2.69832053583399,0.000118414649359756,0.000215103151864235
"AC016747.3",1.1846648401654,-2.04600971962093,0.000118453873543699,0.000215162032246656
"LINC01152",1.13442208463383,-1.342724558831,0.000118527112123197,0.000215282686748773
"GABRA4",1.71620564471183,0.389205676950046,0.000118650120218424,0.000215481331803901
"AC068790.4",1.20663374537543,-2.9653925419904,0.000119031099964323,0.000216126512376511
"LINC02003",1.49452649794992,-3.01843619504768,0.000119173262437638,0.000216369224768249
"CYCSP51",1.61897214381031,-3.43955293008485,0.000119394104568702,0.00021675772587283
"AP000786.1",1.11481328386751,-1.65258394183524,0.000119460411440322,0.000216865642626793
"AC103739.1",1.11331869170162,-2.61392877465984,0.00011953431096864,0.000216987329719158
"AC097721.1",2.36071547005143,-3.60261817376948,0.000119613103820085,0.000217117885032344
"AC004000.1",1.12768610148698,-2.57632936878395,0.000120209257073524,0.000218174932999589
"RNA5SP290",2.55094152056435,-3.48100429054938,0.000120364173245972,0.000218418456367604
